Timestamp,Observed_DST,Real_dDST_dt,Pred_DST_Equation,Pred_dDST_dt_Equation,Injection_Component,Decay_Component,Pred_DST_Burton,Pred_dDST_dt_Burton,Pred_DST_OBM,Pred_dDST_dt_OBM,Pred_DST_DDM1,Pred_dDST_dt_DDM1,Pred_DST_DDM2,Pred_dDST_dt_DDM2,Pred_DST_DDM3,Pred_dDST_dt_DDM3
2003-11-18 00:00:00,-27.0,5.0,-37.48439949503623,-1.4843994950362256,-3.054768928640418,1.5703694336041925,-36.65199861412043,-0.6519986141204299,-37.562521263999926,-1.5625212639999262,-35.845419502712446,0.15458049728755727,-35.92359546179036,0.07640453820963389,-35.966344573342276,0.03365542665772428
2003-11-18 01:00:00,-22.0,1.0,-36.91455649418956,0.5698430008466697,-1.0696773888307127,1.6395203896773825,-31.585156894276984,5.0668417198434454,-35.30419308198425,2.258328182015674,-34.20244355580924,1.642975946903208,-34.240713923117106,1.6828815386732578,-34.26489557550811,1.7014489978341614
2003-11-18 02:00:00,-21.0,-8.0,-36.92220967357579,-0.007653179386234443,-1.6204511600646698,1.6127979806784354,-28.939801658783587,2.6453552354933976,-34.322026709903554,0.9821663720806981,-32.63240408033671,1.5700394754725258,-32.63466240577821,1.6060515173388996,-32.87078454117458,1.3941110343335334
2003-11-18 03:00:00,-29.0,-2.0,-35.309054256755026,1.613155416820768,-0.0,1.613155416820768,-24.877024444796188,4.062777213987399,-32.57958509605447,1.7424416138490813,-31.1319601453285,1.500443935008214,-31.10193332350417,1.5327290822740371,-31.305405875282485,1.5653786658920954
2003-11-18 04:00:00,-31.0,1.0,-33.7703644701378,1.5386897866172284,-0.0,1.5386897866172284,-21.648891745396675,3.228132699399513,-31.06799787387183,1.5115872221826443,-29.696487928368878,1.4354722169596192,-29.63917922484291,1.4627540986612606,-29.801658782077038,1.503747093205448
2003-11-18 05:00:00,-30.0,0.0,-32.30106325884262,1.4693012112951838,-0.0,1.4693012112951838,-18.04698053311204,3.6019112122846337,-29.258917538747173,1.809080335124655,-28.32733128184329,1.3691566465255887,-28.243205482388817,1.3959737424540943,-28.378638241499115,1.4230205405779222
2003-11-18 06:00:00,-30.0,3.0,-30.896527271047237,1.4045359877953811,-0.0,1.4045359877953811,-15.481789875036217,2.5651906580758244,-27.823514118605942,1.4354034201412311,-27.017957623051085,1.3093736587922051,-26.91096331577666,1.3322421666121564,-27.016007691918162,1.362630549580953
2003-11-18 07:00:00,-27.0,-1.0,-29.71044339587701,1.1860838751702272,-0.1579063170711303,1.3439901922413575,-12.991766895578559,2.490022979457658,-26.289372443392622,1.53414167521332,-25.7679349821506,1.2500226409004844,-25.63954313320269,1.2714201825739702,-25.7184417048754,1.2975659870427632
2003-11-18 08:00:00,-28.0,2.0,-29.20311409397843,0.5073293018985789,-0.7865708111847876,1.2939001130833665,-11.074933932473154,1.9168329631054046,-24.767420342148938,1.5219521012436843,-24.57210569761699,1.1958292845336085,-24.426168176930926,1.2133749562717655,-24.47583754780985,1.2426041570655502
2003-11-18 09:00:00,-26.0,6.0,-28.356778582808545,0.846335511169886,-0.42642978830446127,1.2727652994743472,-8.259345380809338,2.815588551663817,-22.91310241471939,1.8543179274295483,-23.442790918053763,1.1293147795632281,-23.268188458906547,1.1579797180243776,-23.318571881923177,1.1572656658866733
2003-11-18 10:00:00,-20.0,-3.0,-27.69060337780998,0.6661752049985682,-0.5717199609582834,1.2378951659568516,-6.712935871486772,1.5464095093225652,-21.576512572330486,1.3365898423889035,-22.364572386012696,1.078218532041065,-22.163074973231897,1.1051134856746505,-22.213307814162924,1.1052640677602539
2003-11-18 11:00:00,-23.0,-4.0,-26.719061065487754,0.9715423123222259,-0.23924621393162596,1.2107885262538518,-5.268906696336428,1.4440291751503445,-20.354807925104584,1.221704647225902,-21.336775444123486,1.0277969418892112,-21.108414172865213,1.0546608003666829,-21.160716462693284,1.052591351469639
2003-11-18 12:00:00,-27.0,-1.0,-28.696756305346995,-1.9776952398592413,-3.149489682293772,1.1717944424345308,-10.26103590668089,-4.992129210344462,-23.497544756004736,-3.1427368309001515,-22.68845989276499,-1.3516844486415047,-22.63463809963765,-1.5262239267724393,-22.49069094521165,-1.3299744825183673
2003-11-18 13:00:00,-28.0,-3.0,-30.036582805619474,-1.3398265002724792,-2.5916709931308244,1.2518444928583452,-12.66333430701205,-2.4022984003311603,-25.070045167643556,-1.5725004116388206,-23.289251868786764,-0.6007919760217757,-23.311596565603114,-0.676958465965461,-23.123807543585798,-0.6331165983741494
2003-11-18 14:00:00,-31.0,4.0,-31.04297439888404,-1.0063915932645655,-2.31397023703982,1.3075786437752546,-14.73779944236124,-2.0744651353491896,-26.3442116763573,-1.2741665087137442,-23.538846030294977,-0.2495941615082123,-23.56494759536639,-0.2533510297632766,-23.435109661453588,-0.311302117867791
