Timestamp,Observed_DST,Real_dDST_dt,Pred_DST_Equation,Pred_dDST_dt_Equation,Injection_Component,Decay_Component,Pred_DST_Equation_1,Pred_dDST_dt_Equation_1,Injection_Component_1,Decay_Component_1,Pred_DST_Equation_2,Pred_dDST_dt_Equation_2,Injection_Component_2,Decay_Component_2,Pred_DST_Equation_3,Pred_dDST_dt_Equation_3,Injection_Component_3,Decay_Component_3
2004-01-20 00:00:00,-18.0,1.0,-20.699136018986483,0.30086398101351874,-0.6493675653064924,0.9502315463200112,-20.707001851813747,0.29299814818625336,-0.6621909684823195,0.9551891166685729,-20.70323970468049,0.29676029531950665,-0.6478415995364357,0.9446018948559424,-20.699136018986483,0.30086398101351874,-0.6493675653064924,0.9502315463200112
2004-01-20 01:00:00,-17.0,-2.0,-21.609470686532507,-0.9103346675460251,-1.8499152631041176,0.9395805955580925,-21.64892943233151,-0.9419275805177625,-1.8866151460753127,0.9446875655575502,-21.614639723247098,-0.9114000185666081,-1.8455770408566792,0.934177022290071,-21.609470686532507,-0.9103346675460251,-1.8499152631041176,0.9395805955580925
2004-01-20 02:00:00,-19.0,-5.0,-23.09984508429705,-1.4903743977645436,-2.4623659166541527,0.971991518889609,-23.181473219924477,-1.5325437875929682,-2.5111982891356925,0.9786545015427245,-23.104852717432408,-1.4902129941853115,-2.456590501107221,0.9663775069219093,-23.09984508429705,-1.4903743977645436,-2.4623659166541527,0.971991518889609
2004-01-20 03:00:00,-24.0,-5.0,-25.55540062166722,-2.45555553737017,-3.4817956975552398,1.0262401601850697,-25.693505888638565,-2.5120326687140873,-3.547234466422453,1.035201797708366,-25.55808729958664,-2.4532345821542294,-3.4734378764552893,1.02020329430106,-25.55540062166722,-2.45555553737017,-3.4817956975552398,1.0262401601850697
2004-01-20 04:00:00,-29.0,-2.0,-27.664491820705496,-2.109091199038275,-3.2279248038944854,1.1188336048562104,-27.848352474048376,-2.1548465854098087,-3.2861715110784147,1.1313249256686062,-27.666145336330416,-2.1080580367437793,-3.220048188687703,1.111990151943924,-27.664491820705496,-2.109091199038275,-3.2279248038944854,1.1188336048562104
2004-01-20 05:00:00,-31.0,3.0,-28.116963519714538,-0.45247169900904116,-1.6540265886396261,1.201554889630585,-28.306937140413613,-0.45858466636523754,-1.6757648807506742,1.2171802143854367,-28.121687341334585,-0.4555420050041692,-1.6495622607009996,1.1940202556968305,-28.116963519714538,-0.45247169900904116,-1.6540265886396261,1.201554889630585
2004-01-20 06:00:00,-28.0,5.0,-26.897277789558462,1.2196857301560777,-0.0,1.2196857301560777,-27.071080406149726,1.2358567342638884,-0.0,1.2358567342638884,-26.909557207397803,1.212130133936781,-0.0,1.212130133936781,-26.897277789558462,1.2196857301560777,-0.0,1.2196857301560777
2004-01-20 07:00:00,-23.0,2.0,-25.726155392729996,1.1711223968284659,-0.0,1.1711223968284659,-25.8852309514918,1.1858494546579266,-0.0,1.1858494546579266,-25.74531360318503,1.1642436042127764,-0.0,1.1642436042127764,-25.726155392729996,1.1711223968284659,-0.0,1.1711223968284659
2004-01-20 08:00:00,-21.0,4.0,-24.600734312026923,1.1254210807030738,-0.0,1.1254210807030738,-24.746394395662907,1.1388365558288926,-0.0,1.1388365558288926,-24.626156090679387,1.1191575125056403,-0.0,1.1191575125056403,-24.600734312026923,1.1254210807030738,-0.0,1.1254210807030738
2004-01-20 09:00:00,-17.0,3.0,-23.518374121166556,1.0823601908603664,-0.0,1.0823601908603664,-23.65181185922677,1.0945825364361403,-0.0,1.0945825364361403,-23.5494994129466,1.0766566777327895,-0.0,1.0766566777327895,-23.518374121166556,1.0823601908603664,-0.0,1.0823601908603664
2004-01-20 10:00:00,-14.0,-2.0,-22.476634869699115,1.041739251467441,-0.0,1.041739251467441,-22.59893717463305,1.0528746845937191,-0.0,1.0528746845937191,-22.51295314271607,1.0365462702305277,-0.0,1.0365462702305277,-22.476634869699115,1.041739251467441,-0.0,1.041739251467441
2004-01-20 11:00:00,-16.0,-2.0,-21.473258344183726,1.0033765255153893,-0.0,1.0033765255153893,-21.585416700679932,1.013520473953118,-0.0,1.013520473953118,-21.514303604476595,0.9986495382394771,-0.0,0.9986495382394771,-21.473258344183726,1.0033765255153893,-0.0,1.0033765255153893
2004-01-20 12:00:00,-18.0,-7.0,-24.763601467685472,-3.290343123501745,-4.257450069057984,0.967106945556239,-24.93246370235753,-3.3470470016775966,-4.3233923029352885,0.976345301257692,-24.79798363864748,-3.283680034170884,-4.246485860165332,0.9628058259944478,-24.763601467685472,-3.290343123501745,-4.257450069057984,0.967106945556239
2004-01-20 13:00:00,-25.0,-8.0,-27.130609550738683,-2.3670080830532125,-3.45554791952725,1.0885398364740373,-27.34610991692137,-2.4136462145638404,-3.515399277390269,1.1017530628264285,-27.161838562925205,-2.3638549242777254,-3.44698342120434,1.0831284969266148,-27.130609550738683,-2.3670080830532125,-3.45554791952725,1.0885398364740373
2004-01-20 14:00:00,-33.0,-4.0,-30.794056090983542,-3.66344654024486,-4.84378302402047,1.18033648377561,-31.073179371610077,-3.7270694546887064,-4.923958267618353,1.1968888129296464,-30.81928887216776,-3.6574503092425545,-4.831581037789613,1.1741307285470586,-30.794056090983542,-3.66344654024486,-4.84378302402047,1.18033648377561
