complexity,loss,equation,score,julia_expression,lambda_format,simulation,TEST_RMSE,TEST_MAE,TEST_R2,TEST_CC,TEST_BFE
28,3.808152,g = ((sqrt(((#2 / -8187.132) + #1) + 1.1011446) * (#2 * -0.0012460026)) + (sqrt(#1) * 0.90694124)) + -1.0624372; d = #1 * (((#1 + -2.2393885) * 0.00023202693) + -0.035355285),9.2957610229127e-06,g = ((sqrt(((#2 / -8187.132) + #1) + 1.1011446) * (#2 * -0.0012460026)) + (sqrt(#1) * 0.90694124)) + -1.0624372; d = #1 * (((#1 + -2.2393885) * 0.00023202693) + -0.035355285),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bcd40>,24,17.616400193930595,13.928695866994815,0.6698371497103491,0.8982421866905226,19.964709410616955
24,3.81664,g = (sqrt(#1) + 0.43368632) * (((#2 + (square(#1) + sqrt(#2))) * -0.0010379194) + 0.95541334); d = square((#1 * -0.015800156) + 1.1267993) + -2.933456,3.4977186897386416e-05,g = (sqrt(#1) + 0.43368632) * (((#2 + (square(#1) + sqrt(#2))) * -0.0010379194) + 0.95541334); d = square((#1 * -0.015800156) + 1.1267993) + -2.933456,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bf4d0>,15,17.61821606665499,14.078421050546705,0.666323793476723,0.9025063445055013,19.948361870807833
29,3.8162558,g = (1.0152551 - ((sqrt(#2 + #2) + (square(#1) + #2)) * 0.0010357088)) * (0.44183648 + sqrt(#1)); d = (#1 * ((#1 * 0.00025195818) + -0.034988046)) + (1.3803983 * -1.241842),1.5027592797070732e-05,g = (1.0152551 - ((sqrt(#2 + #2) + (square(#1) + #2)) * 0.0010357088)) * (0.44183648 + sqrt(#1)); d = (#1 * ((#1 * 0.00025195818) + -0.034988046)) + (1.3803983 * -1.241842),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bc800>,12,17.620172758167236,14.09247598234337,0.6658454671869911,0.9002324842897913,19.960545979963484
16,3.8258529,g = (sqrt(#1) * ((#2 * -0.0012091405) - -0.9519431)) - 2.1217031; d = square(-0.9519431 - (#1 * -0.016197408)),0.0014456646149232,g = (sqrt(#1) * ((#2 * -0.0012091405) - -0.9519431)) - 2.1217031; d = square(-0.9519431 - (#1 * -0.016197408)),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bcd70>,20,17.628311527044797,13.891621415789638,0.6653203545376336,0.8967808847058011,21.07281759948803
19,3.8194737,g = (((#2 * (sqrt(#1) + 0.37150353)) * -0.0010812571) + -2.5415666) + sqrt(#1); d = square((#1 * 0.015688177) + -1.123624),0.0004671803658978,g = (((#2 * (sqrt(#1) + 0.37150353)) * -0.0010812571) + -2.5415666) + sqrt(#1); d = square((#1 * 0.015688177) + -1.123624),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bf4d0>,13,17.673340026416085,14.109420427429962,0.6639177618237653,0.8984998274798519,20.248866125945277
25,3.8179092,g = ((sqrt(#1 + 0.84936315) * ((#2 + sqrt(#2)) + square(#1))) * -0.0011149797) + (sqrt(#1) + -2.2313008); d = square((#1 * -0.016240174) + 1.0122249),9.310945636183418e-05,g = ((sqrt(#1 + 0.84936315) * ((#2 + sqrt(#2)) + square(#1))) * -0.0011149797) + (sqrt(#1) + -2.2313008); d = square((#1 * -0.016240174) + 1.0122249),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bc710>,26,17.67516818325582,14.280391500097002,0.6568539273614215,0.8974424700264592,19.7304090826347
18,3.8194013,g = (sqrt(#1) + 0.42232218) * ((#2 * -0.0010532261) + 0.9037953); d = square((#1 * -0.014718283) + 1.336022) - 3.4104166,0.0008762932050752,g = (sqrt(#1) + 0.42232218) * ((#2 * -0.0010532261) + 0.9037953); d = square((#1 * -0.014718283) + 1.336022) - 3.4104166,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bc2c0>,18,17.677364390984902,14.007511517815157,0.6754200613809723,0.9021475836520289,20.540639544614972
16,3.825642,g = sqrt(#1) * ((#2 * -0.0012320096) - -0.957085); d = square(-0.9743058 - (#1 * -0.016185077)) + -2.1792817,0.0015426027488337,g = sqrt(#1) * ((#2 * -0.0012320096) - -0.957085); d = square(-0.9743058 - (#1 * -0.016185077)) + -2.1792817,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d998ef60>,9,17.67966045104227,13.9222961282718,0.6665239265003905,0.8975836840390979,21.02309857817948
21,3.8194356,g = (((#2 * (sqrt(#1) + 0.37150353)) + #1) * -0.0010812571) + (sqrt(#1) + -2.5415666); d = square((#1 * 0.015688177) + -1.1221573),4.987623036778288e-06,g = (((#2 * (sqrt(#1) + 0.37150353)) + #1) * -0.0010812571) + (sqrt(#1) + -2.5415666); d = square((#1 * 0.015688177) + -1.1221573),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bd400>,13,17.70072196623372,14.136578318487773,0.6626997296380679,0.8986022844917001,20.24424948381624
22,3.8184447,g = (((sqrt(#1 + 0.8314435) * (#2 + square(#1))) * -0.0011376146) + -2.2312882) + sqrt(#1); d = square((#1 * -0.016207797) + 1.0122905),0.0001470385887551,g = (((sqrt(#1 + 0.8314435) * (#2 + square(#1))) * -0.0011376146) + -2.2312882) + sqrt(#1); d = square((#1 * -0.016207797) + 1.0122905),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99be510>,26,17.703507723512583,14.275174200261421,0.658811321519629,0.8983049226596732,19.805257941750206
20,3.8194704,g = (((sqrt(#1) + 0.3559085) * ((#2 * -0.015125701) + 13.539749)) * 0.071560495) + -3.2338603; d = square((#1 / 66.23274) - 1.2629117),4.042281851455248e-05,g = (((sqrt(#1) + 0.3559085) * ((#2 * -0.015125701) + 13.539749)) * 0.071560495) + -3.2338603; d = square((#1 / 66.23274) - 1.2629117),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d998cdd0>,4,17.704782833644995,14.063045327874917,0.6699055642157543,0.8994120711076287,20.589358555039297
16,3.8254974,g = sqrt(#1) * ((#2 * -0.0012212789) - -0.9464751); d = square(1.0355011 - (#1 * 0.01574071)) - 2.2911224,0.001709322812019,g = sqrt(#1) * ((#2 * -0.0012212789) - -0.9464751); d = square(1.0355011 - (#1 * 0.01574071)) - 2.2911224,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bc800>,16,17.713183205495625,13.896828373693804,0.6701331229859776,0.897931156224954,21.30630559533398
17,3.8254917,g = sqrt(#1) * (0.9600265 - (#2 * 0.0012241292)); d = neg(2.2431378 - square((#1 * -0.015941322) - -1.0036622)),8.103530178423842e-07,g = sqrt(#1) * (0.9600265 - (#2 * 0.0012241292)); d = neg(2.2431378 - square((#1 * -0.015941322) - -1.0036622)),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bfd70>,29,17.740969587675405,13.955387231404774,0.6660794344241754,0.8971501046658528,21.196969560294278
16,3.8254948,g = (0.9612506 - (#2 * 0.0012241292)) * sqrt(#1); d = square(-1.0023005 - (#1 * -0.015941322)) - 2.2431378,0.0017114862164587,g = (0.9612506 - (#2 * 0.0012241292)) * sqrt(#1); d = square(-1.0023005 - (#1 * -0.015941322)) - 2.2431378,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99be240>,29,17.75700010396317,13.971580884048313,0.6653374233201752,0.8970589963888156,21.19690982311529
16,3.8255692,g = sqrt(#1) * (0.92315567 - (#2 * 0.0012152988)); d = square(-1.0935614 - (#1 * -0.015442636)) - 2.4155018,0.0016970468102328,g = sqrt(#1) * (0.92315567 - (#2 * 0.0012152988)); d = square(-1.0935614 - (#1 * -0.015442636)) - 2.4155018,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bfb60>,27,17.765237171729545,13.912054765363433,0.6712412173849371,0.8986909806843473,21.459688175478895
26,3.8163676,g = (sqrt(#1) + (((#2 * sqrt(#1)) + ((#1 + sqrt(#2)) / 0.06331355)) * -0.0011386677)) + -2.9296172; d = square(#1 + (1.3137529 - (#1 * 1.0147343))),1.5642902461393782e-05,g = (sqrt(#1) + (((#2 * sqrt(#1)) + ((#1 + sqrt(#2)) / 0.06331355)) * -0.0011386677)) + -2.9296172; d = square(#1 + (1.3137529 - (#1 * 1.0147343))),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bd0d0>,25,17.794401549449486,14.036211306163011,0.6687354340588598,0.8938615353086631,20.950251162844655
17,3.8255472,g = ((#2 * -0.0012268065) + 0.95784384) * sqrt(#1); d = (((#1 * 0.0002521042) + -0.033644587) * #1) - 1.2882149,0.0009603513804137,g = ((#2 * -0.0012268065) + 0.95784384) * sqrt(#1); d = (((#1 * 0.0002521042) + -0.033644587) * #1) - 1.2882149,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bc6b0>,24,17.835801932160546,14.064519298517727,0.6617918902055553,0.8965913100588938,21.24771173389328
17,3.825869,g = ((#2 * -0.0012304813) + 0.94530636) * sqrt(#1); d = (((#1 * 0.00024118401) + -0.035624348) * #1) + -1.2917105,4.406744850414525e-05,g = ((#2 * -0.0012304813) + 0.94530636) * sqrt(#1); d = (((#1 * 0.00024118401) + -0.035624348) * #1) + -1.2917105,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d998dc40>,11,17.837861234113426,14.01978641827661,0.6670820219245888,0.8972763235514781,21.45854255362397
29,3.8079646,g = sqrt(#1) + ((((sqrt(((#2 / -2.3107975) / 3869.9756) + (#1 + 1.0388132)) * #2) + square(#1)) * -0.0012395561) + -1.1791304); d = ((#1 * 0.00023189152) + -0.036109243) * #1,4.921143146307903e-05,g = sqrt(#1) + ((((sqrt(((#2 / -2.3107975) / 3869.9756) + (#1 + 1.0388132)) * #2) + square(#1)) * -0.0012395561) + -1.1791304); d = ((#1 * 0.00023189152) + -0.036109243) * #1,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bf7a0>,24,17.86313701481687,14.181906489880785,0.6583973402229366,0.8947929058936127,20.176725492741273
16,3.8255465,g = sqrt(#1) * ((#2 * -0.0012177854) + 0.94511557); d = square((#1 * -0.015418074) + 1.1122065) + -2.5016503,0.002777780180242,g = sqrt(#1) * ((#2 * -0.0012177854) + 0.94511557); d = square((#1 * -0.015418074) + 1.1122065) + -2.5016503,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99be840>,15,17.882862006859895,14.038051154100637,0.6658686259016205,0.8973088599729724,21.518610581191464
16,3.8256326,g = (((#2 * -0.001229259) + 0.9825473) * sqrt(#1)) + -2.3020253; d = square((#1 * -0.01612465) + 1.00133),0.001511208734708,g = (((#2 * -0.001229259) + 0.9825473) * sqrt(#1)) + -2.3020253; d = square((#1 * -0.01612465) + 1.00133),<pysr.expression_specs.CallableJuliaExpression object at 0x799af986da60>,1,17.888436227025036,14.142398147250052,0.65619497405339,0.8953684791360168,21.127110948164553
16,3.8255997,g = sqrt(#1) * ((#2 * -0.0012226915) + 0.95875823); d = square((#1 * 0.015480135) + -1.1358957) + -2.5933082,0.0021122074492895,g = sqrt(#1) * ((#2 * -0.0012226915) + 0.95875823); d = square((#1 * 0.015480135) + -1.1358957) + -2.5933082,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d998f2f0>,3,17.909842071625185,14.089444994501875,0.6633681059206207,0.8963289250813433,21.52173825266434
26,3.8164816,g = (inv(#1 + (0.8415545 / #1)) + (sqrt(#1) + -0.19499645)) * ((#2 * -0.001215261) + 0.9796946); d = (((#1 * 0.0002414292) + -0.035623867) * #1) + -1.4718859,2.0358858552156808e-05,g = (inv(#1 + (0.8415545 / #1)) + (sqrt(#1) + -0.19499645)) * ((#2 * -0.001215261) + 0.9796946); d = (((#1 * 0.0002414292) + -0.035623867) * #1) + -1.4718859,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bc9e0>,11,17.964411301091733,14.238245683041933,0.6547105896313077,0.8877391912194202,20.832597437778325
16,3.8256128,g = sqrt(#1) * ((#2 * -0.0012211961) - -0.96973044); d = square((#1 * 0.015409278) + -1.146147) + -2.636322,0.0017960589008341,g = sqrt(#1) * ((#2 * -0.0012211961) - -0.96973044); d = square((#1 * 0.015409278) + -1.146147) + -2.636322,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d998de20>,5,17.989289736548464,14.16229528927251,0.6603443692506592,0.895571370024814,21.588392979702164
16,3.8255408,g = (sqrt(#1) * ((#2 * -0.0012258822) + 0.993876)) - 2.3668582; d = square((#1 * -0.015925433) + 1.024069),0.001544105112844,g = (sqrt(#1) * ((#2 * -0.0012258822) + 0.993876)) - 2.3668582; d = square((#1 * -0.015925433) + 1.024069),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d998d9a0>,6,18.003301014579034,14.231878551648999,0.6531654170919089,0.8945627106523821,21.271757459089216
