,complexity,loss,equation,score,sympy_format,TRAIN_RMSE,TEST_RMSE,TRAIN_MAE,TEST_MAE,TRAIN_R2,TEST_R2,TRAIN_BFE,TEST_BFE,sympy_eq
155,28,3.8058465,(((VBs - sqrt(VBs)) + -857.212) / (-6588.225 / ((11.841669 / (inv(sqrt(P_dyn + 0.52118564)) + 0.0787824)) - (DST * -0.060017113)))) - ((DST * 0.060813233) + 2.064063),1.3531720619573107e-05,(((VBs - sqrt(VBs)) + -857.212) / (-6588.225 / ((11.841669 / (inv(sqrt(P_dyn + 0.52118564)) + 0.0787824)) - (DST * -0.060017113)))) - ((DST * 0.060813233) + 2.064063),inf,inf,inf,inf,-inf,-inf,inf,inf,-0.060813233*DST + (-9.10975460006299e-6*DST - 0.00179739899593593/(0.0787824 + 1/sqrt(P_dyn + 0.52118564)))*(VBs - sqrt(VBs) - 857.212) - 2.064063
156,27,3.805898,(((VBs - 11.841669) + -857.212) / (-6588.225 / ((11.841669 / (0.0787824 + sqrt(inv(P_dyn + 0.52118564)))) - (DST * -0.060017113)))) - ((DST * 0.060813233) + 2.064063),1.5659782090777273e-05,(((VBs - 11.841669) + -857.212) / (-6588.225 / ((11.841669 / (0.0787824 + sqrt(inv(P_dyn + 0.52118564)))) - (DST * -0.060017113)))) - ((DST * 0.060813233) + 2.064063),inf,inf,inf,inf,-inf,-inf,inf,inf,-0.060813233*DST + (-9.10975460006299e-6*DST - 0.00179739899593593/(sqrt(1/(P_dyn + 0.52118564)) + 0.0787824))*(VBs - 869.053669) - 2.064063
157,27,3.8059323,(((VBs - ((DST - 5.9018655) / -0.058798596)) * (sqrt(P_dyn) + 0.4957765)) - square(P_dyn + ((P_dyn + DST) * 0.53659797))) / ((DST + -825.67914) + DST),0.0003596894698707,(((VBs - ((DST - 5.9018655) / -0.058798596)) * (sqrt(P_dyn) + 0.4957765)) - square(P_dyn + ((P_dyn + DST) * 0.53659797))) / ((DST + -825.67914) + DST),inf,inf,inf,inf,-inf,-inf,inf,inf,((sqrt(P_dyn) + 0.4957765)*(17.0072088115845*DST + VBs - 100.374258936387) - square(0.53659797*DST + 1.53659797*P_dyn))/(2*DST - 825.67914)
158,30,3.8059447,-0.30069363 + (((((P_dyn - -10.77218) * VBs) * -0.00018542472) + (((((sqrt((epsilon * 2.2505796) / P_dyn) - DST) * -0.00012745318) + -0.04008526) * DST) - (P_dyn * -0.20187539))) / 1.0397526),0.0001097635870671,-0.30069363 + (((((P_dyn - -10.77218) * VBs) * -0.00018542472) + (((((sqrt((epsilon * 2.2505796) / P_dyn) - DST) * -0.00012745318) + -0.04008526) * DST) - (P_dyn * -0.20187539))) / 1.0397526),inf,inf,inf,inf,-inf,-inf,inf,inf,0.961767251171096*DST*(0.00012745318*DST - 0.00012745318*sqrt(2.2505796*epsilon/P_dyn) - 0.04008526) + 0.194157138919393*P_dyn - 0.00017833542325357*VBs*(P_dyn + 10.77218) - 0.30069363
159,26,3.8059576,((VBs + -858.3329) / (-6588.225 / ((11.841669 / (sqrt(inv(P_dyn + square(0.736935))) + 0.0787824)) - (DST * -0.060017113)))) - ((DST * 0.060813233) + 2.064063),2.890205190951315e-07,((VBs + -858.3329) / (-6588.225 / ((11.841669 / (sqrt(inv(P_dyn + square(0.736935))) + 0.0787824)) - (DST * -0.060017113)))) - ((DST * 0.060813233) + 2.064063),inf,inf,inf,inf,-inf,-inf,inf,inf,-0.060813233*DST + (-9.10975460006299e-6*DST - 0.00179739899593593/(sqrt(1/(P_dyn + square(0.736935))) + 0.0787824))*(VBs - 858.3329) - 2.064063
160,25,3.8059587,((VBs + -858.3329) / (-6588.225 / ((11.841669 / (inv(sqrt(P_dyn + 0.55134714)) + 0.0787824)) - (DST * -0.060017113)))) - ((DST * 0.060813233) + 2.064063),0.0006619309015309,((VBs + -858.3329) / (-6588.225 / ((11.841669 / (inv(sqrt(P_dyn + 0.55134714)) + 0.0787824)) - (DST * -0.060017113)))) - ((DST * 0.060813233) + 2.064063),inf,inf,inf,inf,-inf,-inf,inf,inf,-0.060813233*DST + (-9.10975460006299e-6*DST - 0.00179739899593593/(0.0787824 + 1/sqrt(P_dyn + 0.55134714)))*(VBs - 858.3329) - 2.064063
161,23,3.806137,(VBs * -0.0010895097) - ((DST * 0.054053377) - (sqrt(P_dyn) - ((((sqrt(P_dyn) - (DST * -0.008286956)) * VBs) * 0.0010644475) - -1.2955256))),0.0004732875227903,(VBs * -0.0010895097) - ((DST * 0.054053377) - (sqrt(P_dyn) - ((((sqrt(P_dyn) - (DST * -0.008286956)) * VBs) * 0.0010644475) - -1.2955256))),inf,inf,inf,inf,-inf,-inf,inf,inf,-0.054053377*DST - 0.0010644475*VBs*(0.008286956*DST + sqrt(P_dyn)) - 0.0010895097*VBs + sqrt(P_dyn) - 1.2955256
162,23,3.8062415,square(1.2497196 - (DST * 0.014898883)) + ((sqrt(P_dyn - ((DST * -0.006922892) - 1.1192377)) * ((-0.0011593658 * VBs) + 0.84094876)) + -2.9051511),0.0035196915435825,square(1.2497196 - (DST * 0.014898883)) + ((sqrt(P_dyn - ((DST * -0.006922892) - 1.1192377)) * ((-0.0011593658 * VBs) + 0.84094876)) + -2.9051511),inf,inf,inf,inf,-inf,-inf,inf,inf,(0.84094876 - 0.0011593658*VBs)*sqrt(0.006922892*DST + P_dyn + 1.1192377) + square(1.2497196 - 0.014898883*DST) - 2.9051511
163,28,3.8062758,square(((DST + ((VBs / 0.954545) * -0.005162023)) * (0.98749286 * 0.016347332)) - 0.90664357) + ((((VBs * -0.0011921268) + 0.9533392) * (sqrt(P_dyn) + neg(-0.53924555))) + -2.3251083),6.305373991298943e-07,square(((DST + ((VBs / 0.954545) * -0.005162023)) * (0.98749286 * 0.016347332)) - 0.90664357) + ((((VBs * -0.0011921268) + 0.9533392) * (sqrt(P_dyn) + neg(-0.53924555))) + -2.3251083),inf,inf,inf,inf,-inf,-inf,inf,inf,(0.9533392 - 0.0011921268*VBs)*(neg(-0.53924555) + sqrt(P_dyn)) + square(0.0161428736300495*DST - 8.7298016295103e-5*VBs - 0.90664357) - 2.3251083
164,27,3.8062782,square((((((VBs / 0.954545) * -0.005162023) + DST) * 0.98749286) * 0.016347332) - 0.90664357) + ((((VBs * -0.0011921268) + 0.9533392) * (sqrt(P_dyn) + 0.5154827)) + -2.3251083),3.551900065742131e-05,square((((((VBs / 0.954545) * -0.005162023) + DST) * 0.98749286) * 0.016347332) - 0.90664357) + ((((VBs * -0.0011921268) + 0.9533392) * (sqrt(P_dyn) + 0.5154827)) + -2.3251083),inf,inf,inf,inf,-inf,-inf,inf,inf,(0.9533392 - 0.0011921268*VBs)*(sqrt(P_dyn) + 0.5154827) + square(0.0161428736300495*DST - 8.7298016295103e-5*VBs - 0.90664357) - 2.3251083
165,24,3.8063543,(((DST - P_dyn) * -0.020292275) - ((VBs + square(P_dyn)) / (1102.4672 - ((square(DST) * -0.08932709) / P_dyn)))) * (sqrt(P_dyn) + 1.2185377),0.000281936105133,(((DST - P_dyn) * -0.020292275) - ((VBs + square(P_dyn)) / (1102.4672 - ((square(DST) * -0.08932709) / P_dyn)))) * (sqrt(P_dyn) + 1.2185377),15.265188679245284,16.022150000000003,12.004301886792454,12.266849999999998,0.6985283018867923,0.727,17.151169811320752,18.881000000000004,(sqrt(P_dyn) + 1.2185377)*(-0.020292275*DST + 0.020292275*P_dyn - (VBs + square(P_dyn))/(1102.4672 + 0.08932709*square(DST)/P_dyn))
166,25,3.8065486,square(0.90664357 - (((VBs * -0.005162023) + (DST * 0.98749286)) * 0.016347332)) + ((((VBs * -0.0011921268) + 0.9533392) * (sqrt(P_dyn) + 0.5154827)) + -2.3251083),4.253106268877348e-05,square(0.90664357 - (((VBs * -0.005162023) + (DST * 0.98749286)) * 0.016347332)) + ((((VBs * -0.0011921268) + 0.9533392) * (sqrt(P_dyn) + 0.5154827)) + -2.3251083),inf,inf,inf,inf,-inf,-inf,inf,inf,(0.9533392 - 0.0011921268*VBs)*(sqrt(P_dyn) + 0.5154827) + square(-0.0161428736300495*DST + 8.4385303772636e-5*VBs + 0.90664357) - 2.3251083
