complexity,loss,equation,score,sympy_format,lambda_format,simulation,TEST_RMSE,TEST_MAE,TEST_R2,TEST_CC,TEST_BFE
20,3.818129,(sqrt(Np) * (((Vp + DST) * ((Bzsouth + 1.1389712) * -0.0010149719)) + 1.4584974)) - ((DST / 16.402863) + 2.321843),0.0006859256906359,(sqrt(Np) * (((Vp + DST) * ((Bzsouth + 1.1389712) * -0.0010149719)) + 1.4584974)) - ((DST / 16.402863) + 2.321843),PySRFunction(X=>(sqrt(Np) * (((Vp + DST) * ((Bzsouth + 1.1389712) * -0.0010149719)) + 1.4584974)) - ((DST / 16.402863) + 2.321843)),3,17.067756053177924,13.427051182923108,0.6871496738286077,0.9028987503136239,19.11894087615517
29,3.7935674,(DST + (((Vp + ((4.3335886 - sqrt(Np)) * DST)) * ((Bzsouth + 0.85373884) - (Np / Bmag))) * 0.044779934)) / ((-10.567681 - (54.477882 / Bmag)) - inv(Np)),0.0001689296117501,(DST + (((Vp + ((4.3335886 - sqrt(Np)) * DST)) * ((Bzsouth + 0.85373884) - (Np / Bmag))) * 0.044779934)) / ((-10.567681 - (54.477882 / Bmag)) - inv(Np)),PySRFunction(X=>(DST + (((Vp + ((4.3335886 - sqrt(Np)) * DST)) * ((Bzsouth + 0.85373884) - (Np / Bmag))) * 0.044779934)) / ((-10.567681 - (54.477882 / Bmag)) - inv(Np))),15,17.121432349859628,12.837009483227575,0.7017324594278511,0.9145085134747765,19.31469719901937
22,3.8195574,((((-0.017263466 - (Bzsouth * (sqrt(Np) * 0.006297988))) * ((DST * 0.55438745) + Vp)) + Np) - (DST * 0.43356353)) / 6.6275773,0.0010365199577939,((((-0.017263466 - (Bzsouth * (sqrt(Np) * 0.006297988))) * ((DST * 0.55438745) + Vp)) + Np) - (DST * 0.43356353)) / 6.6275773,PySRFunction(X=>((((-0.017263466 - (Bzsouth * (sqrt(Np) * 0.006297988))) * ((DST * 0.55438745) + Vp)) + Np) - (DST * 0.43356353)) / 6.6275773),16,17.126443729658778,12.767693029029918,0.7338450571285028,0.9169582784550515,20.728348522805028
26,3.7949903,(DST + (((Vp + ((4.3335886 - sqrt(Np)) * DST)) * ((Bzsouth + 0.85373884) - (Np / Bmag))) * 0.044779934)) / (-10.605545 - (54.23416 / Bmag)),0.0012917982110714,(DST + (((Vp + ((4.3335886 - sqrt(Np)) * DST)) * ((Bzsouth + 0.85373884) - (Np / Bmag))) * 0.044779934)) / (-10.605545 - (54.23416 / Bmag)),PySRFunction(X=>(DST + (((Vp + ((4.3335886 - sqrt(Np)) * DST)) * ((Bzsouth + 0.85373884) - (Np / Bmag))) * 0.044779934)) / (-10.605545 - (54.23416 / Bmag))),15,17.135969374957806,12.815796413979484,0.7035235042670032,0.9112376760051811,19.345718596971594
20,3.8184476,((((((Bzsouth + 0.9134918) * ((DST + Vp) * 0.01677179)) + -22.398436) * sqrt(Np)) + DST) * -0.060756877) + -2.308542,0.0006852277553748,((((((Bzsouth + 0.9134918) * ((DST + Vp) * 0.01677179)) + -22.398436) * sqrt(Np)) + DST) * -0.060756877) + -2.308542,PySRFunction(X=>((((((Bzsouth + 0.9134918) * ((DST + Vp) * 0.01677179)) + -22.398436) * sqrt(Np)) + DST) * -0.060756877) + -2.308542),12,17.14179064608841,13.50909675451155,0.6857614151460242,0.9022060051761066,19.142114505943372
30,3.8047452,((DST - (Np / 0.50610435)) * -0.05700501) - ((((Vp + (DST / sqrt((Np + 0.03913548) / Bmag))) + (Bmag + (Bzsouth * Np))) * (Bzsouth + 0.68669724)) * 0.0022875767),3.508653247072176e-05,((DST - (Np / 0.50610435)) * -0.05700501) - ((((Vp + (DST / sqrt((Np + 0.03913548) / Bmag))) + (Bmag + (Bzsouth * Np))) * (Bzsouth + 0.68669724)) * 0.0022875767),PySRFunction(X=>((DST - (Np / 0.50610435)) * -0.05700501) - ((((Vp + (DST / sqrt((Np + 0.03913548) / Bmag))) + (Bmag + (Bzsouth * Np))) * (Bzsouth + 0.68669724)) * 0.0022875767)),7,17.21612780959577,12.571284545179113,0.6993423059056243,0.8889427160853908,20.511010282206595
25,3.8122647,((DST - Np) * -0.057283793) - ((((Bzsouth + 0.4346577) * ((DST / sqrt(Np / Bmag)) + Vp)) + (square(Bzsouth) * Np)) * 0.0023060262),8.335904755806804e-05,((DST - Np) * -0.057283793) - ((((Bzsouth + 0.4346577) * ((DST / sqrt(Np / Bmag)) + Vp)) + (square(Bzsouth) * Np)) * 0.0023060262),PySRFunction(X=>((DST - Np) * -0.057283793) - ((((Bzsouth + 0.4346577) * ((DST / sqrt(Np / Bmag)) + Vp)) + (square(Bzsouth) * Np)) * 0.0023060262)),7,17.224711918433663,12.493147287376413,0.7026277296238794,0.8845599321796197,20.906597380185406
23,3.8237972,neg(((((Vp + (DST / sqrt(Np / Bmag))) + (Bzsouth * Np)) * Bzsouth) * 0.002391794) - ((DST - Np) * -0.051261432)),7.479448189284391e-06,neg(((((Vp + (DST / sqrt(Np / Bmag))) + (Bzsouth * Np)) * Bzsouth) * 0.002391794) - ((DST - Np) * -0.051261432)),PySRFunction(X=>neg(((((Vp + (DST / sqrt(Np / Bmag))) + (Bzsouth * Np)) * Bzsouth) * 0.002391794) - ((DST - Np) * -0.051261432))),7,17.235895644810217,12.40874677265502,0.704569799436178,0.8862721827919158,20.87003862851624
22,3.8238258,((((Vp + (DST / sqrt(Np / Bmag))) + (Bzsouth * Np)) * -0.0023961526) * Bzsouth) - ((DST - Np) * 0.051406782),0.0011489736377519,((((Vp + (DST / sqrt(Np / Bmag))) + (Bzsouth * Np)) * -0.0023961526) * Bzsouth) - ((DST - Np) * 0.051406782),PySRFunction(X=>((((Vp + (DST / sqrt(Np / Bmag))) + (Bzsouth * Np)) * -0.0023961526) * Bzsouth) - ((DST - Np) * 0.051406782)),7,17.23937448776272,12.414995019503774,0.7044018613336986,0.8861609900572839,20.870816603289487
11,3.926504,(DST / -16.9789) - (Bzsouth * ((DST + Vp) * 0.0026204018)),0.0026375448342171,(DST / -16.9789) - (Bzsouth * ((DST + Vp) * 0.0026204018)),PySRFunction(X=>(DST / -16.9789) - (Bzsouth * ((DST + Vp) * 0.0026204018))),5,17.24580855016595,13.118956541809188,0.7179295895803317,0.884667004033215,20.68339170628098
11,3.9265032,((Bzsouth * -0.002619928) * (Vp + DST)) - (DST * 0.058858473),0.0026371897586642,((Bzsouth * -0.002619928) * (Vp + DST)) - (DST * 0.058858473),PySRFunction(X=>((Bzsouth * -0.002619928) * (Vp + DST)) - (DST * 0.058858473)),12,17.248441800279178,13.120554267877719,0.7178999459131611,0.8846865200409427,20.68520930051901
11,3.9265032,(((Vp + DST) * Bzsouth) * -0.0026193536) + (DST * -0.058843177),0.0026389424177051,(((Vp + DST) * Bzsouth) * -0.0026193536) + (DST * -0.058843177),PySRFunction(X=>(((Vp + DST) * Bzsouth) * -0.0026193536) + (DST * -0.058843177)),7,17.24914960604574,13.12055400982375,0.7178983825169788,0.8846926349379569,20.68689418898285
11,3.9265032,((Bzsouth * (Vp + DST)) * -0.0026182963) + (DST * -0.058827013),0.0026371897586642,((Bzsouth * (Vp + DST)) * -0.0026182963) + (DST * -0.058827013),PySRFunction(X=>((Bzsouth * (Vp + DST)) * -0.0026182963) + (DST * -0.058827013)),4,17.24948747025251,13.119801972475837,0.7179088984216183,0.8846970987369864,20.689794390204156
11,3.9265032,(((Bzsouth * -0.04452747) * (DST + Vp)) - DST) * 0.05885157,0.0026371135560275,(((Bzsouth * -0.04452747) * (DST + Vp)) - DST) * 0.05885157,PySRFunction(X=>(((Bzsouth * -0.04452747) * (DST + Vp)) - DST) * 0.05885157),16,17.249536490390582,13.12196946019947,0.7178762083690569,0.8846929926217617,20.684012753419296
11,3.926503,(Bzsouth * ((DST + Vp) * -0.0026193375)) - (DST / 16.997396),0.0026378503154564,(Bzsouth * ((DST + Vp) * -0.0026193375)) - (DST / 16.997396),PySRFunction(X=>(Bzsouth * ((DST + Vp) * -0.0026193375)) - (DST / 16.997396)),2,17.24999430743948,13.121193157674707,0.7178868308295171,0.884698571613564,20.68711260285861
11,3.9265027,((Bzsouth * -0.0026190195) * (DST + Vp)) + (DST / -16.999104),0.0026371138913946,((Bzsouth * -0.0026190195) * (DST + Vp)) + (DST / -16.999104),PySRFunction(X=>((Bzsouth * -0.0026190195) * (DST + Vp)) + (DST / -16.999104)),15,17.250180216907076,13.1210327290129,0.717888831337446,0.8847005066340612,20.68800249928166
11,3.926503,(DST - (((Vp + DST) * -0.044525195) * Bzsouth)) / -16.999172,0.0026369866857605,(DST - (((Vp + DST) * -0.044525195) * Bzsouth)) / -16.999172,PySRFunction(X=>(DST - (((Vp + DST) * -0.044525195) * Bzsouth)) / -16.999172),3,17.250417565539742,13.121445050881007,0.7178820808348589,0.884701685511361,20.687442952951677
11,3.9265027,((DST + Vp) * (Bzsouth * -0.0026192714)) - (DST * 0.058823813),0.0026372408958019,((DST + Vp) * (Bzsouth * -0.0026192714)) - (DST * 0.058823813),PySRFunction(X=>((DST + Vp) * (Bzsouth * -0.0026192714)) - (DST * 0.058823813)),13,17.25064035773575,13.121632899890788,0.7178787477916652,0.8847032075058395,20.687473440237007
11,3.926503,(DST * -0.0588211) + ((Bzsouth * -0.0026200295) * (Vp + DST)),0.0026380535223353,(DST * -0.0588211) + ((Bzsouth * -0.0026200295) * (Vp + DST)),PySRFunction(X=>(DST * -0.0588211) + ((Bzsouth * -0.0026200295) * (Vp + DST))),10,17.25156392176276,13.123082068790598,0.7178547339265475,0.8847080793397264,20.68584152411126
11,3.9265032,(Bzsouth * ((DST + Vp) * -0.0026228176)) + (DST * -0.058825497),0.0026392472276596,(Bzsouth * ((DST + Vp) * -0.0026228176)) + (DST * -0.058825497),PySRFunction(X=>(Bzsouth * ((DST + Vp) * -0.0026228176)) + (DST * -0.058825497)),8,17.253840770438096,13.127511412811206,0.7177811204235736,0.8847178528472496,20.679495100942923
11,3.926504,(DST + ((Vp + DST) * (Bzsouth * 0.044593092))) * -0.058822285,0.0026367828080148,(DST + ((Vp + DST) * (Bzsouth * 0.044593092))) * -0.058822285,PySRFunction(X=>(DST + ((Vp + DST) * (Bzsouth * 0.044593092))) * -0.058822285),6,17.254346456040842,13.12813961555672,0.7177701011990241,0.8847207617753592,20.67901811577678
11,3.9265118,(DST * -0.058829583) - ((Vp + DST) * (Bzsouth * 0.002630866)),0.00264178152849,(DST * -0.058829583) - ((Vp + DST) * (Bzsouth * 0.002630866)),PySRFunction(X=>(DST * -0.058829583) - ((Vp + DST) * (Bzsouth * 0.002630866))),9,17.26155696932199,13.141150012915896,0.7175429796645246,0.8847506454380311,20.661864858457854
24,3.8125825,((DST - Np) * -0.057283793) - (((Bzsouth + 0.4346577) * (((DST / sqrt(Np / Bmag)) + Vp) + (Bzsouth * Np))) * 0.0023060262),0.002937179266362,((DST - Np) * -0.057283793) - (((Bzsouth + 0.4346577) * (((DST / sqrt(Np / Bmag)) + Vp) + (Bzsouth * Np))) * 0.0023060262),PySRFunction(X=>((DST - Np) * -0.057283793) - (((Bzsouth + 0.4346577) * (((DST / sqrt(Np / Bmag)) + Vp) + (Bzsouth * Np))) * 0.0023060262)),7,17.26377008054887,12.521132586213735,0.7020948075536809,0.8846127114066306,20.916758172635674
22,3.8237712,(((Vp + (Bzsouth * Np)) + (sqrt(Bmag / Np) * DST)) * (Bzsouth * -0.002390262)) + ((DST - Np) * -0.05035695),0.0011640885297215,(((Vp + (Bzsouth * Np)) + (sqrt(Bmag / Np) * DST)) * (Bzsouth * -0.002390262)) + ((DST - Np) * -0.05035695),PySRFunction(X=>(((Vp + (Bzsouth * Np)) + (sqrt(Bmag / Np) * DST)) * (Bzsouth * -0.002390262)) + ((DST - Np) * -0.05035695)),8,17.265488310383326,12.406181816731046,0.7048361870439763,0.8867478549525861,20.864690970400243
24,3.8125722,((DST - Np) * -0.057405937) + ((((Vp + (Bzsouth * Np)) + (DST * sqrt(Bmag / Np))) * (Bzsouth - -0.4108022)) * -0.0023443294),0.0014665406519979,((DST - Np) * -0.057405937) + ((((Vp + (Bzsouth * Np)) + (DST * sqrt(Bmag / Np))) * (Bzsouth - -0.4108022)) * -0.0023443294),PySRFunction(X=>((DST - Np) * -0.057405937) + ((((Vp + (Bzsouth * Np)) + (DST * sqrt(Bmag / Np))) * (Bzsouth - -0.4108022)) * -0.0023443294)),8,17.29482685223001,12.545905465640445,0.701755150708912,0.8841808250657877,20.891793258600565
28,3.8050122,((DST - (Np / 0.50610435)) * -0.05700501) - (((Vp + ((DST / sqrt(Np / Bmag)) + (Bmag + (Bzsouth * Np)))) * (Bzsouth + 0.68669724)) * 0.0022875767),0.0002157871655541,((DST - (Np / 0.50610435)) * -0.05700501) - (((Vp + ((DST / sqrt(Np / Bmag)) + (Bmag + (Bzsouth * Np)))) * (Bzsouth + 0.68669724)) * 0.0022875767),PySRFunction(X=>((DST - (Np / 0.50610435)) * -0.05700501) - (((Vp + ((DST / sqrt(Np / Bmag)) + (Bmag + (Bzsouth * Np)))) * (Bzsouth + 0.68669724)) * 0.0022875767)),7,17.341878263161917,12.60721883625899,0.6946879066611162,0.8837060969837761,20.734931927202915
30,3.8079345,-1.0949633 + (-0.06491945 * (((Np + ((0.0120595135 - (Np * -0.0008245459)) * ((((Np - (DST / sqrt(Np * 0.29611668))) * 1.5139264) - Vp) * Bzsouth))) / -0.41638148) + DST)),0.0001331253225223,-1.0949633 + (-0.06491945 * (((Np + ((0.0120595135 - (Np * -0.0008245459)) * ((((Np - (DST / sqrt(Np * 0.29611668))) * 1.5139264) - Vp) * Bzsouth))) / -0.41638148) + DST)),PySRFunction(X=>-1.0949633 + (-0.06491945 * (((Np + ((0.0120595135 - (Np * -0.0008245459)) * ((((Np - (DST / sqrt(Np * 0.29611668))) * 1.5139264) - Vp) * Bzsouth))) / -0.41638148) + DST))),12,17.343981295156674,13.380138020503233,0.6944044342899712,0.898167555607035,20.499499029617205
24,3.8122346,((DST - Np) + (((DST / sqrt(Np / Bmag)) + (Vp + (Bzsouth * Np))) * (0.039009616 * (Bzsouth + 0.5006689)))) * -0.0597664,0.0005185343577778,((DST - Np) + (((DST / sqrt(Np / Bmag)) + (Vp + (Bzsouth * Np))) * (0.039009616 * (Bzsouth + 0.5006689)))) * -0.0597664,PySRFunction(X=>((DST - Np) + (((DST / sqrt(Np / Bmag)) + (Vp + (Bzsouth * Np))) * (0.039009616 * (Bzsouth + 0.5006689)))) * -0.0597664),6,17.348685217597446,12.657252762511591,0.6990258958700383,0.8828268730938958,21.014939291796757
30,3.8041306,((((Vp + (((DST + (Vp * 0.011505068)) / sqrt(Np / Bmag)) + (Np * Bzsouth))) * ((Bzsouth + 0.6831873) * 0.040499095)) + DST) - (Np + Np)) * -0.05831824,7.055239690763662e-05,((((Vp + (((DST + (Vp * 0.011505068)) / sqrt(Np / Bmag)) + (Np * Bzsouth))) * ((Bzsouth + 0.6831873) * 0.040499095)) + DST) - (Np + Np)) * -0.05831824,PySRFunction(X=>((((Vp + (((DST + (Vp * 0.011505068)) / sqrt(Np / Bmag)) + (Np * Bzsouth))) * ((Bzsouth + 0.6831873) * 0.040499095)) + DST) - (Np + Np)) * -0.05831824),6,17.354269410420905,12.697951971325267,0.6921445958587211,0.8837159073869056,20.62474210437269
15,3.8676262,(DST * -0.055553485) - ((Bzsouth * (Vp + (DST + (Bzsouth * Np)))) * 0.0020773702),0.0003803418797898,(DST * -0.055553485) - ((Bzsouth * (Vp + (DST + (Bzsouth * Np)))) * 0.0020773702),PySRFunction(X=>(DST * -0.055553485) - ((Bzsouth * (Vp + (DST + (Bzsouth * Np)))) * 0.0020773702)),7,17.35592055615996,12.94556410220218,0.7386378948965387,0.9021033546735602,20.38984999856718
30,3.8038595,((DST - (Np * 1.8461952)) * -0.057646163) + ((Bzsouth - -0.64244246) * (-0.0024093296 * ((sqrt(Bmag / Np) * DST) + (Vp + ((Np + 0.86304104) * (-1.671706 + Bzsouth)))))),8.309635695075422e-05,((DST - (Np * 1.8461952)) * -0.057646163) + ((Bzsouth - -0.64244246) * (-0.0024093296 * ((sqrt(Bmag / Np) * DST) + (Vp + ((Np + 0.86304104) * (-1.671706 + Bzsouth)))))),PySRFunction(X=>((DST - (Np * 1.8461952)) * -0.057646163) + ((Bzsouth - -0.64244246) * (-0.0024093296 * ((sqrt(Bmag / Np) * DST) + (Vp + ((Np + 0.86304104) * (-1.671706 + Bzsouth))))))),8,17.359512206785382,12.639171780025842,0.6916521777566584,0.8803603143261279,20.79796197105135
29,3.804399,(((((Np * square(Bzsouth)) + ((((DST + 5.0280237) / sqrt(Np / Bmag)) + Vp) * (Bzsouth + 0.6888091))) * 0.040499095) + DST) - (Np + Np)) * -0.05831824,3.711424058066723e-05,(((((Np * square(Bzsouth)) + ((((DST + 5.0280237) / sqrt(Np / Bmag)) + Vp) * (Bzsouth + 0.6888091))) * 0.040499095) + DST) - (Np + Np)) * -0.05831824,PySRFunction(X=>(((((Np * square(Bzsouth)) + ((((DST + 5.0280237) / sqrt(Np / Bmag)) + Vp) * (Bzsouth + 0.6888091))) * 0.040499095) + DST) - (Np + Np)) * -0.05831824),6,17.371562747138086,12.719929324308989,0.6899081157629582,0.8822906916054329,20.77651314829182
26,3.8066547,((DST - (Np / 0.5325926)) * -0.05700501) - (((Vp + ((DST / sqrt(Np / Bmag)) + (Bzsouth * Np))) * (Bzsouth + 0.6891105)) * 0.0022875767),0.0014726500489993,((DST - (Np / 0.5325926)) * -0.05700501) - (((Vp + ((DST / sqrt(Np / Bmag)) + (Bzsouth * Np))) * (Bzsouth + 0.6891105)) * 0.0022875767),PySRFunction(X=>((DST - (Np / 0.5325926)) * -0.05700501) - (((Vp + ((DST / sqrt(Np / Bmag)) + (Bzsouth * Np))) * (Bzsouth + 0.6891105)) * 0.0022875767)),7,17.38509211667234,12.611575547518289,0.6916118604181692,0.8814060853906082,21.056387457578555
28,3.8045402,((((((Np * Bzsouth) + (((DST + 5.0280237) / sqrt(Np / Bmag)) + Vp)) * (Bzsouth + 0.6888091)) * 0.040499095) + DST) - (Np + Np)) * -0.05831824,9.889835985283752e-05,((((((Np * Bzsouth) + (((DST + 5.0280237) / sqrt(Np / Bmag)) + Vp)) * (Bzsouth + 0.6888091)) * 0.040499095) + DST) - (Np + Np)) * -0.05831824,PySRFunction(X=>((((((Np * Bzsouth) + (((DST + 5.0280237) / sqrt(Np / Bmag)) + Vp)) * (Bzsouth + 0.6888091)) * 0.040499095) + DST) - (Np + Np)) * -0.05831824),6,17.399118465714466,12.740831996655547,0.6907180996505716,0.8831252115275587,20.67217827385054
28,3.8047135,((DST - (Np * 1.8461952)) * -0.057907775) + (((Bzsouth - -0.64244246) * -0.0024093296) * ((sqrt(Bmag / Np) * DST) + (Vp + (Np * (-1.1599557 + Bzsouth))))),7.926381176033095e-05,((DST - (Np * 1.8461952)) * -0.057907775) + (((Bzsouth - -0.64244246) * -0.0024093296) * ((sqrt(Bmag / Np) * DST) + (Vp + (Np * (-1.1599557 + Bzsouth))))),PySRFunction(X=>((DST - (Np * 1.8461952)) * -0.057907775) + (((Bzsouth - -0.64244246) * -0.0024093296) * ((sqrt(Bmag / Np) * DST) + (Vp + (Np * (-1.1599557 + Bzsouth)))))),8,17.41182093240313,12.66683043620747,0.6902403262795992,0.879288459163253,20.949594373211866
28,3.8089485,((DST + ((Np + ((0.0120595135 - (Np * -0.0008245459)) * (((Np - (DST / (sqrt(Np) * 0.35646927))) - Vp) * Bzsouth))) / -0.41638148)) * -0.06491945) + -1.0949633,0.0007495322663543,((DST + ((Np + ((0.0120595135 - (Np * -0.0008245459)) * (((Np - (DST / (sqrt(Np) * 0.35646927))) - Vp) * Bzsouth))) / -0.41638148)) * -0.06491945) + -1.0949633,PySRFunction(X=>((DST + ((Np + ((0.0120595135 - (Np * -0.0008245459)) * (((Np - (DST / (sqrt(Np) * 0.35646927))) - Vp) * Bzsouth))) / -0.41638148)) * -0.06491945) + -1.0949633),12,17.425495483435938,13.4275826451623,0.6949026220960289,0.8987216169903816,20.451101890485315
11,3.9237604,(DST * -0.059989534) - (Bzsouth * (Vp / (367.22745 - DST))),0.003336019671889,(DST * -0.059989534) - (Bzsouth * (Vp / (367.22745 - DST))),PySRFunction(X=>(DST * -0.059989534) - (Bzsouth * (Vp / (367.22745 - DST)))),11,17.43887262069804,13.266685029429306,0.7130680861674467,0.8832606867719516,20.54058434860305
26,3.8053167,(((DST * sqrt(Bmag / Np)) + ((Bzsouth * Np) + Vp)) * ((Bzsouth - -0.6548315) * -0.0023896703)) + ((DST - (Np * 1.9410938)) * -0.057907775),0.0009524295102116,(((DST * sqrt(Bmag / Np)) + ((Bzsouth * Np) + Vp)) * ((Bzsouth - -0.6548315) * -0.0023896703)) + ((DST - (Np * 1.9410938)) * -0.057907775),PySRFunction(X=>(((DST * sqrt(Bmag / Np)) + ((Bzsouth * Np) + Vp)) * ((Bzsouth - -0.6548315) * -0.0023896703)) + ((DST - (Np * 1.9410938)) * -0.057907775)),8,17.441815608398237,12.673523084561184,0.6912545733673603,0.8801352605663911,20.870515553392938
30,3.7929,(DST + ((((Bzsouth + 0.85373884) - (Np / Bmag)) * 0.044779934) * (((4.3335886 - sqrt(Np)) * DST) + Vp))) / ((-10.567681 - (54.477882 / Bmag)) - inv(square(Np))),0.0001759448677581,(DST + ((((Bzsouth + 0.85373884) - (Np / Bmag)) * 0.044779934) * (((4.3335886 - sqrt(Np)) * DST) + Vp))) / ((-10.567681 - (54.477882 / Bmag)) - inv(square(Np))),PySRFunction(X=>(DST + ((((Bzsouth + 0.85373884) - (Np / Bmag)) * 0.044779934) * (((4.3335886 - sqrt(Np)) * DST) + Vp))) / ((-10.567681 - (54.477882 / Bmag)) - inv(square(Np)))),15,17.442361148812534,13.26774744744598,0.6861625058106884,0.9128440569796352,19.569003903733496
26,3.8052928,-0.058382656 * ((((Bzsouth + 0.6877242) * ((DST / sqrt(Np / Bmag)) + ((Np * Bzsouth) + Vp))) * 0.040499095) + (DST - (Np * 1.9212909))),0.0017152160477944,-0.058382656 * ((((Bzsouth + 0.6877242) * ((DST / sqrt(Np / Bmag)) + ((Np * Bzsouth) + Vp))) * 0.040499095) + (DST - (Np * 1.9212909))),PySRFunction(X=>-0.058382656 * ((((Bzsouth + 0.6877242) * ((DST / sqrt(Np / Bmag)) + ((Np * Bzsouth) + Vp))) * 0.040499095) + (DST - (Np * 1.9212909)))),6,17.444606918254166,12.690573464755278,0.6904349883155139,0.8799485574410264,20.957945045041445
17,3.8332417,(Vp * (DST + (((Bzsouth + -2.1597538) * (Np + 10.323508)) - (Vp * -0.08036314)))) * -0.00012838747,0.0049513534889538,(Vp * (DST + (((Bzsouth + -2.1597538) * (Np + 10.323508)) - (Vp * -0.08036314)))) * -0.00012838747,PySRFunction(X=>(Vp * (DST + (((Bzsouth + -2.1597538) * (Np + 10.323508)) - (Vp * -0.08036314)))) * -0.00012838747),14,17.49054368788084,13.067969532906307,0.7298672204255923,0.9202912884583799,20.604211088215514
21,3.8248787,((Vp * ((((DST / Np) * -0.00029205854) - 0.039443295) * Bzsouth)) - DST) / (46.644115 / sqrt(sqrt(Bmag * Np))),0.0011080484968159,((Vp * ((((DST / Np) * -0.00029205854) - 0.039443295) * Bzsouth)) - DST) / (46.644115 / sqrt(sqrt(Bmag * Np))),PySRFunction(X=>((Vp * ((((DST / Np) * -0.00029205854) - 0.039443295) * Bzsouth)) - DST) / (46.644115 / sqrt(sqrt(Bmag * Np)))),2,17.564391495896224,12.881760075294718,0.6856814254829338,0.872374778830121,21.359263968240107
20,3.8375633,(DST * -0.05346902) - ((Bzsouth * ((Vp + (DST / sqrt(Np / Bmag))) + (Np * Bzsouth))) * 0.002287577),0.0001584734275272,(DST * -0.05346902) - ((Bzsouth * ((Vp + (DST / sqrt(Np / Bmag))) + (Np * Bzsouth))) * 0.002287577),PySRFunction(X=>(DST * -0.05346902) - ((Bzsouth * ((Vp + (DST / sqrt(Np / Bmag))) + (Np * Bzsouth))) * 0.002287577)),7,17.565644292158346,12.750423658699365,0.6928915658035735,0.8809950895015903,21.24435864799819
23,3.7956758,((DST * -0.068679936) + -2.7448597) + (((square(Vp * 0.0012337118) * Bzsouth) - 0.78754276) * ((-0.007035051 * DST) - (sqrt(Np) + 0.78754276))),0.0018313816060773,((DST * -0.068679936) + -2.7448597) + (((square(Vp * 0.0012337118) * Bzsouth) - 0.78754276) * ((-0.007035051 * DST) - (sqrt(Np) + 0.78754276))),PySRFunction(X=>((DST * -0.068679936) + -2.7448597) + (((square(Vp * 0.0012337118) * Bzsouth) - 0.78754276) * ((-0.007035051 * DST) - (sqrt(Np) + 0.78754276)))),4,17.649542495971183,13.872058282870274,0.6573359078040499,0.9013242671651355,21.200756532423718
21,3.8172889,((((sqrt(Np) * ((((Vp + DST) * 0.02141898) - 1.9995602) * Bzsouth)) + DST) * -0.060568735) + sqrt(Np)) - 2.421134,0.0006587061485339,((((sqrt(Np) * ((((Vp + DST) * 0.02141898) - 1.9995602) * Bzsouth)) + DST) * -0.060568735) + sqrt(Np)) - 2.421134,PySRFunction(X=>((((sqrt(Np) * ((((Vp + DST) * 0.02141898) - 1.9995602) * Bzsouth)) + DST) * -0.060568735) + sqrt(Np)) - 2.421134),5,17.749414818542295,14.179960291868838,0.6531010042262425,0.8908431459193842,19.747240841796877
19,3.8237028,sqrt(Np + 1.7526187) - ((Vp * 0.0008717404) * (((sqrt(Np) * Bzsouth) - (DST * -0.14833282)) + 7.342624)),0.0002233199914475,sqrt(Np + 1.7526187) - ((Vp * 0.0008717404) * (((sqrt(Np) * Bzsouth) - (DST * -0.14833282)) + 7.342624)),PySRFunction(X=>sqrt(Np + 1.7526187) - ((Vp * 0.0008717404) * (((sqrt(Np) * Bzsouth) - (DST * -0.14833282)) + 7.342624))),1,17.780009789927693,13.683403928759947,0.6980919276030109,0.9118259185999097,20.81816931608848
20,3.8176548,(-2.4671552 - ((((Bzsouth * 0.0012713977) * (DST + (Vp + -83.105995))) - 1.0250055) * sqrt(Np))) + (DST * -0.060740408),0.0007482241872132,(-2.4671552 - ((((Bzsouth * 0.0012713977) * (DST + (Vp + -83.105995))) - 1.0250055) * sqrt(Np))) + (DST * -0.060740408),PySRFunction(X=>(-2.4671552 - ((((Bzsouth * 0.0012713977) * (DST + (Vp + -83.105995))) - 1.0250055) * sqrt(Np))) + (DST * -0.060740408)),4,17.856409671189475,14.28988465389607,0.6491270053853103,0.8894237706315453,19.708564516643573
23,3.8237143,(Np / 8.047065) + (((((Bzsouth * (Np + 10.323508)) - (Vp * -0.05883863)) + -11.020925) + DST) * ((Vp + -115.861435) * -0.00016169772)),0.0002240120534121,(Np / 8.047065) + (((((Bzsouth * (Np + 10.323508)) - (Vp * -0.05883863)) + -11.020925) + DST) * ((Vp + -115.861435) * -0.00016169772)),PySRFunction(X=>(Np / 8.047065) + (((((Bzsouth * (Np + 10.323508)) - (Vp * -0.05883863)) + -11.020925) + DST) * ((Vp + -115.861435) * -0.00016169772))),14,17.916172992795005,13.54537542402044,0.7223908266659318,0.9177675891075111,21.33532318798205
