complexity,loss,equation,score,sympy_format,lambda_format,simulation
27,3.704695,((sqrt(P_dyn) + 1.9020432) * ((((((DST * (VBs * -0.011704613)) / (-1.0271935 - P_dyn)) + VBs) + square(P_dyn)) * -0.0504152) - (DST - P_dyn))) / 63.62666,0.0003809388515978,((sqrt(P_dyn) + 1.9020432) * ((((((DST * (VBs * -0.011704613)) / (-1.0271935 - P_dyn)) + VBs) + square(P_dyn)) * -0.0504152) - (DST - P_dyn))) / 63.62666,PySRFunction(X=>((sqrt(P_dyn) + 1.9020432) * ((((((DST * (VBs * -0.011704613)) / (-1.0271935 - P_dyn)) + VBs) + square(P_dyn)) * -0.0504152) - (DST - P_dyn))) / 63.62666),23
30,3.7047205,(VBs - (square(DST * -0.2894156) + ((DST / -0.05118372) - ((P_dyn - ((-0.05118372 * DST) * inv(sqrt(P_dyn / 1.5905976)))) * ((VBs * 0.073870406) + -76.28426))))) * -0.0021231943,0.0002516290738127,(VBs - (square(DST * -0.2894156) + ((DST / -0.05118372) - ((P_dyn - ((-0.05118372 * DST) * inv(sqrt(P_dyn / 1.5905976)))) * ((VBs * 0.073870406) + -76.28426))))) * -0.0021231943,PySRFunction(X=>(VBs - (square(DST * -0.2894156) + ((DST / -0.05118372) - ((P_dyn - ((-0.05118372 * DST) * inv(sqrt(P_dyn / 1.5905976)))) * ((VBs * 0.073870406) + -76.28426))))) * -0.0021231943),26
27,3.7047737,((VBs * neg(DST / square(square(P_dyn) + 49.059563))) - ((VBs + ((DST - P_dyn) * 19.294664)) / (sqrt(98.60699 / P_dyn) + 5.501242))) * 0.03420384,0.0002270596152707,((VBs * neg(DST / square(square(P_dyn) + 49.059563))) - ((VBs + ((DST - P_dyn) * 19.294664)) / (sqrt(98.60699 / P_dyn) + 5.501242))) * 0.03420384,PySRFunction(X=>((VBs * neg(DST / square(square(P_dyn) + 49.059563))) - ((VBs + ((DST - P_dyn) * 19.294664)) / (sqrt(98.60699 / P_dyn) + 5.501242))) * 0.03420384),17
24,3.7048512,(((0.0010247015 * VBs) + (((((VBs * 1.2528575e-5) / (P_dyn + 0.9606409)) + 0.018693052) * DST) + -0.5441888)) * (-1.1740391 - sqrt(P_dyn))) - 1.1576672,0.0006105827481643,(((0.0010247015 * VBs) + (((((VBs * 1.2528575e-5) / (P_dyn + 0.9606409)) + 0.018693052) * DST) + -0.5441888)) * (-1.1740391 - sqrt(P_dyn))) - 1.1576672,PySRFunction(X=>(((0.0010247015 * VBs) + (((((VBs * 1.2528575e-5) / (P_dyn + 0.9606409)) + 0.018693052) * DST) + -0.5441888)) * (-1.1740391 - sqrt(P_dyn))) - 1.1576672),87
23,3.7048917,((VBs * 0.03757358) + (DST - ((2.5518646 - (VBs * 0.0018200907)) * ((DST * (0.29096395 / (P_dyn + 1.079114))) + P_dyn)))) * -0.06922243,0.0007053858182485,((VBs * 0.03757358) + (DST - ((2.5518646 - (VBs * 0.0018200907)) * ((DST * (0.29096395 / (P_dyn + 1.079114))) + P_dyn)))) * -0.06922243,PySRFunction(X=>((VBs * 0.03757358) + (DST - ((2.5518646 - (VBs * 0.0018200907)) * ((DST * (0.29096395 / (P_dyn + 1.079114))) + P_dyn)))) * -0.06922243),12
29,3.705033,(((DST * (VBs * 0.0076791635)) / (P_dyn + 2.1108036)) - (((VBs * 0.052404985) + (DST - sqrt(P_dyn / 0.16506544))) / (-0.36394635 / (sqrt(P_dyn) + 1.8924783)))) * -0.0055931015,0.0002019816900102,(((DST * (VBs * 0.0076791635)) / (P_dyn + 2.1108036)) - (((VBs * 0.052404985) + (DST - sqrt(P_dyn / 0.16506544))) / (-0.36394635 / (sqrt(P_dyn) + 1.8924783)))) * -0.0055931015,PySRFunction(X=>(((DST * (VBs * 0.0076791635)) / (P_dyn + 2.1108036)) - (((VBs * 0.052404985) + (DST - sqrt(P_dyn / 0.16506544))) / (-0.36394635 / (sqrt(P_dyn) + 1.8924783)))) * -0.0055931015),8
24,3.7050843,(((DST + (((VBs * 0.002290264) + -3.0770035) * (P_dyn + ((0.08950667 / sqrt(P_dyn)) * DST)))) * -0.06847256) + -0.30921552) - (VBs * 0.0023868454),0.0004071663330226,(((DST + (((VBs * 0.002290264) + -3.0770035) * (P_dyn + ((0.08950667 / sqrt(P_dyn)) * DST)))) * -0.06847256) + -0.30921552) - (VBs * 0.0023868454),PySRFunction(X=>(((DST + (((VBs * 0.002290264) + -3.0770035) * (P_dyn + ((0.08950667 / sqrt(P_dyn)) * DST)))) * -0.06847256) + -0.30921552) - (VBs * 0.0023868454)),75
29,3.7052014,(((((((VBs * inv(P_dyn + 1.3808032)) - DST) * -3.9462575e-5) + -0.05302047) * DST) + -1.1914248) + (sqrt(P_dyn) - (VBs * (0.0026745684 - (P_dyn * -0.0001440614))))) / 1.0631777,0.0002560068992152,(((((((VBs * inv(P_dyn + 1.3808032)) - DST) * -3.9462575e-5) + -0.05302047) * DST) + -1.1914248) + (sqrt(P_dyn) - (VBs * (0.0026745684 - (P_dyn * -0.0001440614))))) / 1.0631777,PySRFunction(X=>(((((((VBs * inv(P_dyn + 1.3808032)) - DST) * -3.9462575e-5) + -0.05302047) * DST) + -1.1914248) + (sqrt(P_dyn) - (VBs * (0.0026745684 - (P_dyn * -0.0001440614))))) / 1.0631777),91
22,3.7052193,(VBs * ((DST * -0.0002568358) / (square(P_dyn) + 18.59658))) + ((VBs + (DST * 20.536156)) * (sqrt(sqrt(P_dyn)) * -0.002218688)),0.0006578552755775,(VBs * ((DST * -0.0002568358) / (square(P_dyn) + 18.59658))) + ((VBs + (DST * 20.536156)) * (sqrt(sqrt(P_dyn)) * -0.002218688)),PySRFunction(X=>(VBs * ((DST * -0.0002568358) / (square(P_dyn) + 18.59658))) + ((VBs + (DST * 20.536156)) * (sqrt(sqrt(P_dyn)) * -0.002218688))),2
30,3.7053368,(((((((((square(P_dyn) + DST) / (P_dyn + 1.6555761)) * -0.004160309) + -0.252616) * VBs) + (DST * -4.7370596)) * (0.015321728 / (P_dyn + 0.7443))) + 0.16584061) * P_dyn) - 0.13446644,8.155471244891728e-05,(((((((((square(P_dyn) + DST) / (P_dyn + 1.6555761)) * -0.004160309) + -0.252616) * VBs) + (DST * -4.7370596)) * (0.015321728 / (P_dyn + 0.7443))) + 0.16584061) * P_dyn) - 0.13446644,PySRFunction(X=>(((((((((square(P_dyn) + DST) / (P_dyn + 1.6555761)) * -0.004160309) + -0.252616) * VBs) + (DST * -4.7370596)) * (0.015321728 / (P_dyn + 0.7443))) + 0.16584061) * P_dyn) - 0.13446644),45
24,3.705343,(((sqrt(sqrt(P_dyn)) * DST) - P_dyn) * -0.045374252) - (((P_dyn - ((DST / sqrt(P_dyn)) * -0.10026333)) + 17.222536) * (VBs * 0.0001419419)),0.0003245744221217,(((sqrt(sqrt(P_dyn)) * DST) - P_dyn) * -0.045374252) - (((P_dyn - ((DST / sqrt(P_dyn)) * -0.10026333)) + 17.222536) * (VBs * 0.0001419419)),PySRFunction(X=>(((sqrt(sqrt(P_dyn)) * DST) - P_dyn) * -0.045374252) - (((P_dyn - ((DST / sqrt(P_dyn)) * -0.10026333)) + 17.222536) * (VBs * 0.0001419419))),71
30,3.7054012,((((P_dyn * 0.032590043) + 0.5531617) * -0.0044339416) * VBs) + ((P_dyn * 0.10584651) - (DST * ((((P_dyn - ((VBs - DST) * -0.0010888696)) / sqrt(P_dyn)) + 2.2947195) * 0.0133345))),4.674039202296192e-05,((((P_dyn * 0.032590043) + 0.5531617) * -0.0044339416) * VBs) + ((P_dyn * 0.10584651) - (DST * ((((P_dyn - ((VBs - DST) * -0.0010888696)) / sqrt(P_dyn)) + 2.2947195) * 0.0133345))),PySRFunction(X=>((((P_dyn * 0.032590043) + 0.5531617) * -0.0044339416) * VBs) + ((P_dyn * 0.10584651) - (DST * ((((P_dyn - ((VBs - DST) * -0.0010888696)) / sqrt(P_dyn)) + 2.2947195) * 0.0133345)))),34
30,3.7055504,(VBs * ((P_dyn + 13.570425) * -0.00016400426)) + ((((DST - (((VBs * 0.059943125) - 16.68251) / sqrt(P_dyn))) * -0.00016749099) - -0.03677926) * ((P_dyn * 3.6838057) - (DST + -0.72486234))),1.333126401913187e-05,(VBs * ((P_dyn + 13.570425) * -0.00016400426)) + ((((DST - (((VBs * 0.059943125) - 16.68251) / sqrt(P_dyn))) * -0.00016749099) - -0.03677926) * ((P_dyn * 3.6838057) - (DST + -0.72486234))),PySRFunction(X=>(VBs * ((P_dyn + 13.570425) * -0.00016400426)) + ((((DST - (((VBs * 0.059943125) - 16.68251) / sqrt(P_dyn))) * -0.00016749099) - -0.03677926) * ((P_dyn * 3.6838057) - (DST + -0.72486234)))),64
26,3.7055829,(((VBs + ((1.1610111 - square(DST * (-0.07404546 / (P_dyn + 1.5381502)))) * sqrt(epsilon))) + (DST / 0.04141169)) * -0.0007941723) * (sqrt(P_dyn) + 1.2180289),0.0002894388101617,(((VBs + ((1.1610111 - square(DST * (-0.07404546 / (P_dyn + 1.5381502)))) * sqrt(epsilon))) + (DST / 0.04141169)) * -0.0007941723) * (sqrt(P_dyn) + 1.2180289),PySRFunction(X=>(((VBs + ((1.1610111 - square(DST * (-0.07404546 / (P_dyn + 1.5381502)))) * sqrt(epsilon))) + (DST / 0.04141169)) * -0.0007941723) * (sqrt(P_dyn) + 1.2180289)),42
29,3.7055998,(VBs * ((P_dyn + 13.570425) * -0.00016400426)) + ((((P_dyn * 3.6838057) - DST) - inv(P_dyn)) * (((DST - ((VBs / sqrt(P_dyn)) * 0.059943125)) * -0.00016400426) - -0.03677926)),3.073679180052555e-05,(VBs * ((P_dyn + 13.570425) * -0.00016400426)) + ((((P_dyn * 3.6838057) - DST) - inv(P_dyn)) * (((DST - ((VBs / sqrt(P_dyn)) * 0.059943125)) * -0.00016400426) - -0.03677926)),PySRFunction(X=>(VBs * ((P_dyn + 13.570425) * -0.00016400426)) + ((((P_dyn * 3.6838057) - DST) - inv(P_dyn)) * (((DST - ((VBs / sqrt(P_dyn)) * 0.059943125)) * -0.00016400426) - -0.03677926))),64
26,3.705615,((P_dyn - (DST * (VBs / square(square(P_dyn) + 49.05953)))) - ((VBs + (DST * 19.294926)) / (sqrt(98.60701 / P_dyn) + 5.501302))) * 0.034222037,0.000207655190635,((P_dyn - (DST * (VBs / square(square(P_dyn) + 49.05953)))) - ((VBs + (DST * 19.294926)) / (sqrt(98.60701 / P_dyn) + 5.501302))) * 0.034222037,PySRFunction(X=>((P_dyn - (DST * (VBs / square(square(P_dyn) + 49.05953)))) - ((VBs + (DST * 19.294926)) / (sqrt(98.60701 / P_dyn) + 5.501302))) * 0.034222037),17
24,3.705638,(square((DST * 0.013156218) + -1.4789201) + (((VBs * -0.0009350809) + 0.37885088) * (square((DST * -0.0055807093) - 1.1359183) + sqrt(P_dyn)))) + -2.847751,0.0008110292868534,(square((DST * 0.013156218) + -1.4789201) + (((VBs * -0.0009350809) + 0.37885088) * (square((DST * -0.0055807093) - 1.1359183) + sqrt(P_dyn)))) + -2.847751,PySRFunction(X=>(square((DST * 0.013156218) + -1.4789201) + (((VBs * -0.0009350809) + 0.37885088) * (square((DST * -0.0055807093) - 1.1359183) + sqrt(P_dyn)))) + -2.847751),40
29,3.705639,((((DST * -4.7370596) + (((-0.004160309 * ((DST / (P_dyn + 1.6350121)) + P_dyn)) + -0.252616) * VBs)) * (0.015321728 / (P_dyn + 0.8890527))) + 0.12627241) * (P_dyn + 0.0721812),5.828784319631913e-05,((((DST * -4.7370596) + (((-0.004160309 * ((DST / (P_dyn + 1.6350121)) + P_dyn)) + -0.252616) * VBs)) * (0.015321728 / (P_dyn + 0.8890527))) + 0.12627241) * (P_dyn + 0.0721812),PySRFunction(X=>((((DST * -4.7370596) + (((-0.004160309 * ((DST / (P_dyn + 1.6350121)) + P_dyn)) + -0.252616) * VBs)) * (0.015321728 / (P_dyn + 0.8890527))) + 0.12627241) * (P_dyn + 0.0721812)),45
28,3.7057137,(((P_dyn + 13.570425) * -0.00016400426) * VBs) + ((((DST - (((VBs * 0.059943125) - 16.68251) / sqrt(P_dyn))) * -0.00016749099) - -0.03677926) * ((P_dyn * 3.6838057) - DST)),0.000149436055722,(((P_dyn + 13.570425) * -0.00016400426) * VBs) + ((((DST - (((VBs * 0.059943125) - 16.68251) / sqrt(P_dyn))) * -0.00016749099) - -0.03677926) * ((P_dyn * 3.6838057) - DST)),PySRFunction(X=>(((P_dyn + 13.570425) * -0.00016400426) * VBs) + ((((DST - (((VBs * 0.059943125) - 16.68251) / sqrt(P_dyn))) * -0.00016749099) - -0.03677926) * ((P_dyn * 3.6838057) - DST))),64
28,3.7057476,(P_dyn * 0.10428777) + (((VBs * ((P_dyn * 0.032810804) + 0.55223286)) * -0.0044231564) - (DST * ((((P_dyn - (VBs * -0.0010729796)) / sqrt(P_dyn)) + 2.3639627) * 0.013365381))),0.0001879294493618,(P_dyn * 0.10428777) + (((VBs * ((P_dyn * 0.032810804) + 0.55223286)) * -0.0044231564) - (DST * ((((P_dyn - (VBs * -0.0010729796)) / sqrt(P_dyn)) + 2.3639627) * 0.013365381))),PySRFunction(X=>(P_dyn * 0.10428777) + (((VBs * ((P_dyn * 0.032810804) + 0.55223286)) * -0.0044231564) - (DST * ((((P_dyn - (VBs * -0.0010729796)) / sqrt(P_dyn)) + 2.3639627) * 0.013365381)))),34
28,3.705855,(((((DST * -4.7370596) + ((((-0.004144307 * (square(P_dyn) + DST)) / (P_dyn + 1.6588708)) + -0.25194085) * VBs)) / (P_dyn + 0.7455143)) * 0.015280002) + 0.121882446) * P_dyn,0.0001165924761451,(((((DST * -4.7370596) + ((((-0.004144307 * (square(P_dyn) + DST)) / (P_dyn + 1.6588708)) + -0.25194085) * VBs)) / (P_dyn + 0.7455143)) * 0.015280002) + 0.121882446) * P_dyn,PySRFunction(X=>(((((DST * -4.7370596) + ((((-0.004144307 * (square(P_dyn) + DST)) / (P_dyn + 1.6588708)) + -0.25194085) * VBs)) / (P_dyn + 0.7455143)) * 0.015280002) + 0.121882446) * P_dyn),45
24,3.7058735,((sqrt(sqrt(P_dyn)) - (DST * (inv(P_dyn + 3.2438312) * -0.025276639))) * ((VBs * -0.0023146363) + 2.6214335)) + ((DST * -0.06667911) - 2.9126992),0.0013826581039957,((sqrt(sqrt(P_dyn)) - (DST * (inv(P_dyn + 3.2438312) * -0.025276639))) * ((VBs * -0.0023146363) + 2.6214335)) + ((DST * -0.06667911) - 2.9126992),PySRFunction(X=>((sqrt(sqrt(P_dyn)) - (DST * (inv(P_dyn + 3.2438312) * -0.025276639))) * ((VBs * -0.0023146363) + 2.6214335)) + ((DST * -0.06667911) - 2.9126992)),93
23,3.7058966,((-2.2335193 - sqrt(P_dyn)) * 0.014304165) * (DST - ((((-0.0006565196 / (square(P_dyn * -0.4529814) + 1.891367)) * DST) - 0.051019836) * VBs)),0.0006442518523744,((-2.2335193 - sqrt(P_dyn)) * 0.014304165) * (DST - ((((-0.0006565196 / (square(P_dyn * -0.4529814) + 1.891367)) * DST) - 0.051019836) * VBs)),PySRFunction(X=>((-2.2335193 - sqrt(P_dyn)) * 0.014304165) * (DST - ((((-0.0006565196 / (square(P_dyn * -0.4529814) + 1.891367)) * DST) - 0.051019836) * VBs))),36
29,3.7060494,((DST - (P_dyn / 0.20376772)) * -0.039687827) - (((((((((DST * -0.069381654) / sqrt(P_dyn)) - P_dyn) * VBs) + square(DST)) * -0.069381654) + VBs) * 0.0022220595) + 0.18880329),0.00026964845197,((DST - (P_dyn / 0.20376772)) * -0.039687827) - (((((((((DST * -0.069381654) / sqrt(P_dyn)) - P_dyn) * VBs) + square(DST)) * -0.069381654) + VBs) * 0.0022220595) + 0.18880329),PySRFunction(X=>((DST - (P_dyn / 0.20376772)) * -0.039687827) - (((((((((DST * -0.069381654) / sqrt(P_dyn)) - P_dyn) * VBs) + square(DST)) * -0.069381654) + VBs) * 0.0022220595) + 0.18880329)),46
27,3.7060754,square(DST * ((P_dyn * -0.0007775004) - -0.01869213)) + ((((-0.6692618 - sqrt(P_dyn)) - (DST * 0.0052751773)) * 0.018724738) * ((VBs * 0.06034489) + (DST - P_dyn))),0.0005351451495425,square(DST * ((P_dyn * -0.0007775004) - -0.01869213)) + ((((-0.6692618 - sqrt(P_dyn)) - (DST * 0.0052751773)) * 0.018724738) * ((VBs * 0.06034489) + (DST - P_dyn))),PySRFunction(X=>square(DST * ((P_dyn * -0.0007775004) - -0.01869213)) + ((((-0.6692618 - sqrt(P_dyn)) - (DST * 0.0052751773)) * 0.018724738) * ((VBs * 0.06034489) + (DST - P_dyn)))),52
25,3.706248,(P_dyn + (((-9.902935 - ((VBs * 0.0007154079) * DST)) - (((VBs * 0.05253665) + DST) * (P_dyn + 1.2242949))) * 0.10043645)) / (P_dyn + 4.219448),0.0007815633871009,(P_dyn + (((-9.902935 - ((VBs * 0.0007154079) * DST)) - (((VBs * 0.05253665) + DST) * (P_dyn + 1.2242949))) * 0.10043645)) / (P_dyn + 4.219448),PySRFunction(X=>(P_dyn + (((-9.902935 - ((VBs * 0.0007154079) * DST)) - (((VBs * 0.05253665) + DST) * (P_dyn + 1.2242949))) * 0.10043645)) / (P_dyn + 4.219448)),18
27,3.7062871,((((DST * -4.7370596) + (((((DST / (1.6350121 + P_dyn)) + P_dyn) * -0.004160309) + -0.252616) * VBs)) * (0.015321728 / (P_dyn + 0.7871582))) + 0.12627241) * P_dyn,0.0008881227463323,((((DST * -4.7370596) + (((((DST / (1.6350121 + P_dyn)) + P_dyn) * -0.004160309) + -0.252616) * VBs)) * (0.015321728 / (P_dyn + 0.7871582))) + 0.12627241) * P_dyn,PySRFunction(X=>((((DST * -4.7370596) + (((((DST / (1.6350121 + P_dyn)) + P_dyn) * -0.004160309) + -0.252616) * VBs)) * (0.015321728 / (P_dyn + 0.7871582))) + 0.12627241) * P_dyn),45
30,3.7063556,((sqrt(P_dyn) + 0.729477) * ((VBs * -0.0011414796) + 1.0386494)) + (((((VBs + (DST / ((VBs * -3.2816852e-6) + -0.072204985))) * -7.489928e-6) + -0.04609376) * (DST + 0.47260064)) + -2.0470393),5.139793409731637e-06,((sqrt(P_dyn) + 0.729477) * ((VBs * -0.0011414796) + 1.0386494)) + (((((VBs + (DST / ((VBs * -3.2816852e-6) + -0.072204985))) * -7.489928e-6) + -0.04609376) * (DST + 0.47260064)) + -2.0470393),PySRFunction(X=>((sqrt(P_dyn) + 0.729477) * ((VBs * -0.0011414796) + 1.0386494)) + (((((VBs + (DST / ((VBs * -3.2816852e-6) + -0.072204985))) * -7.489928e-6) + -0.04609376) * (DST + 0.47260064)) + -2.0470393)),3
29,3.7063622,((((VBs * -0.0017916756) + 1.4827273) * sqrt(sqrt(sqrt(P_dyn + 3.2823782) * P_dyn))) + (DST * (sqrt(sqrt(square((VBs * -0.050043195) + DST))) * -0.0053092805))) - 1.6376148,0.00024333307388,((((VBs * -0.0017916756) + 1.4827273) * sqrt(sqrt(sqrt(P_dyn + 3.2823782) * P_dyn))) + (DST * (sqrt(sqrt(square((VBs * -0.050043195) + DST))) * -0.0053092805))) - 1.6376148,PySRFunction(X=>((((VBs * -0.0017916756) + 1.4827273) * sqrt(sqrt(sqrt(P_dyn + 3.2823782) * P_dyn))) + (DST * (sqrt(sqrt(square((VBs * -0.050043195) + DST))) * -0.0053092805))) - 1.6376148),47
28,3.7063937,((((((DST / ((VBs * -3.2816852e-6) + -0.072204985)) + VBs) * -7.489928e-6) + -0.04609376) * DST) + -2.0470393) + (((VBs * -0.0011414796) + 1.0191416) * (sqrt(P_dyn) + 0.7303065)),8.384806523649131e-05,((((((DST / ((VBs * -3.2816852e-6) + -0.072204985)) + VBs) * -7.489928e-6) + -0.04609376) * DST) + -2.0470393) + (((VBs * -0.0011414796) + 1.0191416) * (sqrt(P_dyn) + 0.7303065)),PySRFunction(X=>((((((DST / ((VBs * -3.2816852e-6) + -0.072204985)) + VBs) * -7.489928e-6) + -0.04609376) * DST) + -2.0470393) + (((VBs * -0.0011414796) + 1.0191416) * (sqrt(P_dyn) + 0.7303065))),3
30,3.7064345,(sqrt(sqrt(P_dyn)) * ((DST * -0.05390722) - ((((0.17482875 * (VBs + -71.41318)) - DST) / (74.87712 - ((DST / P_dyn) + square(P_dyn * -0.1147925)))) + -1.236416))) + -1.4739237,4.28965302231253e-05,(sqrt(sqrt(P_dyn)) * ((DST * -0.05390722) - ((((0.17482875 * (VBs + -71.41318)) - DST) / (74.87712 - ((DST / P_dyn) + square(P_dyn * -0.1147925)))) + -1.236416))) + -1.4739237,PySRFunction(X=>(sqrt(sqrt(P_dyn)) * ((DST * -0.05390722) - ((((0.17482875 * (VBs + -71.41318)) - DST) / (74.87712 - ((DST / P_dyn) + square(P_dyn * -0.1147925)))) + -1.236416))) + -1.4739237),44
27,3.70653,(((VBs * 0.0076791635) * (DST / (P_dyn + 2.1108036))) - (((DST - sqrt(P_dyn)) + (0.052404985 * VBs)) / (-0.36394635 / (sqrt(P_dyn) + 1.8650771)))) * -0.0055931015,2.0288312022870035e-05,(((VBs * 0.0076791635) * (DST / (P_dyn + 2.1108036))) - (((DST - sqrt(P_dyn)) + (0.052404985 * VBs)) / (-0.36394635 / (sqrt(P_dyn) + 1.8650771)))) * -0.0055931015,PySRFunction(X=>(((VBs * 0.0076791635) * (DST / (P_dyn + 2.1108036))) - (((DST - sqrt(P_dyn)) + (0.052404985 * VBs)) / (-0.36394635 / (sqrt(P_dyn) + 1.8650771)))) * -0.0055931015),8
30,3.7065768,((DST * -0.054360457) + (sqrt(P_dyn) + -1.2889631)) - ((0.0024730538 - ((((DST / sqrt(P_dyn - -0.19280136)) * 0.10793651) + P_dyn) * -0.00014505789)) * (VBs - square(DST * -0.11918448))),0.0001694142167613,((DST * -0.054360457) + (sqrt(P_dyn) + -1.2889631)) - ((0.0024730538 - ((((DST / sqrt(P_dyn - -0.19280136)) * 0.10793651) + P_dyn) * -0.00014505789)) * (VBs - square(DST * -0.11918448))),PySRFunction(X=>((DST * -0.054360457) + (sqrt(P_dyn) + -1.2889631)) - ((0.0024730538 - ((((DST / sqrt(P_dyn - -0.19280136)) * 0.10793651) + P_dyn) * -0.00014505789)) * (VBs - square(DST * -0.11918448)))),80
28,3.7065854,(VBs - (square(DST * -0.2894156) + ((DST / -0.05118372) - ((P_dyn - ((DST * -0.05118372) * sqrt(inv(P_dyn)))) * ((VBs * 0.073870406) + -76.28426))))) * -0.0021231943,0.0031653960797476,(VBs - (square(DST * -0.2894156) + ((DST / -0.05118372) - ((P_dyn - ((DST * -0.05118372) * sqrt(inv(P_dyn)))) * ((VBs * 0.073870406) + -76.28426))))) * -0.0021231943,PySRFunction(X=>(VBs - (square(DST * -0.2894156) + ((DST / -0.05118372) - ((P_dyn - ((DST * -0.05118372) * sqrt(inv(P_dyn)))) * ((VBs * 0.073870406) + -76.28426))))) * -0.0021231943),26
26,3.7066052,((((DST / (P_dyn + 2.1108036)) * VBs) * 0.0076791635) - (((DST - P_dyn) + (VBs * 0.052404985)) / (-0.36394635 / (sqrt(P_dyn) + 1.8650771)))) * -0.0055931015,0.0002143146317483,((((DST / (P_dyn + 2.1108036)) * VBs) * 0.0076791635) - (((DST - P_dyn) + (VBs * 0.052404985)) / (-0.36394635 / (sqrt(P_dyn) + 1.8650771)))) * -0.0055931015,PySRFunction(X=>((((DST / (P_dyn + 2.1108036)) * VBs) * 0.0076791635) - (((DST - P_dyn) + (VBs * 0.052404985)) / (-0.36394635 / (sqrt(P_dyn) + 1.8650771)))) * -0.0055931015),8
21,3.7066195,(sqrt(sqrt(P_dyn)) * -0.045190744) * (DST + (((inv(square(P_dyn + 3.6818004)) * (DST * 0.0064576124)) + 0.048861895) * VBs)),0.0006205077895598,(sqrt(sqrt(P_dyn)) * -0.045190744) * (DST + (((inv(square(P_dyn + 3.6818004)) * (DST * 0.0064576124)) + 0.048861895) * VBs)),PySRFunction(X=>(sqrt(sqrt(P_dyn)) * -0.045190744) * (DST + (((inv(square(P_dyn + 3.6818004)) * (DST * 0.0064576124)) + 0.048861895) * VBs))),74
20,3.7066357,(sqrt(sqrt(P_dyn)) * (DST + (VBs * ((DST * square(0.09524221 / (P_dyn + 4.76899))) + 0.048373207)))) * -0.0457847,0.000663319670939,(sqrt(sqrt(P_dyn)) * (DST + (VBs * ((DST * square(0.09524221 / (P_dyn + 4.76899))) + 0.048373207)))) * -0.0457847,PySRFunction(X=>(sqrt(sqrt(P_dyn)) * (DST + (VBs * ((DST * square(0.09524221 / (P_dyn + 4.76899))) + 0.048373207)))) * -0.0457847),65
21,3.7066762,((sqrt(sqrt(P_dyn)) * (((0.05254019 - ((DST * -0.000736293) / (P_dyn + 1.3429064))) * VBs) + DST)) - P_dyn) * -0.04372379,0.0003102626311903,((sqrt(sqrt(P_dyn)) * (((0.05254019 - ((DST * -0.000736293) / (P_dyn + 1.3429064))) * VBs) + DST)) - P_dyn) * -0.04372379,PySRFunction(X=>((sqrt(sqrt(P_dyn)) * (((0.05254019 - ((DST * -0.000736293) / (P_dyn + 1.3429064))) * VBs) + DST)) - P_dyn) * -0.04372379),92
21,3.7066896,(P_dyn + ((((((DST * -0.00065968157) / (P_dyn + 1.1406394)) + -0.05139056) * VBs) - DST) * sqrt(sqrt(P_dyn)))) * 0.04460971,0.0003327469077531,(P_dyn + ((((((DST * -0.00065968157) / (P_dyn + 1.1406394)) + -0.05139056) * VBs) - DST) * sqrt(sqrt(P_dyn)))) * 0.04460971,PySRFunction(X=>(P_dyn + ((((((DST * -0.00065968157) / (P_dyn + 1.1406394)) + -0.05139056) * VBs) - DST) * sqrt(sqrt(P_dyn)))) * 0.04460971),41
28,3.7067082,((((((sqrt(P_dyn) + 0.70590967) + (DST * 0.0057733827)) * 0.026103389) * (VBs + P_dyn)) + DST) * -0.043462813) + ((sqrt(P_dyn) + square(DST * -0.011163507)) + -1.2247554),8.390123362763616e-06,((((((sqrt(P_dyn) + 0.70590967) + (DST * 0.0057733827)) * 0.026103389) * (VBs + P_dyn)) + DST) * -0.043462813) + ((sqrt(P_dyn) + square(DST * -0.011163507)) + -1.2247554),PySRFunction(X=>((((((sqrt(P_dyn) + 0.70590967) + (DST * 0.0057733827)) * 0.026103389) * (VBs + P_dyn)) + DST) * -0.043462813) + ((sqrt(P_dyn) + square(DST * -0.011163507)) + -1.2247554)),81
21,3.7067096,((sqrt(sqrt(P_dyn)) * (DST + (VBs * ((0.00063950755 * (DST / (1.0583227 + P_dyn))) + 0.052138336)))) - P_dyn) * -0.04349456,0.000314560156326,((sqrt(sqrt(P_dyn)) * (DST + (VBs * ((0.00063950755 * (DST / (1.0583227 + P_dyn))) + 0.052138336)))) - P_dyn) * -0.04349456,PySRFunction(X=>((sqrt(sqrt(P_dyn)) * (DST + (VBs * ((0.00063950755 * (DST / (1.0583227 + P_dyn))) + 0.052138336)))) - P_dyn) * -0.04349456),19
21,3.7067196,(P_dyn + ((((-0.051180076 - ((DST * 0.00061196554) / (P_dyn + 1.0372989))) * VBs) - DST) * sqrt(sqrt(P_dyn)))) * 0.044304952,0.0003031546474281,(P_dyn + ((((-0.051180076 - ((DST * 0.00061196554) / (P_dyn + 1.0372989))) * VBs) - DST) * sqrt(sqrt(P_dyn)))) * 0.044304952,PySRFunction(X=>(P_dyn + ((((-0.051180076 - ((DST * 0.00061196554) / (P_dyn + 1.0372989))) * VBs) - DST) * sqrt(sqrt(P_dyn)))) * 0.044304952),54
