Timestamp,Observed_DST,Real_dDST_dt,Pred_DST_Equation,Pred_dDST_dt_Equation,Pred_DST_Burton,Pred_dDST_dt_Burton,Pred_DST_OBM,Pred_dDST_dt_OBM,Pred_DST_DDM1,Pred_dDST_dt_DDM1,Pred_DST_DDM2,Pred_dDST_dt_DDM2,Pred_DST_DDM3,Pred_dDST_dt_DDM3
2023-11-03 00:00:00,-2.0,-1.0,-0.803695379245,0.196304620755,-3.448495034465823,-2.448495034465823,-3.446048985480342,-2.446048985480342,-0.6719134022604716,0.32808659773952836,-0.9115150500000002,0.08848494999999978,-0.7400225086897748,0.2599774913102252
2023-11-03 01:00:00,-3.0,1.0,-0.6185570613427402,0.18513831790225982,-5.578870406714952,-2.130375372249129,-5.5746137793037605,-2.128564793823418,-0.35323669159389093,0.31867671066658065,-0.8270697786345578,0.08444527136544244,-0.4912319085732295,0.2487906001165453
2023-11-03 02:00:00,-2.0,2.0,-0.4338269253645067,0.18473013597823357,-7.431827385934108,-1.8529569792191567,-7.426272461404271,-1.8516586821005108,-0.04955871461395289,0.30367797697993804,-0.7464797590212424,0.08059001961331536,-0.2551345096489647,0.2360973989242648
2023-11-03 03:00:00,0.0,0.0,-0.2605923233592544,0.17323460200525226,-9.04420459743978,-1.6123772115056727,-9.037760325234991,-1.6114878638307206,0.24671888350039528,0.2962775981143482,-0.6695689840748504,0.07691077494639198,-0.02875204593274941,0.22638246371621532
2023-11-03 04:00:00,0.0,0.0,-0.09650375155039437,0.16408857180886005,-10.447132207333516,-1.4029276098937355,-10.44012332751307,-1.4023630022780798,0.5345525885698541,0.2878337050694588,-0.5961694821112449,0.07339950196360556,0.18788443231416768,0.2166364782469171
2023-11-03 05:00:00,0.0,-1.0,-1.8965026125630549,-1.7999988610126605,-13.01622133579598,-2.569089128462463,-14.472235105972675,-4.032111778459605,-0.47818430852473726,-1.0127368970945914,-1.377619999574834,-0.7814505174635891,-1.1740330087966548,-1.3619174411108226
2023-11-03 06:00:00,-1.0,-1.0,-1.7004328361564314,0.19606977640662354,-13.906571346444851,-0.8903500106488721,-15.172602958645903,-0.7003678526732282,-0.13682503183448846,0.3413592766902488,-1.2718952427572445,0.10572475681758942,-0.8969929525808104,0.2770400562158445
2023-11-03 07:00:00,-2.0,2.0,-1.9853498383406039,-0.2849170021841726,-14.676379347868936,-0.7698080014240845,-15.777222231211285,-0.6046192725653822,-0.19590183875533168,-0.05907680692084322,-1.1709972281286918,0.10089801462855275,-1.0431129247796722,-0.1461199721988619
2023-11-03 08:00:00,0.0,1.0,-3.5497232284772253,-1.5643733901366215,-16.47789903920658,-1.8015196913376434,-18.06600260244895,-2.2887803712376655,-1.107209449454855,-0.9113076106995233,-1.8128868222643149,-0.6418895941356231,-2.214963594614333,-1.1718506698346607
2023-11-03 09:00:00,1.0,-1.0,-4.910112357415906,-1.3603891289386802,-17.810907484110587,-1.3330084449040072,-19.467479209201695,-1.401476606752745,-1.8491821988662385,-0.7419727494113835,-2.254681382160185,-0.4417945598958699,-3.1903960026782308,-0.9754324080638976
2023-11-03 10:00:00,0.0,-2.0,-6.21236716985912,-1.3022548124432147,-19.01969681032413,-1.2087893262135456,-20.517887164765874,-1.0504079555641788,-2.543653646972713,-0.6944714481064747,-2.667287551113124,-0.4126061689529392,-4.097932290407764,-0.9075362877295325
2023-11-03 11:00:00,-2.0,0.0,-6.71867033705265,-0.5063031671935303,-19.125919427792397,-0.10622261746826571,-20.42943348983165,0.08845367493422662,-2.705305462573126,-0.16165181560041303,-2.5026845053477382,0.16460304576538576,-4.334204925561965,-0.23627263515420094
2023-11-03 12:00:00,-2.0,1.0,-6.736502091730977,-0.01783175467832737,-19.217075037848964,-0.09115561005656594,-20.351210494818126,0.07822299501352326,-2.5811225035213674,0.12418295905175886,-2.3455962223432687,0.15708828300446975,-4.186957396884393,0.14724752867757157
2023-11-03 13:00:00,-1.0,4.0,-6.317296827410412,0.4192052643205652,-19.303107139088496,-0.08603210123953207,-20.28986633081567,0.061344164002456486,-2.1684212994734087,0.41270120404795857,-2.195679624247843,0.149916598095426,-3.7712233148759458,0.41573408200844764
2023-11-03 14:00:00,3.0,3.0,-5.929401871771763,0.38789495563864956,-19.378867705613395,-0.07576056652489711,-20.23740066807877,0.05246566273689858,-1.7642808157379273,0.40414048373548145,-2.0526072960343758,0.14307232821346716,-3.3732651635403665,0.3979581513355791
2023-11-03 15:00:00,6.0,3.0,-5.547072574133762,0.3823292976380008,-19.443702517335968,-0.06483481172257329,-20.190672922426497,0.04672774565227323,-1.375824691800449,0.3884561239374783,-1.9160667704323169,0.13654052560205887,-2.994497590530612,0.3787675730097547
2023-11-03 16:00:00,9.0,2.0,-5.05307904888485,0.4939935252489117,-19.491439244304047,-0.04773672696807751,-20.141352816838396,0.04932010558810319,-1.0641104231149465,0.3117142686855025,-1.7857598455050157,0.13030692492730123,-2.6560765835473306,0.33842100698328137
2023-11-03 17:00:00,11.0,-2.0,-4.723384650245363,0.329694398639488,-19.542767173524783,-0.051327929220736056,-20.108225109337166,0.03312770750122803,-0.6906241143823149,0.3734863087326316,-1.6614019333823067,0.12435791212270897,-2.3084538508834114,0.34762273266391913
2023-11-03 18:00:00,9.0,-1.0,-4.394566228049994,0.3288184221953686,-19.58631725210748,-0.04355007858269712,-20.078295585787803,0.02992952354936325,-0.33313812122634434,0.3574859931559705,-1.542721438725961,0.11868049465634578,-1.9777705003194386,0.3306833505639728
2023-11-03 19:00:00,8.0,1.0,-4.072044005598065,0.32252222245192874,-19.62356305442556,-0.0372458023180803,-20.051610889423806,0.02668469636399757,0.010226188229065791,0.34336430945541013,-1.429459165570582,0.11326227315537896,-1.6628742928932003,0.3148962074262382
2023-11-03 20:00:00,9.0,-2.0,-3.7511480956518257,0.32089590994623957,-19.6550064910161,-0.03144343659054087,-20.02743228606793,0.024178603355875225,0.3370689802640224,0.3268427920349566,-1.3213677512444977,0.10809141432608427,-1.3636673349575061,0.2992069579356941
2023-11-03 21:00:00,7.0,-1.0,-3.452897435117025,0.29825066053480076,-19.682866155253688,-0.027859664237589107,-20.006897132102747,0.020535153965183885,0.657550590088243,0.3204816098242206,-1.2182111261343442,0.10315662511015344,-1.0771821541644169,0.28648518079308927
2023-11-03 22:00:00,6.0,-3.0,-3.180515781964587,0.2723816531524379,-19.707900712969693,-0.02503455771600308,-19.98982473522525,0.017072396877497096,0.974004928616983,0.3164543385287399,-1.119763998113476,0.0984471280208683,-0.802517533364679,0.2746646207997378
2023-11-03 23:00:00,3.0,0.0,-3.286296772238054,-0.10578099027346713,-19.729701549585304,-0.02180083661561284,-19.974990283399464,0.014834451825783617,1.0403178959704285,0.06631296735344538,-1.025811360508203,0.09395263760527284,-0.8054216166444406,-0.0029040832797614935
2023-11-04 00:00:00,3.0,-2.0,-3.529331587044035,-0.24303481480598108,-19.748949783513737,-0.019248233928433365,-19.96236360860685,0.012626674792614825,1.0266907091482085,-0.013627186822220083,-0.9361480225272658,0.08966333798093729,-0.924046526421666,-0.11862490977722545
2023-11-04 01:00:00,1.0,-1.0,-4.469211727790759,-0.9398801407467234,-19.767162169786385,-0.01821238627264602,-19.95284171950649,0.009521889100358312,0.6685110208233773,-0.3581796883248312,-0.8505781611290095,0.08556986139825629,-1.5969250979502692,-0.6728785715286032
2023-11-04 02:00:00,0.0,0.0,-4.616232536165906,-0.1470208083751465,-19.78383282840044,-0.016670658614053657,-19.94538149687956,0.007460222626933221,0.7459509977703804,0.07743997694700316,-0.76891489334755,0.08166326778145949,-1.5951142836387924,0.001810814311476755
2023-11-04 03:00:00,0.0,-1.0,-5.065525927930577,-0.449293391764671,-19.79894180179307,-0.01510897339263103,-19.939495029836948,0.005886467042612056,0.6714225742051613,-0.07452842356521916,-0.690979868143895,0.07793502520365503,-1.845214303928475,-0.2501000202896826
2023-11-04 04:00:00,-1.0,1.0,-5.563529647550637,-0.49800371962006035,-19.810045500281156,-0.011103698488085883,-19.932333969739428,0.0071610600975206985,0.5037858542392513,-0.16763671996591006,-0.616602876890634,0.07437699125326103,-2.157779253143375,-0.3125649492149
2023-11-04 05:00:00,0.0,0.0,-5.9653409788992064,-0.4018113313485695,-19.817825170711718,-0.007779670430563605,-19.924224248861293,0.008109720878133676,0.32906568315505186,-0.1747201710841994,-0.5456214816395006,0.07098139525113334,-2.410829271838698,-0.25305001869532284
2023-11-04 06:00:00,0.0,0.0,-6.954478095103152,-0.9891371162039451,-20.174939142178456,-0.3571139714667399,-20.258693883382822,-0.3344696345215282,-0.20157074237886657,-0.5306364255339184,-0.7225437367776395,-0.17692225513813886,-3.1477747337340967,-0.7369454618953988
2023-11-04 07:00:00,0.0,-2.0,-7.662758505381244,-0.7082804102780916,-20.136070529753116,0.038868612425340676,-20.208986861622673,0.04970702176014813,-0.5307957524552931,-0.3292250100764265,-0.6467257334003538,0.07581800337728573,-3.6255089743796884,-0.47773424064559195
2023-11-04 08:00:00,-2.0,1.0,-8.378595850136332,-0.7158373447550876,-20.112461655668213,0.023608874084905085,-20.12188293312169,0.08710392850098386,-0.9315646384104854,-0.4007688859551924,-0.674945821666241,-0.028220088265887178,-4.126336067747978,-0.5008270933682897
2023-11-04 09:00:00,-1.0,1.0,-8.279259500141594,0.09933634999473878,-20.07183749367201,0.04062416199620159,-20.08007581217748,0.04180712094420936,-1.0402421022510693,-0.10867746384058385,-0.6013008463657636,0.07364497530047731,-4.055646442734266,0.07068962501371129
2023-11-04 10:00:00,0.0,-1.0,-7.997433652767424,0.2818258473741692,-20.04028502727081,0.031552466401201046,-20.047484955227517,0.03259085694996212,-0.9014903653998441,0.13875173685122527,-0.5310180477209081,0.07028279864485554,-3.7650922667118625,0.290554176022404
2023-11-04 11:00:00,-1.0,3.0,-8.684625502595223,-0.6871918498277981,-20.017973588966925,0.022311438303883192,-20.024260750493994,0.023224204733521808,-1.241767555756838,-0.34027719035699394,-0.5265970365186479,0.004421011202260239,-4.234155101346807,-0.46906283463494397
2023-11-04 12:00:00,2.0,4.0,-9.382950896662715,-0.6983253940674917,-20.19249342026443,-0.17451983129750454,-20.169597450491764,-0.14533669999776935,-1.7186366590011573,-0.47686910324431925,-0.7280842180609446,-0.20148718154229672,-4.758422208096002,-0.5242671067491953
2023-11-04 13:00:00,6.0,7.0,-8.509864990126289,0.8730859065364265,-20.136283963304976,0.05620945695945498,-20.116417649403843,0.05317980108792049,-1.4789362714432346,0.2397003875579226,-0.652013270382223,0.07607094767872158,-4.3851141280924635,0.37330808000353843
2023-11-04 14:00:00,13.0,4.0,-8.122334846598712,0.3875301435275772,-20.07855089308251,0.057733070222464634,-20.06132229534259,0.055095354061256076,-1.9622928077866688,-0.4833565363434342,-1.0707728022506575,-0.4187595318684345,-4.538359534975102,-0.15324540688263893
2023-11-04 15:00:00,17.0,-1.0,-10.044073387461992,-1.9217385408632806,-23.192116005380115,-3.1135651122976027,-23.116711309658612,-3.0553890143160256,-4.360603588772024,-2.398310780985356,-3.6356108017787463,-2.5648379995280886,-6.415544139836354,-1.8771846048612515
2023-11-04 16:00:00,16.0,9.0,-10.36160752260561,-0.3175341351436167,-24.275127214272786,-1.0830112088926716,-23.649833988420077,-0.5331226787614658,-6.813445631164985,-2.45284204239296,-6.7355665694676174,-3.099955767688871,-8.405493168760154,-1.9899490289238009
2023-11-04 17:00:00,25.0,-21.0,-22.510262955336394,-12.148655432730786,-37.19254458803927,-12.917417373766483,-35.99317325054609,-12.343339262126012,-16.392107740103754,-9.57866210893877,-16.169581362162447,-9.434014792694828,-15.836400483135636,-7.430907314375482
2023-11-04 18:00:00,4.0,-25.0,-41.60314260887377,-19.092879653537377,-54.365761148439276,-17.173216560400004,-50.74635803180787,-14.753184781261783,-27.869972397200613,-11.477864657096859,-27.288682969301576,-11.11910160713913,-24.756087687519535,-8.9196872043839
2023-11-04 19:00:00,-21.0,-9.0,-50.784591870929944,-9.181449262056175,-63.425824512597245,-9.060063364157966,-55.40547552780798,-4.659117496000105,-34.37825991125001,-6.508287514049401,-34.40172615401108,-7.113043184709505,-30.465756128963175,-5.70966844144364
2023-11-04 20:00:00,-30.0,-3.0,-53.678947003236274,-2.89435513230633,-67.50638346582103,-4.0805589532237825,-54.95331434619564,0.4521611816123361,-36.76723180663222,-2.388971895382205,-37.376734312967095,-2.975008158956017,-32.9139305850369,-2.4481744560737284
2023-11-04 21:00:00,-33.0,0.0,-52.213897542251715,1.4650494609845592,-64.65274926853016,2.8536341972908725,-48.215000720196585,6.738313625999057,-36.10851496543834,0.6587168411938802,-37.90586531409122,-0.5291310011241246,-33.2388982326332,-0.32496764759629354
2023-11-04 22:00:00,-33.0,-21.0,-65.81349021032948,-13.599592668077761,-77.63355221243015,-12.980802943899995,-58.86463183754462,-10.64963111734804,-43.63646992212658,-7.527954956688242,-45.634764821102664,-7.728899507011438,-39.53194222085023,-6.2930439882170335
2023-11-04 23:00:00,-54.0,11.0,-62.16258013902881,3.6509100713006637,-70.1080857730367,7.52546643939344,-53.784205473250594,5.080426364294026,-41.677020434976804,1.959449487149773,-43.50853101317477,2.1262338079278975,-37.60714697346029,1.9247952473899443
2023-11-05 00:00:00,-43.0,11.0,-58.751939466653994,3.410640672374815,-63.56392358239912,6.544162190637583,-49.36656536169676,4.417640111553835,-39.82962430341672,1.8473961315600835,-41.47936796457894,2.0291630485958287,-35.74007243274289,1.8670745407173996
2023-11-05 01:00:00,-32.0,6.0,-55.55936970978064,3.192569756873353,-57.8732801809559,5.690643401443216,-45.52541967463191,3.8411456870648437,-38.09029063420052,1.7393336692162022,-39.54284402142925,1.936523943149692,-33.936993051638936,1.8030793811039585
2023-11-05 02:00:00,-26.0,1.0,-52.50619085855412,3.053178851226522,-52.92075359046565,4.952526590490253,-42.181458910727684,3.3439607639042297,-36.397123467308056,1.6931671668924662,-37.69472985190152,1.8481141695277272,-32.226891580604736,1.7101014710342006
2023-11-05 03:00:00,-25.0,0.0,-49.69232040797121,2.8138704505829133,-48.61620010709623,4.304553483369416,-39.27591927535957,2.905539635368112,-34.82089038811246,1.5762330791955945,-35.930989209452285,1.763740642449234,-30.56892778122775,1.657963799376988
2023-11-05 04:00:00,-25.0,4.0,-46.98680987554898,2.705510532422231,-44.86998825186768,3.7462118552285535,-36.746473374157986,2.5294459012015853,-33.2856138378317,1.5352765502807622,-34.24777011773233,1.6832190917199528,-28.992265804453204,1.576661976774546
2023-11-05 05:00:00,-21.0,2.0,-44.24743448462567,2.739375390923305,-41.60369578261091,3.2662924692567703,-34.538445866511125,2.2080275076468627,-31.75821754056951,1.5273962972621855,-32.641396457942896,1.6063736597894338,-27.544693464654948,1.4475723397982558
2023-11-05 06:00:00,-19.0,-5.0,-41.76419231639031,2.4832421682353623,-38.76804331255861,2.8356524700523034,-32.623191140278024,1.9152547262330977,-30.326593291059822,1.431624249509689,-31.10835994026144,1.533036517681456,-26.110901015125332,1.4337924495296153
2023-11-05 07:00:00,-24.0,0.0,-39.546935892822596,2.2172564235677124,-36.30784020775453,2.4602031048040818,-30.963478530480216,1.6597126097978074,-29.028506776109108,1.2980865149507155,-29.645312441802737,1.4630474984587045,-24.7130772446762,1.397823770449132
2023-11-05 08:00:00,-24.0,23.0,-37.461398857617404,2.085537035205193,-34.168601774682955,2.1392384330715735,-29.520450143840943,1.443028386639273,-27.790415326317735,1.238091449791372,-28.249058694381542,1.3962537474211958,-23.37568681934464,1.337390425331558
2023-11-05 09:00:00,-1.0,-43.0,-44.177731479381094,-6.716332621763691,-49.45537783993313,-15.286776065250175,-43.88601565542256,-14.365565511581616,-32.94997877367824,-5.159563447360502,-34.218940431007155,-5.96988173662561,-28.856944963144763,-5.481258143800123
2023-11-05 10:00:00,-44.0,-39.0,-59.34533837015633,-15.16760689077523,-75.73430625467486,-26.278928414741742,-67.11852190977007,-23.232506254347502,-43.81596054618068,-10.865981772502442,-46.02815654273914,-11.809216111731983,-38.978702697457685,-10.121757734312924
2023-11-05 11:00:00,-83.0,7.0,-60.62037818161076,-1.2750398114544326,-77.72866814102049,-1.9943618863456294,-62.830820823843155,4.287701085926916,-44.99958987082294,-1.1836293246422565,-47.804391133741724,-1.7762345910025827,-40.60145012791999,-1.622747430462304
2023-11-05 12:00:00,-76.0,28.0,-56.47731934246655,4.143058839144209,-70.15498324036567,7.573684900654832,-57.19948740783738,5.631333416005772,-43.406090007843815,1.5934998629791208,-45.57910553158055,2.225285602161174,-40.28075257677657,0.3206975511434196
2023-11-05 13:00:00,-48.0,5.0,-52.22564257045349,4.25167677201306,-63.5419971739955,6.612986066370167,-52.27563964745627,4.923847760381109,-43.13794203073609,0.26814797710772426,-43.4554127845076,2.1236927470729485,-43.96255951065646,-3.6818069338798907
2023-11-05 14:00:00,-43.0,-32.0,-59.67156746713393,-7.445924896680447,-78.34195640469561,-14.79995923070011,-63.44452238369849,-11.16888273624222,-50.27205761060769,-7.134115579871594,-51.05269233493885,-7.597279550431245,-49.68887248741552,-5.726312976759061
2023-11-05 15:00:00,-75.0,-60.0,-83.18248780846383,-23.510920341329893,-111.58928605031028,-33.24732964561468,-91.78260310102662,-28.338080717328136,-68.50864989678702,-18.23659228617933,-68.24330338917375,-17.190611054234893,-63.46930913487527,-13.780436647459746
2023-11-05 16:00:00,-135.0,-14.0,-103.75577208975281,-20.57328428128897,-144.76232417519054,-33.17303812488025,-116.28008878438294,-24.49748568335632,-85.46364204132355,-16.954992144536536,-85.03123006869666,-16.78792667952292,-77.1107254516552,-13.641416316779935
2023-11-05 17:00:00,-149.0,-5.0,-115.21476132548483,-11.458989235732018,-162.45057966988009,-17.68825549468955,-122.59725235263468,-6.31716356825174,-95.40325492238767,-9.939612881064122,-95.65061577508654,-10.619385706389883,-85.86039070277933,-8.749665251124133
2023-11-05 18:00:00,-154.0,-9.0,-121.74852417740871,-6.533762851923882,-177.49059485958935,-15.040015189709255,-126.78063951538448,-4.183387162749792,-102.15325020704142,-6.749995284653752,-103.54627825978973,-7.895662484703201,-92.57997162291736,-6.719580920138022
2023-11-05 19:00:00,-163.0,14.0,-119.94508765753433,1.8034365198743756,-172.25008882522383,5.240506034365511,-111.43684495376057,15.343794561623907,-99.4757224040629,2.6775278029785126,-102.57764993616131,0.9686283236284243,-91.93108145743861,0.6488901654787451
2023-11-05 20:00:00,-149.0,-10.0,-119.06441393817282,0.8806737193615167,-168.75085523481124,3.4992335904125795,-101.52759737503013,9.90924757873045,-97.84815832367498,1.6275640803879228,-102.92048292469815,-0.3428329885368413,-92.30128024144707,-0.3701987840084617
2023-11-05 21:00:00,-159.0,4.0,-112.95381948196757,6.110594456205251,-149.47376438986257,19.277090844948685,-78.21409040730015,23.31350696772997,-93.05071264072566,4.7974456829493155,-98.17893553532642,4.74154738937173,-89.46831857874271,2.8329616627043674
2023-11-05 22:00:00,-155.0,16.0,-107.18355138279058,5.770268099176992,-132.60758228008336,16.866182109779203,-70.61926074491645,7.594829662383705,-88.96877053032418,4.081942110401482,-93.65385803923695,4.5250774960894615,-85.30505317507381,4.1632654036689045
2023-11-05 23:00:00,-139.0,14.0,-101.69014265902196,5.493408723768625,-117.93078811430166,14.676794165781706,-64.00756007937198,6.61170066554446,-84.95477013334771,4.014000396976476,-89.33536775239233,4.318490286844618,-81.37708566391046,3.9279675111633447
2023-11-06 00:00:00,-125.0,8.0,-96.44880572801905,5.241336931002905,-105.16587986008486,12.764908254216802,-58.25842060916625,5.749139470205737,-81.24164426586631,3.7131258674813936,-85.21403317332977,4.121334579062556,-77.57088910854117,3.8061965553693002
2023-11-06 01:00:00,-117.0,1.0,-93.83750675098065,2.6112989770384045,-101.18775990637695,3.978119953707904,-54.3712768256531,3.887143783513154,-77.48856872134066,3.75307554452566,-81.28085338493955,3.9331797883902206,-74.51683606827515,3.0540530402660093
2023-11-06 02:00:00,-116.0,-6.0,-94.16876250892396,-0.33125575794331524,-105.88810799073359,-4.700348084356639,-59.75506233240198,-5.383785506748879,-77.3149811704365,0.17358755090415573,-81.44405297652663,-0.16319959158709296,-74.8914292587635,-0.374593190488345
2023-11-06 03:00:00,-122.0,5.0,-94.7311610223357,-0.5623985134117426,-111.6928453661873,-5.80473737545371,-65.32653660470268,-5.571474272300698,-77.64423188089933,-0.3292507104628241,-81.88785497529604,-0.4438019987693962,-75.7410572776357,-0.8496280188722112
2023-11-06 04:00:00,-117.0,11.0,-93.75930534997215,0.9718556723635443,-111.7476745743428,-0.05482920815549619,-64.3165279312708,1.0100086734318765,-76.05778498242591,1.5864468984734132,-79.7403634825147,2.147491492781347,-74.54753824737955,1.1935190302561507
2023-11-06 05:00:00,-106.0,-2.0,-91.07179541451863,2.687509935453519,-104.94277495650513,6.804899617837667,-56.74117412085693,7.575353810413865,-72.84906207863366,3.208722903792257,-76.05707778913849,3.6832856933762033,-71.00942256394129,3.538115683438261
2023-11-06 06:00:00,-108.0,2.0,-89.537732060454,1.5340633540646236,-102.54260702325237,2.400167933252755,-54.81521026103608,1.925963859820854,-70.41802119873704,2.4310408798966243,-74.96242650226739,1.0946512868710911,-69.85544186782688,1.1539806961144066
2023-11-06 07:00:00,-106.0,4.0,-84.46621693948303,5.071515120970978,-91.74441548409804,10.798191539154336,-50.22616934188901,4.589040919147069,-67.26293932744738,3.155081871289654,-71.49727202709686,3.4651544751705403,-68.08451124044419,1.7709306273826901
2023-11-06 08:00:00,-102.0,-8.0,-85.46273104233467,-0.9965141028516287,-96.39183092810279,-4.647415444004757,-55.511619735102045,-5.285450393213036,-67.64454455802084,-0.38160523057345225,-72.1576988762845,-0.6604268491876402,-68.57680784154776,-0.49229660110358137
2023-11-06 09:00:00,-110.0,2.0,-88.16081777367734,-2.698086731342673,-105.54374120000705,-9.151910271904264,-64.39722373289185,-8.8856039977898,-70.15444337269626,-2.5098988146754295,-75.04000488553805,-2.8823060092535586,-70.95701170129597,-2.3802038597482116
2023-11-06 10:00:00,-108.0,12.0,-83.66529863640051,4.495519137276829,-94.39196297610876,11.151778223898292,-58.60028971373769,5.79693401915416,-67.14327374225572,3.0111696304405418,-71.57130865849443,3.468696227043621,-67.59175664295275,3.36525505834322
