datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
1999-01-01 00:00:00,-414.842,0.228,-17.489,415.28,6.0704,81041.6
1999-01-01 01:00:00,-399.514,13.167,0.492,400.5,7.0272,90524.8
1999-01-01 02:00:00,-404.424,19.885,-10.357,405.24,6.7927,88926.7
1999-01-01 03:00:00,-411.123,-1.298,15.47,413.07,7.1288,104185.7
1999-01-01 04:00:00,-414.337,-2.476,-7.091,415.57,6.9627,101512.7
1999-01-01 05:00:00,-418.869,1.697,-9.802,419.52,6.8442,102926.2
1999-01-01 06:00:00,-422.436,8.297,-21.202,423.29,6.7865,91023.8
1999-01-01 07:00:00,-424.611,7.081,-0.381,424.88,7.5874,115621.6
1999-01-01 08:00:00,-428.335,4.389,6.402,428.9,7.8183,122704.7
1999-01-01 09:00:00,-420.829,-1.555,17.733,421.48,7.647,116593.0
1999-01-01 10:00:00,-429.972,-7.211,12.071,430.5,7.4283,102509.5
1999-01-01 11:00:00,-437.809,-4.449,-9.56,438.29,6.8211,101821.1
1999-01-01 12:00:00,-435.821,15.747,-8.585,436.99,6.8695,109052.9
1999-01-01 13:00:00,-422.54,-2.259,1.841,423.15,7.0694,116609.6
1999-01-01 14:00:00,-441.801,0.046,-10.728,442.38,6.5785,109280.3
1999-01-01 15:00:00,-443.091,-3.025,-4.632,443.83,6.5619,92941.0
1999-01-01 16:00:00,-446.146,-3.07,-13.48,446.85,6.2195,85704.8
1999-01-01 17:00:00,-429.583,-13.605,-0.279,430.08,6.6866,88409.8
1999-01-01 18:00:00,-400.793,1.478,3.31,401.24,6.9325,92751.4
1999-01-01 19:00:00,-415.929,-1.242,-0.62,416.5,6.7366,94747.7
1999-01-01 20:00:00,-421.57,-10.141,-7.564,421.92,6.4721,84246.4
1999-01-01 21:00:00,-387.863,3.83,11.011,388.29,7.1255,88650.9
1999-01-01 22:00:00,-407.718,-3.025,4.406,408.27,6.9437,83234.9
1999-01-01 23:00:00,-423.251,-9.041,-0.425,423.58,6.7408,77432.5
1999-01-02 00:00:00,-412.751,-0.174,-17.528,413.38,6.3132,73722.3
1999-01-02 01:00:00,-410.703,-6.29,-14.527,411.21,6.385,77812.2
1999-01-02 02:00:00,-411.204,4.113,-8.872,411.78,6.3407,81716.2
1999-01-02 03:00:00,-394.074,4.432,-3.504,394.45,6.2,83805.3
1999-01-02 04:00:00,-391.777,1.815,13.278,392.62,6.2178,73154.6
1999-01-02 05:00:00,-412.177,-0.973,-0.253,413.05,6.1027,70968.0
1999-01-02 06:00:00,-408.798,-7.136,-8.836,409.06,5.4569,62892.0
1999-01-02 07:00:00,-405.075,-4.403,4.242,405.64,5.4211,60486.8
1999-01-02 08:00:00,-402.995,-8.689,-13.388,403.45,5.117,62105.0
1999-01-02 09:00:00,-388.859,6.434,6.361,389.11,6.0793,70604.7
1999-01-02 10:00:00,-383.725,13.974,7.659,384.16,6.029,77456.4
1999-01-02 11:00:00,-396.48,11.005,6.827,396.93,6.036,75812.0
1999-01-02 12:00:00,-387.33,15.02,7.906,388.19,6.1289,79161.9
1999-01-02 13:00:00,-390.605,1.906,-3.055,390.88,5.6727,77446.2
1999-01-02 14:00:00,-402.335,-4.237,-9.072,402.63,5.3469,70960.0
1999-01-02 15:00:00,-382.526,31.616,10.13,384.15,5.9442,70885.0
1999-01-02 16:00:00,-376.904,17.734,3.324,377.62,5.8965,73431.1
1999-01-02 17:00:00,-379.497,14.906,-5.747,380.42,5.7652,67892.3
