datetime,Magnitude,BGSM_X,BGSM_Y,BGSM_Z
2015-01-01 00:00:00,5.429,4.711,-2.226,0.745
2015-01-01 01:00:00,4.566,3.727,-2.413,-0.614
2015-01-01 02:00:00,4.357,2.85,-2.95,0.65
2015-01-01 03:00:00,3.708,2.325,-2.428,-0.636
2015-01-01 04:00:00,4.057,3.274,-2.026,-0.208
2015-01-01 05:00:00,3.696,2.966,-2.082,-0.135
2015-01-01 06:00:00,3.657,2.692,-1.507,0.289
2015-01-01 07:00:00,2.629,-1.96,-0.782,-0.965
2015-01-01 08:00:00,3.166,-2.09,-1.808,-0.484
2015-01-01 09:00:00,3.141,0.435,-0.562,0.434
2015-01-01 10:00:00,4.614,4.548,-0.483,-0.391
2015-01-01 11:00:00,3.193,1.704,-1.001,0.158
2015-01-01 12:00:00,2.119,-0.027,-1.999,0.529
2015-01-01 13:00:00,2.57,1.086,-1.922,1.0
2015-01-01 14:00:00,3.391,-2.071,-1.498,-0.17
2015-01-01 15:00:00,4.497,-4.062,-1.837,-0.169
2015-01-01 16:00:00,4.733,-4.139,-2.096,-0.727
2015-01-01 17:00:00,4.919,-4.23,-2.073,-1.187
2015-01-01 18:00:00,3.723,-1.755,-2.106,-1.702
2015-01-01 19:00:00,4.142,0.838,-2.799,-1.341
2015-01-01 20:00:00,4.297,1.555,-2.333,-0.54
2015-01-01 21:00:00,3.935,-1.057,-0.903,-3.469
2015-01-01 22:00:00,4.289,-0.938,-1.553,-3.615
2015-01-01 23:00:00,3.961,-0.894,-1.845,-2.308
2015-01-02 00:00:00,3.178,-2.402,-0.361,-1.847
2015-01-02 01:00:00,3.79,-3.523,-0.714,-0.947
2015-01-02 02:00:00,4.137,-3.899,-0.897,-0.938
2015-01-02 03:00:00,4.314,-4.069,-1.312,-0.319
2015-01-02 04:00:00,4.257,-3.868,-1.159,-0.995
2015-01-02 05:00:00,4.088,-2.881,-2.323,-1.177
2015-01-02 06:00:00,5.339,-4.379,-1.848,-1.007
2015-01-02 07:00:00,6.573,2.309,-3.356,-0.305
2015-01-02 08:00:00,7.289,6.023,2.26,2.812
2015-01-02 09:00:00,7.887,6.08,-3.053,0.866
2015-01-02 10:00:00,8.367,7.359,-3.772,0.421
2015-01-02 11:00:00,7.391,6.525,-1.203,-2.378
2015-01-02 12:00:00,7.009,2.607,-1.417,-5.158
2015-01-02 13:00:00,7.328,6.641,-0.909,0.876
2015-01-02 14:00:00,8.771,7.775,-1.164,3.601
2015-01-02 15:00:00,10.324,8.882,-3.983,1.082
2015-01-02 16:00:00,9.625,5.995,-5.24,-4.408
2015-01-02 17:00:00,9.223,3.974,-4.122,-7.068
2015-01-02 18:00:00,8.285,2.836,-2.349,-7.302
2015-01-02 19:00:00,6.929,2.976,-1.254,-6.03
2015-01-02 20:00:00,6.276,4.861,-1.184,-3.459
2015-01-02 21:00:00,8.56,6.542,1.485,-3.769
2015-01-02 22:00:00,8.736,-0.525,7.777,-2.793
2015-01-02 23:00:00,10.967,-1.522,8.97,-5.819
2015-01-03 00:00:00,11.088,-0.666,2.972,-0.803
2015-01-03 01:00:00,8.696,-3.425,1.17,5.149
2015-01-03 02:00:00,9.635,6.286,-5.734,2.284
2015-01-03 03:00:00,9.477,2.465,-0.068,1.443
2015-01-03 04:00:00,8.595,-2.697,3.898,-1.162
2015-01-03 05:00:00,8.16,-5.994,4.502,2.339
2015-01-03 06:00:00,9.673,-3.227,7.091,5.23
2015-01-03 07:00:00,8.906,3.246,-3.473,3.639
