datetime,Magnitude,BGSEc_X,BGSEc_Y,BGSEc_Z
2021-01-01 00:00:00,3.0,-0.746,-1.953,1.698
2021-01-01 01:00:00,2.75,0.724,-1.247,0.979
2021-01-01 02:00:00,2.786,0.437,-1.762,1.732
2021-01-01 03:00:00,2.741,0.807,-1.723,1.148
2021-01-01 04:00:00,2.541,0.748,-0.888,-0.391
2021-01-01 05:00:00,2.816,0.556,-0.552,-2.607
2021-01-01 06:00:00,3.117,-0.511,-0.167,-2.534
2021-01-01 07:00:00,3.14,-1.945,-1.28,1.002
2021-01-01 08:00:00,2.858,-1.495,-1.86,0.289
2021-01-01 09:00:00,2.676,-1.033,-1.864,0.942
2021-01-01 10:00:00,2.667,-0.678,-2.193,-0.013
2021-01-01 11:00:00,2.939,0.732,-1.289,0.567
2021-01-01 12:00:00,2.992,2.68,1.033,-0.148
2021-01-01 13:00:00,3.056,2.472,0.3,-1.219
2021-01-01 14:00:00,3.186,2.234,-0.757,0.945
2021-01-01 15:00:00,3.526,1.919,-1.646,2.114
2021-01-01 16:00:00,2.911,1.568,-1.076,1.799
2021-01-01 17:00:00,3.017,2.415,-1.389,0.557
2021-01-01 18:00:00,3.029,1.432,-1.449,-1.147
2021-01-01 19:00:00,3.445,2.994,-0.984,-0.429
2021-01-01 20:00:00,3.931,3.824,0.029,0.68
2021-01-01 21:00:00,3.356,2.531,-1.132,1.105
2021-01-01 22:00:00,2.949,2.194,0.314,-0.785
2021-01-01 23:00:00,2.954,2.233,0.441,0.769
2021-01-02 00:00:00,3.164,1.896,0.224,2.185
2021-01-02 01:00:00,3.142,2.316,-0.074,1.215
2021-01-02 02:00:00,3.22,2.372,0.467,1.474
2021-01-02 03:00:00,3.184,1.829,-0.333,2.205
2021-01-02 04:00:00,3.265,0.701,-2.667,0.708
2021-01-02 05:00:00,3.236,0.244,-2.958,-0.195
2021-01-02 06:00:00,3.207,1.751,-1.993,1.449
2021-01-02 07:00:00,3.485,2.319,1.384,1.808
2021-01-02 08:00:00,3.694,3.123,1.127,1.217
2021-01-02 09:00:00,3.765,3.417,0.146,1.008
2021-01-02 10:00:00,3.76,3.473,-0.328,1.144
2021-01-02 11:00:00,3.814,3.545,-0.451,1.125
2021-01-02 12:00:00,3.787,3.613,-0.579,0.422
2021-01-02 13:00:00,3.496,3.142,-0.666,-0.184
2021-01-02 14:00:00,3.301,2.309,-1.55,0.985
2021-01-02 15:00:00,3.567,3.09,-1.437,0.174
2021-01-02 16:00:00,3.313,2.369,-1.565,0.994
2021-01-02 17:00:00,3.156,0.788,-2.485,0.019
2021-01-02 18:00:00,3.252,1.777,-1.097,1.816
2021-01-02 19:00:00,2.815,1.067,-1.635,0.47
2021-01-02 20:00:00,3.491,3.044,-0.708,0.745
2021-01-02 21:00:00,3.595,0.297,-2.629,2.193
2021-01-02 22:00:00,3.722,1.768,-1.745,1.876
2021-01-02 23:00:00,3.286,2.351,-0.67,1.858
2021-01-03 00:00:00,2.2,1.727,-0.17,0.892
2021-01-03 01:00:00,2.347,1.882,-0.536,-0.737
2021-01-03 02:00:00,2.379,1.517,-0.554,-1.595
2021-01-03 03:00:00,2.405,1.549,0.036,-1.599
2021-01-03 04:00:00,2.634,2.306,-0.2,-1.16
2021-01-03 05:00:00,2.845,2.519,-0.96,-0.59
2021-01-03 06:00:00,3.277,2.499,-1.968,-0.214
2021-01-03 07:00:00,3.281,1.889,-2.569,0.198
2021-01-03 08:00:00,3.208,1.81,-2.247,1.206
2021-01-03 09:00:00,2.485,0.588,-0.194,0.51
2021-01-03 10:00:00,3.046,-2.455,1.638,-0.476
2021-01-03 11:00:00,2.795,-2.015,1.804,-0.257
2021-01-03 12:00:00,2.018,-1.404,1.327,0.124
2021-01-03 13:00:00,2.072,-1.064,1.575,-0.13
2021-01-03 14:00:00,1.402,0.037,0.742,0.14
2021-01-03 15:00:00,1.53,-0.406,0.822,-0.039
2021-01-03 16:00:00,2.791,-1.787,2.058,-0.115
2021-01-03 17:00:00,3.1,-1.786,2.305,0.079
2021-01-03 18:00:00,3.255,-1.279,2.895,-0.308
2021-01-03 19:00:00,3.959,-2.693,2.365,-1.031
2021-01-03 20:00:00,4.323,-2.225,3.585,-0.585
2021-01-03 21:00:00,3.99,-1.54,3.526,-0.155
2021-01-03 22:00:00,3.968,-0.889,3.73,-0.029
2021-01-03 23:00:00,3.458,-0.253,2.661,1.699
2021-01-04 00:00:00,3.085,-0.809,2.208,-0.106
2021-01-04 01:00:00,4.016,-2.276,2.512,-1.75
2021-01-04 02:00:00,4.869,-1.223,4.506,-1.233
2021-01-04 03:00:00,4.97,-1.371,4.607,-0.955
2021-01-04 04:00:00,4.17,-1.844,3.284,0.952
2021-01-04 05:00:00,3.85,-0.718,1.001,-1.381
2021-01-04 06:00:00,4.502,-1.08,2.345,-3.103
2021-01-04 07:00:00,5.096,0.776,2.95,-2.012
2021-01-04 08:00:00,4.673,-0.129,3.341,-1.226
2021-01-04 09:00:00,5.567,-0.847,5.307,-0.476
2021-01-04 10:00:00,6.255,-2.252,5.511,1.349
2021-01-04 11:00:00,6.522,-0.851,5.201,3.702
2021-01-04 12:00:00,6.88,-2.059,5.993,2.386
