datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
2010-01-01 00:00:00,-275.617,10.395,-21.75,276.62,,
2010-01-01 01:00:00,-270.901,9.453,-21.639,271.82,,
2010-01-01 02:00:00,-272.601,3.638,-17.308,273.09,,
2010-01-01 03:00:00,-278.35,3.731,-15.913,278.73,,
2010-01-01 04:00:00,-270.933,1.326,-23.495,271.79,,
2010-01-01 05:00:00,-276.618,7.54,-16.758,277.14,,
2010-01-01 06:00:00,-280.347,7.608,-22.055,281.22,,
2010-01-01 07:00:00,-290.765,5.612,-19.691,291.38,,
2010-01-01 08:00:00,-291.046,4.754,-26.414,292.18,,
2010-01-01 09:00:00,-284.54,1.498,-18.871,285.2,,
2010-01-01 10:00:00,-275.779,-3.855,-19.611,276.52,,
2010-01-01 11:00:00,-277.668,-5.542,-17.537,278.34,,
2010-01-01 12:00:00,-292.975,-6.555,-6.586,293.19,,
2010-01-01 13:00:00,-286.901,-6.569,-12.046,287.31,,
2010-01-01 14:00:00,-284.203,2.313,-9.476,284.66,,
2010-01-01 15:00:00,-276.852,-0.56,-6.532,277.09,,
2010-01-01 16:00:00,-278.124,-6.801,1.184,278.27,,
2010-01-01 17:00:00,-282.193,-5.018,-4.104,282.32,,
2010-01-01 18:00:00,-283.827,-4.926,-7.817,284.07,,
2010-01-01 19:00:00,-286.156,-7.896,-7.643,286.4,,
2010-01-01 20:00:00,-291.805,-11.697,-10.675,292.26,,
2010-01-01 21:00:00,-294.662,-11.359,-3.236,294.91,,
2010-01-01 22:00:00,-302.337,3.933,-8.063,302.51,,
2010-01-01 23:00:00,-300.447,2.78,-8.848,300.59,,
2010-01-02 00:00:00,-306.466,12.552,-22.512,307.57,,
2010-01-02 01:00:00,-305.145,14.967,-19.75,306.11,,
2010-01-02 02:00:00,-301.626,15.914,-12.844,302.2,,
2010-01-02 03:00:00,-302.199,23.372,-11.368,303.2,,
2010-01-02 04:00:00,-298.279,32.131,-17.832,300.19,,
2010-01-02 05:00:00,-296.148,27.802,-17.657,297.74,,
2010-01-02 06:00:00,-299.84,18.197,-26.275,301.28,,
2010-01-02 07:00:00,-291.03,14.151,-19.261,291.85,,
2010-01-02 08:00:00,-283.722,6.763,-18.207,284.3,,
2010-01-02 09:00:00,-281.988,3.551,-14.317,282.36,,
2010-01-02 10:00:00,-281.42,0.995,-15.607,281.9,,
