datetime,Magnitude,BGSEc_X,BGSEc_Y,BGSEc_Z
2018-01-01 00:00:00,8.254,-2.102,3.223,-3.067
2018-01-01 01:00:00,9.792,-1.324,8.34,-3.053
2018-01-01 02:00:00,12.072,0.286,8.672,-3.077
2018-01-01 03:00:00,9.709,-0.965,1.606,0.897
2018-01-01 04:00:00,7.375,-4.764,-2.279,1.982
2018-01-01 05:00:00,6.798,-6.352,0.964,-0.401
2018-01-01 06:00:00,7.298,-4.734,3.895,-0.317
2018-01-01 07:00:00,7.54,-3.242,5.66,-0.38
2018-01-01 08:00:00,7.821,-4.072,5.09,-1.509
2018-01-01 09:00:00,6.868,-4.75,4.629,-0.093
2018-01-01 10:00:00,6.334,-3.897,4.348,-1.546
2018-01-01 11:00:00,7.038,-2.88,5.758,-2.214
2018-01-01 12:00:00,6.77,-3.688,4.96,-2.194
2018-01-01 13:00:00,6.623,-5.546,3.279,-0.495
2018-01-01 14:00:00,5.686,-5.369,1.747,0.109
2018-01-01 15:00:00,4.922,-4.812,0.321,0.442
2018-01-01 16:00:00,5.032,-4.917,0.89,0.248
2018-01-01 17:00:00,5.572,-4.802,2.405,0.325
2018-01-01 18:00:00,5.54,-3.867,3.452,-0.516
2018-01-01 19:00:00,4.928,0.01,4.613,-1.086
2018-01-01 20:00:00,5.367,1.9,3.85,-2.106
2018-01-01 21:00:00,5.138,2.237,3.89,-1.212
2018-01-01 22:00:00,4.463,1.958,1.793,-1.796
2018-01-01 23:00:00,4.646,1.052,3.132,-1.557
2018-01-02 00:00:00,4.709,-0.32,3.552,-1.362
2018-01-02 01:00:00,3.768,-1.185,2.869,-1.203
2018-01-02 02:00:00,3.928,0.219,1.428,1.151
2018-01-02 03:00:00,3.389,-0.513,1.384,-0.375
2018-01-02 04:00:00,3.055,-2.817,0.049,0.797
2018-01-02 05:00:00,3.085,-2.934,-0.117,0.543
2018-01-02 06:00:00,2.686,-1.907,-0.806,0.183
2018-01-02 07:00:00,3.831,-2.528,-0.93,-0.234
2018-01-02 08:00:00,3.741,-2.814,-0.971,0.662
2018-01-02 09:00:00,2.416,-0.314,-1.539,-0.141
2018-01-02 10:00:00,4.801,-4.54,-0.018,1.264
2018-01-02 11:00:00,5.433,-4.926,1.141,1.63
2018-01-02 12:00:00,5.681,-0.664,4.557,-1.329
2018-01-02 13:00:00,4.367,-2.909,0.894,-0.54
2018-01-02 14:00:00,3.627,-0.699,3.005,-1.305
2018-01-02 15:00:00,4.272,0.076,3.709,-0.865
2018-01-02 16:00:00,4.113,-0.526,3.14,0.032
2018-01-02 17:00:00,4.306,3.421,1.382,-1.728
2018-01-02 18:00:00,4.302,3.853,1.436,-0.993
2018-01-02 19:00:00,3.391,2.701,0.812,-1.739
2018-01-02 20:00:00,4.503,-0.043,3.628,0.622
2018-01-02 21:00:00,4.002,-1.788,3.202,1.268
2018-01-02 22:00:00,3.442,1.335,2.332,0.844
2018-01-02 23:00:00,3.546,-2.3,1.993,-0.22
2018-01-03 00:00:00,3.741,-1.327,3.058,0.798
2018-01-03 01:00:00,3.734,0.701,3.09,-0.891
2018-01-03 02:00:00,2.635,-0.015,2.374,-0.747
2018-01-03 03:00:00,3.582,0.19,3.33,-0.171
2018-01-03 04:00:00,2.987,-0.875,2.764,0.342
2018-01-03 05:00:00,3.778,-2.767,2.088,0.408
2018-01-03 06:00:00,3.449,-0.028,1.892,-0.326
2018-01-03 07:00:00,4.796,-0.439,3.063,-3.416
2018-01-03 08:00:00,5.506,-3.239,3.873,1.448
2018-01-03 09:00:00,4.099,-2.335,2.978,0.959
2018-01-03 10:00:00,4.754,-4.072,0.52,1.897
2018-01-03 11:00:00,4.568,-3.857,0.27,1.17
2018-01-03 12:00:00,3.875,-2.991,1.949,-0.118
2018-01-03 13:00:00,3.509,-2.308,1.465,-1.138
2018-01-03 14:00:00,3.148,-2.0,-0.49,-0.933
2018-01-03 15:00:00,3.583,-2.748,-0.971,1.555
2018-01-03 16:00:00,4.231,-0.958,1.958,0.652
2018-01-03 17:00:00,4.38,-3.457,-0.4,2.264
2018-01-03 18:00:00,4.564,-3.505,-2.182,1.64
2018-01-03 19:00:00,3.972,-3.058,-1.973,1.115
2018-01-03 20:00:00,4.215,-3.121,-1.668,2.086
2018-01-03 21:00:00,4.149,-3.785,-1.049,1.19
2018-01-03 22:00:00,3.644,-1.916,1.678,-1.979
2018-01-03 23:00:00,4.308,-3.052,1.779,-0.54
2018-01-04 00:00:00,4.887,-3.853,1.997,1.888
2018-01-04 01:00:00,4.726,-3.642,2.5,0.671
2018-01-04 02:00:00,4.336,-2.133,3.471,-0.958
2018-01-04 03:00:00,4.227,1.501,2.409,-2.518
2018-01-04 04:00:00,4.14,0.802,2.326,-1.906
2018-01-04 05:00:00,3.375,1.494,0.743,-1.082
2018-01-04 06:00:00,3.453,-1.151,2.815,0.056
2018-01-04 07:00:00,3.064,-1.896,1.945,0.727
2018-01-04 08:00:00,3.572,-2.597,2.314,-0.198
2018-01-04 09:00:00,3.731,-2.786,2.264,-0.604
2018-01-04 10:00:00,3.886,-3.073,2.202,-0.357
2018-01-04 11:00:00,3.094,-2.528,1.169,-1.018
2018-01-04 12:00:00,2.82,-2.678,-0.098,-0.404
2018-01-04 13:00:00,2.785,-2.41,-1.015,0.754
2018-01-04 14:00:00,3.1,-2.901,0.08,0.763
2018-01-04 15:00:00,3.74,-3.16,1.451,0.844
2018-01-04 16:00:00,3.473,2.155,1.071,-2.158
