datetime,Magnitude,BGSEc_X,BGSEc_Y,BGSEc_Z
2017-07-01 00:00:00,4.794,1.389,3.947,-2.06
2017-07-01 01:00:00,5.079,-0.387,4.514,-0.453
2017-07-01 02:00:00,5.023,-1.662,3.652,-0.057
2017-07-01 03:00:00,6.667,1.978,1.522,-5.786
2017-07-01 04:00:00,8.02,-1.111,6.304,-4.601
2017-07-01 05:00:00,9.399,-2.765,8.325,-2.977
2017-07-01 06:00:00,9.768,-1.836,9.349,0.549
2017-07-01 07:00:00,8.163,-1.107,5.632,4.237
2017-07-01 08:00:00,7.976,-3.488,2.113,5.615
2017-07-01 09:00:00,8.678,-2.942,4.691,1.834
2017-07-01 10:00:00,9.533,-4.051,8.521,0.84
2017-07-01 11:00:00,9.415,-2.068,8.821,1.283
2017-07-01 12:00:00,8.413,-0.043,6.71,-3.585
2017-07-01 13:00:00,8.872,-0.882,7.578,-2.287
2017-07-01 14:00:00,10.25,-1.067,9.577,0.969
2017-07-01 15:00:00,10.797,0.291,10.47,1.521
2017-07-01 16:00:00,14.976,-0.003,14.413,3.251
2017-07-01 17:00:00,17.873,0.083,15.021,4.456
2017-07-01 18:00:00,15.929,-7.51,1.256,13.345
2017-07-01 19:00:00,14.917,-2.954,10.371,8.948
2017-07-01 20:00:00,14.142,-5.444,8.282,8.979
2017-07-01 21:00:00,16.223,-2.709,12.603,8.632
2017-07-01 22:00:00,16.328,-3.997,11.412,10.157
2017-07-01 23:00:00,12.395,-7.183,-5.676,6.624
2017-07-02 00:00:00,14.621,-10.482,2.831,9.063
2017-07-02 01:00:00,14.818,-5.667,9.416,7.952
2017-07-02 02:00:00,14.252,3.546,13.489,1.672
2017-07-02 03:00:00,13.538,3.851,12.067,-0.132
2017-07-02 04:00:00,14.485,8.972,9.399,-5.957
2017-07-02 05:00:00,13.511,7.525,7.651,-5.251
2017-07-02 06:00:00,13.712,9.428,6.354,-7.448
2017-07-02 07:00:00,11.546,0.785,7.227,5.058
2017-07-02 08:00:00,11.121,1.116,6.416,7.876
2017-07-02 09:00:00,9.545,0.625,1.676,0.476
2017-07-02 10:00:00,7.823,0.7,0.914,0.421
2017-07-02 11:00:00,8.992,4.851,5.603,4.938
2017-07-02 12:00:00,8.85,4.682,6.07,4.24
2017-07-02 13:00:00,8.554,2.889,6.736,4.341
2017-07-02 14:00:00,8.358,-0.134,6.36,4.545
2017-07-02 15:00:00,8.859,-5.637,3.851,5.431
2017-07-02 16:00:00,8.649,-3.061,4.465,5.446
2017-07-02 17:00:00,8.403,1.911,5.49,5.577
2017-07-02 18:00:00,8.306,-3.07,0.109,3.038
2017-07-02 19:00:00,8.288,-6.285,-4.501,0.565
2017-07-02 20:00:00,7.821,-3.441,0.167,6.517
2017-07-02 21:00:00,8.979,3.314,5.579,5.201
2017-07-02 22:00:00,8.208,2.119,4.836,6.139
2017-07-02 23:00:00,8.233,1.615,3.945,6.962
2017-07-03 00:00:00,7.235,-1.787,0.354,6.813
2017-07-03 01:00:00,6.903,-2.786,-1.482,6.089
2017-07-03 02:00:00,5.103,-0.697,-3.362,1.675
2017-07-03 03:00:00,4.167,0.95,-3.958,0.068
2017-07-03 04:00:00,4.453,-0.089,-2.941,1.503
2017-07-03 05:00:00,5.096,1.868,-3.83,0.399
2017-07-03 06:00:00,4.211,2.059,-3.009,0.553
2017-07-03 07:00:00,3.723,2.269,-1.319,-1.009
2017-07-03 08:00:00,3.141,0.537,-1.985,0.127
2017-07-03 09:00:00,3.023,2.033,0.807,-1.359
2017-07-03 10:00:00,3.202,2.765,-1.33,0.416
2017-07-03 11:00:00,2.855,1.78,-1.778,-0.177
2017-07-03 12:00:00,2.971,1.729,-2.123,0.259
2017-07-03 13:00:00,3.311,0.537,-2.467,-1.884
2017-07-03 14:00:00,3.355,1.733,-2.473,-0.631
2017-07-03 15:00:00,3.545,1.913,-2.434,0.799
2017-07-03 16:00:00,3.649,2.202,-2.424,0.956
2017-07-03 17:00:00,3.42,2.548,-1.644,0.569
2017-07-03 18:00:00,3.198,0.65,-2.72,-0.494
2017-07-03 19:00:00,2.95,0.529,-2.288,-1.016
2017-07-03 20:00:00,3.046,0.069,-2.457,-0.673
2017-07-03 21:00:00,3.669,-0.927,-3.087,-1.569
2017-07-03 22:00:00,3.698,1.084,-2.384,-0.69
2017-07-03 23:00:00,4.009,3.087,-1.772,0.886
2017-07-04 00:00:00,4.372,3.79,-0.751,1.521
2017-07-04 01:00:00,3.795,0.879,-2.86,-0.636
2017-07-04 02:00:00,4.032,1.247,-1.927,0.001
2017-07-04 03:00:00,4.22,0.501,-1.803,0.01
2017-07-04 04:00:00,4.195,0.881,-3.853,-0.854
2017-07-04 05:00:00,4.33,2.94,-2.119,1.0
2017-07-04 06:00:00,4.326,2.96,-2.551,0.713
2017-07-04 07:00:00,4.234,3.462,0.028,1.895
