datetime,Magnitude,BGSM_X,BGSM_Y,BGSM_Z
2017-01-01 00:00:00,7.001,-6.333,0.794,-0.397
2017-01-01 01:00:00,5.892,-4.706,1.574,-2.116
2017-01-01 02:00:00,5.976,-4.288,0.734,-3.857
2017-01-01 03:00:00,6.196,1.896,-1.788,-3.68
2017-01-01 04:00:00,5.873,2.596,-0.305,-4.035
2017-01-01 05:00:00,4.96,-2.097,1.369,-2.124
2017-01-01 06:00:00,4.612,-1.128,1.149,-0.903
2017-01-01 07:00:00,4.949,-0.104,2.377,-2.456
2017-01-01 08:00:00,3.155,-2.24,-0.405,0.105
2017-01-01 09:00:00,4.011,0.186,-3.245,-0.879
2017-01-01 10:00:00,4.672,-1.297,-4.079,-0.894
2017-01-01 11:00:00,3.648,0.15,1.616,-0.499
2017-01-01 12:00:00,3.936,0.204,0.729,0.026
2017-01-01 13:00:00,4.748,3.048,2.34,0.122
2017-01-01 14:00:00,4.7,1.588,3.899,0.173
2017-01-01 15:00:00,3.505,0.672,2.235,-1.14
2017-01-01 16:00:00,3.777,2.429,1.948,-0.59
2017-01-01 17:00:00,2.816,1.998,0.896,-0.121
2017-01-01 18:00:00,2.89,1.47,1.606,-0.075
2017-01-01 19:00:00,3.026,0.848,1.492,-1.485
2017-01-01 20:00:00,3.465,-0.555,2.349,0.734
2017-01-01 21:00:00,3.035,-2.012,0.754,-0.599
2017-01-01 22:00:00,3.577,-2.959,-1.81,-0.088
2017-01-01 23:00:00,3.007,-2.236,-1.57,-0.192
2017-01-02 00:00:00,2.67,-0.551,-0.606,-0.773
2017-01-02 01:00:00,2.613,-0.203,0.381,-1.297
2017-01-02 02:00:00,3.056,1.244,1.542,-1.784
2017-01-02 03:00:00,3.368,2.098,0.508,-2.23
2017-01-02 04:00:00,3.182,0.144,0.965,-2.051
2017-01-02 05:00:00,3.184,-0.768,1.372,-2.534
2017-01-02 06:00:00,3.817,-0.537,-0.324,-3.65
2017-01-02 07:00:00,3.411,-0.177,-0.384,-3.106
2017-01-02 08:00:00,3.531,0.461,-1.373,-3.11
2017-01-02 09:00:00,3.926,-0.063,-2.439,-2.937
2017-01-02 10:00:00,4.383,0.805,-1.411,-3.904
2017-01-02 11:00:00,4.839,1.915,-0.818,-4.253
2017-01-02 12:00:00,5.469,1.675,-0.537,-5.076
2017-01-02 13:00:00,4.683,0.603,2.805,-3.583
2017-01-02 14:00:00,4.433,-1.482,3.005,-2.434
2017-01-02 15:00:00,5.051,-3.603,2.893,-1.207
2017-01-02 16:00:00,5.171,-4.156,3.003,-0.124
2017-01-02 17:00:00,5.187,-3.851,3.426,0.246
2017-01-02 18:00:00,5.455,-3.489,4.084,-0.075
2017-01-02 19:00:00,6.716,-5.53,3.566,1.174
2017-01-02 20:00:00,6.863,-6.29,1.681,1.799
2017-01-02 21:00:00,7.005,-6.268,2.118,2.157
2017-01-02 22:00:00,4.871,-3.857,2.718,1.091
2017-01-02 23:00:00,5.652,-4.612,2.598,1.077
2017-01-03 00:00:00,6.205,-4.384,3.825,0.051
2017-01-03 01:00:00,6.203,-4.973,3.605,0.135
2017-01-03 02:00:00,5.687,-3.206,3.942,-0.895
2017-01-03 03:00:00,5.331,-0.433,3.212,-1.347
2017-01-03 04:00:00,5.308,-3.112,3.794,-0.812
2017-01-03 05:00:00,6.134,-4.032,3.354,0.548
2017-01-03 06:00:00,5.026,-2.769,1.532,-1.382
2017-01-03 07:00:00,8.488,4.398,-3.215,3.877
2017-01-03 08:00:00,9.283,4.029,-3.271,-0.918
2017-01-03 09:00:00,9.795,-3.983,1.434,-5.977
2017-01-03 10:00:00,5.75,0.413,-1.954,-3.817
2017-01-03 11:00:00,8.07,0.999,-4.237,-5.537
2017-01-03 12:00:00,8.008,5.089,-5.033,1.095
2017-01-03 13:00:00,7.795,6.035,-2.313,1.751
2017-01-03 14:00:00,7.62,5.848,-3.46,-0.902
2017-01-03 15:00:00,7.892,5.9,-2.669,-1.83
2017-01-03 16:00:00,7.359,3.693,-0.872,-3.452
2017-01-03 17:00:00,8.054,6.998,-3.877,0.274
