datetime,Magnitude,BGSEc_X,BGSEc_Y,BGSEc_Z
2022-01-01 00:00:00,8.349,-6.069,4.097,-2.176
2022-01-01 01:00:00,9.213,-4.103,4.544,-2.402
2022-01-01 02:00:00,9.051,0.903,2.341,-8.152
2022-01-01 03:00:00,8.508,-0.662,2.204,-7.036
2022-01-01 04:00:00,8.706,-6.174,5.858,0.033
2022-01-01 05:00:00,9.137,-5.606,6.958,0.079
2022-01-01 06:00:00,9.4,-6.693,5.952,-2.007
2022-01-01 07:00:00,9.508,-4.88,5.679,2.57
2022-01-01 08:00:00,9.539,-2.877,6.589,5.729
2022-01-01 09:00:00,9.956,-5.925,7.301,2.6
2022-01-01 10:00:00,9.473,-5.796,7.162,1.805
2022-01-01 11:00:00,9.035,-4.648,7.111,2.046
2022-01-01 12:00:00,8.723,-6.05,6.061,1.547
2022-01-01 13:00:00,8.44,-5.815,5.893,0.982
2022-01-01 14:00:00,8.158,-5.819,5.508,0.704
2022-01-01 15:00:00,7.533,-5.831,4.511,-0.376
2022-01-01 16:00:00,7.115,-5.709,0.533,-2.396
2022-01-01 17:00:00,7.431,-7.041,-1.263,-0.277
2022-01-01 18:00:00,7.315,-5.866,0.696,-2.19
2022-01-01 19:00:00,7.365,-4.769,2.071,-0.483
2022-01-01 20:00:00,7.204,-4.784,4.779,1.565
2022-01-01 21:00:00,7.245,-4.178,5.657,0.363
2022-01-01 22:00:00,6.668,-4.233,4.372,-0.132
2022-01-01 23:00:00,6.981,-2.832,5.644,-0.14
2022-01-02 00:00:00,6.54,-2.501,3.656,-1.958
2022-01-02 01:00:00,6.991,-3.948,4.703,0.858
2022-01-02 02:00:00,7.103,-4.289,5.054,1.109
2022-01-02 03:00:00,7.146,-5.191,3.766,-0.449
2022-01-02 04:00:00,6.936,-5.581,2.688,-0.858
2022-01-02 05:00:00,7.059,-4.745,4.974,0.497
2022-01-02 06:00:00,7.44,-3.684,6.296,0.397
2022-01-02 07:00:00,7.372,-3.859,6.104,0.105
2022-01-02 08:00:00,7.358,-4.494,5.737,0.456
2022-01-02 09:00:00,6.999,-5.0,4.722,0.882
2022-01-02 10:00:00,6.57,-4.377,4.534,-0.696
2022-01-02 11:00:00,5.734,-3.198,4.379,-0.708
2022-01-02 12:00:00,6.175,-5.231,3.048,0.407
2022-01-02 13:00:00,6.241,-5.765,2.032,-0.431
2022-01-02 14:00:00,5.541,-5.144,-0.166,-1.623
2022-01-02 15:00:00,5.696,-3.35,-3.628,-2.037
2022-01-02 16:00:00,5.839,-4.447,0.722,-0.587
2022-01-02 17:00:00,6.193,-5.344,0.41,-1.872
2022-01-02 18:00:00,5.787,-4.506,-1.475,-2.532
2022-01-02 19:00:00,6.241,-0.556,-5.21,-2.583
2022-01-02 20:00:00,6.253,-1.988,-4.536,-0.794
2022-01-02 21:00:00,6.427,-5.642,-1.564,0.015
2022-01-02 22:00:00,6.431,-5.403,2.054,-1.144
2022-01-02 23:00:00,6.385,-2.416,-1.714,-0.167
2022-01-03 00:00:00,6.719,-3.9,3.241,1.143
2022-01-03 01:00:00,6.396,-2.917,4.232,-0.778
