datetime,V_GSM_X,V_GSM_Y,V_GSM_Z,Vp,Np,Tpr
2006-01-01 00:00:00,-455.499,-1.885,25.163,456.16,3.3597,6449.7
2006-01-01 01:00:00,-452.775,-1.064,29.018,453.58,2.7324,5364.2
2006-01-01 02:00:00,-457.847,-4.694,22.006,458.35,2.8156,5884.3
2006-01-01 03:00:00,-457.234,-4.411,16.255,457.51,2.6733,7935.8
2006-01-01 04:00:00,-456.742,1.815,21.213,457.22,3.1456,11372.6
2006-01-01 05:00:00,-453.269,7.074,8.859,453.63,4.004,24141.9
2006-01-01 06:00:00,-447.98,9.463,23.13,448.56,3.5923,12880.2
2006-01-01 07:00:00,-453.205,14.138,28.14,454.15,3.9978,13180.9
2006-01-01 08:00:00,-460.511,8.692,25.793,461.39,4.7612,18146.9
2006-01-01 09:00:00,-454.842,8.535,19.225,455.45,7.1114,32397.7
2006-01-01 10:00:00,-445.481,5.662,15.375,445.88,7.2235,41267.7
2006-01-01 11:00:00,-450.205,5.955,13.991,450.68,8.3059,51559.9
2006-01-01 12:00:00,-440.056,3.259,10.743,440.46,6.5058,62775.1
2006-01-01 13:00:00,-468.549,22.806,33.794,471.17,8.5193,66619.6
2006-01-01 14:00:00,-479.959,32.661,28.008,482.63,13.7132,126296.6
2006-01-01 15:00:00,-480.928,18.51,34.983,483.26,14.0772,131056.1
2006-01-01 16:00:00,-485.525,1.895,42.42,488.12,14.3405,130519.1
2006-01-01 17:00:00,-470.381,14.933,21.012,471.6,13.9523,117310.7
2006-01-01 18:00:00,-465.102,-15.633,34.675,467.07,18.6605,146955.9
2006-01-01 19:00:00,-456.595,6.066,35.273,458.4,17.0283,95590.2
2006-01-01 20:00:00,-451.332,19.46,28.075,452.88,15.2164,80673.7
2006-01-01 21:00:00,-453.875,6.775,37.959,455.89,17.0094,119388.6
2006-01-01 22:00:00,-449.136,-4.322,46.971,451.71,15.7298,144095.1
2006-01-01 23:00:00,-446.597,0.846,54.896,450.1,12.5221,122991.2
2006-01-02 00:00:00,-433.589,-33.448,42.661,437.23,7.7762,141514.3
2006-01-02 01:00:00,-430.936,-0.878,42.67,432.91,6.4586,137622.4
