datetime,Magnitude,BGSM_X,BGSM_Y,BGSM_Z
2023-01-01 00:00:00,5.042,-2.999,0.636,0.531
2023-01-01 01:00:00,5.057,-3.96,-1.674,1.537
2023-01-01 02:00:00,4.967,-3.608,1.3,-0.308
2023-01-01 03:00:00,4.946,-2.544,2.446,1.385
2023-01-01 04:00:00,4.918,-3.131,2.027,1.716
2023-01-01 05:00:00,4.701,-4.14,-1.16,0.611
2023-01-01 06:00:00,4.761,-4.218,0.843,-0.821
2023-01-01 07:00:00,4.72,-3.046,2.053,1.05
2023-01-01 08:00:00,4.839,-2.341,1.837,-2.538
2023-01-01 09:00:00,4.961,-3.494,2.724,0.51
2023-01-01 10:00:00,4.801,-3.66,0.389,2.226
2023-01-01 11:00:00,4.715,-3.85,1.037,0.918
2023-01-01 12:00:00,4.704,-1.955,3.095,0.313
2023-01-01 13:00:00,4.705,-2.068,3.467,-0.768
2023-01-01 14:00:00,4.74,-1.788,3.612,-0.299
2023-01-01 15:00:00,4.738,-3.876,2.142,-0.604
2023-01-01 16:00:00,4.229,-1.645,2.351,-1.565
2023-01-01 17:00:00,3.936,-0.272,2.447,-2.128
2023-01-01 18:00:00,4.647,0.031,2.857,-2.823
2023-01-01 19:00:00,4.469,0.592,1.821,-2.797
2023-01-01 20:00:00,4.272,-3.645,0.949,1.143
2023-01-01 21:00:00,4.405,-2.371,-0.09,-2.403
2023-01-01 22:00:00,4.547,-2.0,0.81,-2.38
2023-01-01 23:00:00,4.704,-1.149,3.116,-1.761
2023-01-02 00:00:00,4.65,-0.983,3.182,-0.409
2023-01-02 01:00:00,4.552,-2.231,2.943,1.692
2023-01-02 02:00:00,4.628,-3.276,1.261,2.108
2023-01-02 03:00:00,4.858,-0.213,3.979,0.37
2023-01-02 04:00:00,4.468,-3.326,1.099,1.654
2023-01-02 05:00:00,4.244,-2.808,1.966,1.709
2023-01-02 06:00:00,4.198,-3.473,1.501,1.561
2023-01-02 07:00:00,4.041,-3.321,1.458,1.631
2023-01-02 08:00:00,2.671,-0.683,0.468,-1.659
2023-01-02 09:00:00,3.008,2.432,-0.137,-1.257
2023-01-02 10:00:00,3.072,-1.323,1.3,-0.462
2023-01-02 11:00:00,3.306,-0.235,-1.781,-2.529
2023-01-02 12:00:00,3.397,0.087,0.526,-2.632
2023-01-02 13:00:00,3.967,1.003,3.475,0.759
2023-01-02 14:00:00,2.49,0.259,1.581,0.228
2023-01-02 15:00:00,2.327,-1.453,1.066,0.353
2023-01-02 16:00:00,3.416,-2.186,2.415,0.27
2023-01-02 17:00:00,3.534,-1.065,2.304,0.15
2023-01-02 18:00:00,3.245,-1.183,0.099,-0.87
2023-01-02 19:00:00,3.637,0.413,0.487,-1.479
2023-01-02 20:00:00,3.914,1.118,1.659,-2.813
2023-01-02 21:00:00,3.507,1.149,0.363,-2.454
2023-01-02 22:00:00,3.641,0.178,2.763,-0.73
2023-01-02 23:00:00,3.324,-0.914,1.902,0.957
2023-01-03 00:00:00,3.455,-2.186,1.225,1.518
2023-01-03 01:00:00,3.952,-0.971,1.333,3.296
2023-01-03 02:00:00,3.739,-2.317,0.903,1.812
2023-01-03 03:00:00,3.055,0.393,1.025,-0.715
2023-01-03 04:00:00,3.372,0.841,2.52,0.77
2023-01-03 05:00:00,2.548,0.041,1.217,-0.992
2023-01-03 06:00:00,2.523,1.038,-0.275,-0.556
2023-01-03 07:00:00,3.13,2.542,-0.318,0.235
2023-01-03 08:00:00,3.16,-0.211,2.651,0.891
2023-01-03 09:00:00,3.052,-0.785,2.524,-0.287
2023-01-03 10:00:00,2.998,0.148,2.65,-1.137
2023-01-03 11:00:00,2.683,-1.151,1.566,-0.124
2023-01-03 12:00:00,3.099,-2.887,-0.034,0.599
2023-01-03 13:00:00,3.26,-2.711,-0.435,-0.116
2023-01-03 14:00:00,3.675,1.207,0.977,-2.489
2023-01-03 15:00:00,5.01,2.036,2.782,-2.798
2023-01-03 16:00:00,5.563,-1.152,-0.741,-3.194
2023-01-03 17:00:00,6.693,-5.315,1.53,0.262
2023-01-03 18:00:00,5.095,2.028,2.546,-1.02
2023-01-03 19:00:00,6.016,3.239,4.631,0.792
2023-01-03 20:00:00,5.472,4.062,2.871,0.362
2023-01-03 21:00:00,8.138,2.633,4.462,0.009
2023-01-03 22:00:00,9.187,1.132,6.701,-4.361
2023-01-03 23:00:00,11.205,3.155,10.212,-1.341
2023-01-04 00:00:00,11.625,5.522,10.086,-1.457
2023-01-04 01:00:00,10.329,5.77,8.196,-1.33
2023-01-04 02:00:00,12.22,-0.173,5.636,-10.244
2023-01-04 03:00:00,13.077,-1.051,8.082,-10.164
2023-01-04 04:00:00,14.447,-1.661,11.195,-8.929
2023-01-04 05:00:00,16.288,-2.416,12.64,-9.87
2023-01-04 06:00:00,17.522,-2.152,15.166,-8.314
2023-01-04 07:00:00,18.523,-0.155,18.094,-3.806
2023-01-04 08:00:00,18.851,-0.651,18.752,-1.584
2023-01-04 09:00:00,19.008,-0.25,18.88,1.772
2023-01-04 10:00:00,19.019,-0.801,18.482,4.292
2023-01-04 11:00:00,18.882,-0.391,17.058,7.78
2023-01-04 12:00:00,18.217,-1.611,14.03,11.421
2023-01-04 13:00:00,16.817,-0.076,10.097,11.63
2023-01-04 14:00:00,15.65,1.321,8.589,11.666
2023-01-04 15:00:00,15.681,1.652,4.389,14.89
2023-01-04 16:00:00,16.04,0.646,5.207,14.954
2023-01-04 17:00:00,16.683,2.644,4.119,15.789
2023-01-04 18:00:00,16.913,1.695,-1.632,16.625
2023-01-04 19:00:00,17.394,2.094,-4.54,16.59
2023-01-04 20:00:00,17.66,1.082,-7.149,16.031
2023-01-04 21:00:00,17.408,0.869,-9.545,14.378
2023-01-04 22:00:00,17.006,1.249,-11.626,12.214
2023-01-04 23:00:00,16.682,0.27,-11.534,11.863
2023-01-05 00:00:00,16.816,0.086,-11.706,11.73
2023-01-05 01:00:00,17.839,1.452,-12.732,12.365
2023-01-05 02:00:00,19.395,1.806,-13.936,13.308
2023-01-05 03:00:00,19.958,2.487,-16.327,11.081
2023-01-05 04:00:00,19.206,2.398,-16.247,9.91
2023-01-05 05:00:00,19.323,1.216,-16.089,10.542
2023-01-05 06:00:00,19.184,2.331,-17.047,8.446
2023-01-05 07:00:00,18.162,2.327,-15.72,8.69
2023-01-05 08:00:00,17.934,2.705,-16.656,5.629
2023-01-05 09:00:00,16.821,3.125,-13.522,8.005
2023-01-05 10:00:00,16.466,3.211,-12.686,-0.385
2023-01-05 11:00:00,15.013,1.411,-13.594,-4.949
2023-01-05 12:00:00,14.252,1.336,-13.331,-4.178
2023-01-05 13:00:00,13.871,1.61,-10.912,-8.38
2023-01-05 14:00:00,12.598,1.711,-9.741,-7.613
2023-01-05 15:00:00,12.027,1.715,-10.183,-5.576
2023-01-05 16:00:00,11.743,3.193,-9.909,-4.792
2023-01-05 17:00:00,11.455,1.545,-9.339,-6.088
2023-01-05 18:00:00,10.897,1.964,-8.417,-5.708
2023-01-05 19:00:00,10.809,2.494,-7.737,-5.944
2023-01-05 20:00:00,11.377,3.337,-9.347,-5.013
2023-01-05 21:00:00,10.37,1.99,-9.426,-1.775
2023-01-05 22:00:00,8.903,-0.79,-7.57,4.056
2023-01-05 23:00:00,8.296,-0.03,-6.028,4.482
2023-01-06 00:00:00,8.102,-0.373,-4.163,6.231
2023-01-06 01:00:00,8.834,0.632,-6.56,4.931
2023-01-06 02:00:00,10.226,0.777,-8.162,4.635
2023-01-06 03:00:00,10.96,1.694,-10.155,2.618
2023-01-06 04:00:00,10.74,-0.001,-8.914,5.306
2023-01-06 05:00:00,10.454,-2.135,-9.158,3.97
2023-01-06 06:00:00,10.811,-1.441,-10.345,-0.548
2023-01-06 07:00:00,11.37,1.044,-10.165,4.087
2023-01-06 08:00:00,11.439,3.006,-10.045,3.437
2023-01-06 09:00:00,11.603,1.646,-10.655,3.68
2023-01-06 10:00:00,11.123,-4.072,-8.115,5.914
2023-01-06 11:00:00,9.116,-2.615,-5.812,6.14
2023-01-06 12:00:00,9.453,-0.705,-8.477,3.069
2023-01-06 13:00:00,9.956,-0.874,-6.136,7.081
2023-01-06 14:00:00,10.226,-2.891,-6.041,7.244
2023-01-06 15:00:00,10.649,-1.26,-7.946,6.241
2023-01-06 16:00:00,10.795,0.663,-9.34,5.11
2023-01-06 17:00:00,10.977,-0.425,-9.733,4.255
2023-01-06 18:00:00,10.563,-0.988,-9.534,3.603
2023-01-06 19:00:00,9.279,-0.487,-7.252,1.378
2023-01-06 20:00:00,8.847,2.586,-6.167,-0.861
2023-01-06 21:00:00,7.277,-0.099,-4.874,-0.16
2023-01-06 22:00:00,8.701,2.393,-7.379,-2.218
2023-01-06 23:00:00,8.006,-2.459,-6.375,2.301
2023-01-07 00:00:00,7.637,4.079,-5.63,-2.5
2023-01-07 01:00:00,7.572,0.852,-6.907,1.131
2023-01-07 02:00:00,7.392,0.79,-7.15,-0.099
2023-01-07 03:00:00,6.889,3.563,-4.179,-0.779
2023-01-07 04:00:00,6.926,0.759,-5.976,-1.126
2023-01-07 05:00:00,7.13,4.936,-3.76,-0.656
2023-01-07 06:00:00,7.252,3.906,-5.216,1.321
2023-01-07 07:00:00,8.068,4.961,-5.063,2.951
2023-01-07 08:00:00,7.811,3.228,-5.315,4.316
2023-01-07 09:00:00,7.035,4.611,-2.184,4.571
2023-01-07 10:00:00,7.016,-0.214,-3.735,5.321
2023-01-07 11:00:00,6.804,-1.773,-5.058,3.663
2023-01-07 12:00:00,6.828,3.0,-3.204,4.38
2023-01-07 13:00:00,7.029,2.223,-3.988,5.004
2023-01-07 14:00:00,6.893,2.254,-5.303,0.551
2023-01-07 15:00:00,6.828,4.892,1.396,-1.836
2023-01-07 16:00:00,6.809,3.22,-3.24,2.748
2023-01-07 17:00:00,6.829,2.784,-4.475,3.128
