datetime,Np,Vp,Tpr
2019-01-01 00:00:00,2.9433,465.05,27426.0
2019-01-01 01:00:00,2.7684,454.21,35275.0
2019-01-01 02:00:00,2.9052,446.01,32634.0
2019-01-01 03:00:00,3.2857,442.65,36358.0
2019-01-01 04:00:00,3.7653,436.22,35561.0
2019-01-01 05:00:00,3.7095,436.11,37288.0
2019-01-01 06:00:00,3.7084,435.43,42719.0
2019-01-01 07:00:00,4.1694,433.26,35943.0
2019-01-01 08:00:00,3.9843,430.09,26306.0
2019-01-01 09:00:00,3.1476,427.73,42042.0
2019-01-01 10:00:00,3.0147,426.95,48941.0
2019-01-01 11:00:00,2.6917,416.84,63097.0
2019-01-01 12:00:00,2.6102,411.94,71552.0
2019-01-01 13:00:00,2.6239,414.45,77232.0
2019-01-01 14:00:00,1.9881,408.39,89538.0
2019-01-01 15:00:00,2.2421,406.57,81511.0
2019-01-01 16:00:00,1.5129,398.94,100670.0
2019-01-01 17:00:00,1.2229,397.88,101489.0
2019-01-01 18:00:00,1.3727,396.62,94121.0
2019-01-01 19:00:00,1.9199,397.04,90116.0
2019-01-01 20:00:00,2.0728,395.49,81880.0
2019-01-01 21:00:00,1.7119,402.21,64717.0
2019-01-01 22:00:00,1.3507,393.84,73092.0
2019-01-01 23:00:00,1.1655,392.68,75581.0
2019-01-02 00:00:00,1.4191,387.64,70372.0
2019-01-02 01:00:00,1.8489,382.53,56867.0
2019-01-02 02:00:00,2.1254,378.72,46425.0
2019-01-02 03:00:00,2.1201,380.17,60819.0
2019-01-02 04:00:00,2.2154,378.25,77569.0
2019-01-02 05:00:00,2.4038,373.61,72966.0
2019-01-02 06:00:00,2.2858,367.15,63046.0
2019-01-02 07:00:00,2.346,368.02,46288.0
2019-01-02 08:00:00,1.4813,369.28,79455.0
2019-01-02 09:00:00,1.8989,360.3,67318.0
2019-01-02 10:00:00,1.9039,354.84,48856.0
2019-01-02 11:00:00,2.6837,350.58,40592.0
2019-01-02 12:00:00,2.3988,348.69,43027.0
2019-01-02 13:00:00,2.913,348.34,33467.0
2019-01-02 14:00:00,3.0838,347.64,26572.0
2019-01-02 15:00:00,3.5414,346.39,21143.0
2019-01-02 16:00:00,3.1025,344.05,25368.0
2019-01-02 17:00:00,3.2558,354.85,25529.0
2019-01-02 18:00:00,3.153,359.66,25699.0
2019-01-02 19:00:00,3.1809,352.61,22902.0
2019-01-02 20:00:00,4.1134,344.23,21158.0
2019-01-02 21:00:00,4.0504,343.01,21755.0
2019-01-02 22:00:00,3.9983,345.42,24075.0
2019-01-02 23:00:00,1.9067,331.69,27768.0
2019-01-03 00:00:00,1.613,328.36,27524.0
2019-01-03 01:00:00,1.2461,327.07,25223.0
2019-01-03 02:00:00,1.8683,315.71,27572.0
2019-01-03 03:00:00,1.8817,310.15,22209.0
2019-01-03 04:00:00,2.1073,315.98,22040.0
2019-01-03 05:00:00,1.8221,303.79,19057.0
2019-01-03 06:00:00,1.7669,300.2,16902.0
2019-01-03 07:00:00,1.794,296.83,16999.0
2019-01-03 08:00:00,2.0,305.67,13873.0
2019-01-03 09:00:00,2.2238,303.76,14173.0
2019-01-03 10:00:00,2.3361,300.56,16921.0
2019-01-03 11:00:00,2.6248,298.75,16470.0
2019-01-03 12:00:00,2.8901,304.13,13753.0
2019-01-03 13:00:00,3.0778,303.64,15015.0
2019-01-03 14:00:00,2.9309,300.22,15806.0
2019-01-03 15:00:00,3.057,297.08,15401.0
2019-01-03 16:00:00,2.9846,296.9,15541.0
2019-01-03 17:00:00,2.77,294.92,14952.0
2019-01-03 18:00:00,2.2622,291.48,20545.0
2019-01-03 19:00:00,2.0672,289.2,23058.0
2019-01-03 20:00:00,2.4298,307.93,19857.0
2019-01-03 21:00:00,2.4864,309.32,21583.0
2019-01-03 22:00:00,2.876,312.0,23402.0
2019-01-03 23:00:00,3.4743,310.07,23208.0
2019-01-04 00:00:00,3.4186,310.91,24051.0
2019-01-04 01:00:00,3.32,309.5,27512.0
2019-01-04 02:00:00,3.3818,307.92,26205.0
2019-01-04 03:00:00,3.9254,309.16,24737.0
2019-01-04 04:00:00,3.4908,304.97,19335.0
2019-01-04 05:00:00,5.0118,307.5,18074.0
2019-01-04 06:00:00,6.2483,307.34,18687.0
2019-01-04 07:00:00,5.9781,307.7,20584.0
2019-01-04 08:00:00,5.3243,305.34,22434.0
2019-01-04 09:00:00,5.6801,310.96,35277.0
2019-01-04 10:00:00,14.6409,327.01,33033.0
2019-01-04 11:00:00,23.2936,347.12,34514.0
2019-01-04 12:00:00,21.7572,343.07,31363.0
2019-01-04 13:00:00,20.834,340.43,36816.0
2019-01-04 14:00:00,21.677,340.15,37258.0
2019-01-04 15:00:00,29.7045,347.45,34582.0
2019-01-04 16:00:00,27.5767,344.11,33960.0
2019-01-04 17:00:00,25.3129,349.4,45181.0
2019-01-04 18:00:00,18.4878,362.84,64133.0
2019-01-04 19:00:00,22.6613,359.62,55668.0
2019-01-04 20:00:00,28.3326,358.32,42455.0
2019-01-04 21:00:00,13.3532,379.14,73676.0
2019-01-04 22:00:00,10.19,406.0,110021.0
2019-01-04 23:00:00,9.8395,420.44,132386.0
2019-01-05 00:00:00,10.492,428.04,154031.0
2019-01-05 01:00:00,6.4788,431.44,180535.0
2019-01-05 02:00:00,3.864,451.08,202446.0
2019-01-05 03:00:00,3.5771,487.13,237026.0
2019-01-05 04:00:00,4.5288,501.68,268799.0
2019-01-05 05:00:00,2.7412,482.21,254133.0
2019-01-05 06:00:00,3.6514,484.71,242102.0
2019-01-05 07:00:00,2.4975,485.19,261263.0
2019-01-05 08:00:00,3.0123,466.13,206187.0
2019-01-05 09:00:00,3.0015,468.32,154140.0
2019-01-05 10:00:00,1.5587,518.72,151573.0
2019-01-05 11:00:00,2.0832,513.09,105236.0
2019-01-05 12:00:00,2.2561,511.54,91239.0
2019-01-05 13:00:00,2.3619,519.77,71431.0
2019-01-05 14:00:00,2.1915,526.12,90938.0
2019-01-05 15:00:00,1.7065,534.15,95364.0
2019-01-05 16:00:00,2.0747,514.68,122264.0
2019-01-05 17:00:00,2.5927,508.25,101816.0
2019-01-05 18:00:00,2.1599,518.44,111767.0
2019-01-05 19:00:00,2.2263,508.47,99953.0
2019-01-05 20:00:00,2.1495,503.48,115327.0
2019-01-05 21:00:00,1.4495,510.81,124595.0
2019-01-05 22:00:00,1.6077,506.19,92557.0
2019-01-05 23:00:00,3.0772,504.86,86172.0
2019-01-06 00:00:00,2.8424,488.73,89446.0
2019-01-06 01:00:00,2.8925,482.21,77473.0
2019-01-06 02:00:00,1.9273,495.62,101010.0
2019-01-06 03:00:00,2.9374,497.05,108307.0
2019-01-06 04:00:00,3.4057,505.9,106295.0
2019-01-06 05:00:00,1.6769,500.49,133473.0
2019-01-06 06:00:00,2.0711,499.31,139350.0
2019-01-06 07:00:00,3.1346,515.33,133556.0
2019-01-06 08:00:00,2.6721,524.96,152768.0
2019-01-06 09:00:00,3.1183,522.03,129641.0
2019-01-06 10:00:00,2.6556,511.24,151995.0
2019-01-06 11:00:00,2.4157,519.47,119091.0
2019-01-06 12:00:00,2.2563,528.76,135109.0
2019-01-06 13:00:00,2.8643,550.5,165341.0
2019-01-06 14:00:00,2.6523,548.79,150648.0
2019-01-06 15:00:00,2.995,544.84,113487.0
2019-01-06 16:00:00,2.5815,549.33,140029.0
2019-01-06 17:00:00,2.1072,550.2,144525.0
2019-01-06 18:00:00,2.3034,544.13,145654.0
2019-01-06 19:00:00,2.6066,540.84,137667.0
2019-01-06 20:00:00,2.4268,544.59,125286.0
2019-01-06 21:00:00,1.8895,547.01,148005.0
2019-01-06 22:00:00,1.9626,539.02,116632.0
2019-01-06 23:00:00,1.7583,540.97,111340.0
2019-01-07 00:00:00,1.5832,537.59,125206.0
2019-01-07 01:00:00,1.7525,530.03,102843.0
2019-01-07 02:00:00,1.6298,543.94,138973.0
2019-01-07 03:00:00,2.4694,534.29,111230.0
2019-01-07 04:00:00,2.5031,543.97,88163.0
2019-01-07 05:00:00,2.2395,534.77,99666.0
2019-01-07 06:00:00,1.9216,527.95,94620.0
2019-01-07 07:00:00,2.2297,521.61,83701.0
2019-01-07 08:00:00,2.2661,509.76,102516.0
2019-01-07 09:00:00,2.5288,517.12,78027.0
2019-01-07 10:00:00,2.8554,501.37,82667.0
2019-01-07 11:00:00,3.021,497.72,87543.0
2019-01-07 12:00:00,2.744,489.72,94726.0
2019-01-07 13:00:00,3.5214,479.89,94717.0
2019-01-07 14:00:00,3.5222,493.12,69016.0
2019-01-07 15:00:00,3.1877,483.81,74086.0
2019-01-07 16:00:00,3.0549,470.52,60506.0
2019-01-07 17:00:00,2.9012,463.43,57670.0
2019-01-07 18:00:00,3.0594,460.14,67241.0
2019-01-07 19:00:00,2.7325,465.09,73713.0
2019-01-07 20:00:00,1.4535,479.51,83846.0
2019-01-07 21:00:00,3.337,462.46,74914.0
2019-01-07 22:00:00,3.2695,455.49,80238.0
2019-01-07 23:00:00,3.3234,453.22,74148.0
2019-01-08 00:00:00,2.9818,450.15,84684.0
2019-01-08 01:00:00,3.4687,450.81,84252.0
2019-01-08 02:00:00,3.213,460.37,102033.0
2019-01-08 03:00:00,3.9441,450.37,87010.0
2019-01-08 04:00:00,2.361,446.95,114261.0
2019-01-08 05:00:00,2.9132,444.74,87280.0
2019-01-08 06:00:00,3.0101,440.61,71223.0
2019-01-08 07:00:00,2.2048,435.85,105011.0
2019-01-08 08:00:00,1.7017,445.86,87731.0
2019-01-08 09:00:00,2.4258,443.71,68525.0
2019-01-08 10:00:00,3.5238,446.49,76923.0
2019-01-08 11:00:00,3.7009,428.32,84611.0
2019-01-08 12:00:00,3.5427,438.89,72696.0
2019-01-08 13:00:00,3.7172,439.87,63376.0
2019-01-08 14:00:00,3.8069,431.25,63187.0
2019-01-08 15:00:00,2.7319,421.35,73561.0
2019-01-08 16:00:00,2.1833,416.98,78893.0
2019-01-08 17:00:00,2.4742,414.84,65045.0
2019-01-08 18:00:00,2.5054,410.06,77453.0
2019-01-08 19:00:00,2.3491,423.8,78781.0
2019-01-08 20:00:00,3.6023,425.62,46476.0
2019-01-08 21:00:00,3.1311,423.68,52422.0
2019-01-08 22:00:00,3.473,420.35,48681.0
2019-01-08 23:00:00,3.2854,428.25,59574.0
2019-01-09 00:00:00,4.4081,431.07,70908.0
2019-01-09 01:00:00,3.4271,435.02,83993.0
2019-01-09 02:00:00,3.439,436.73,81728.0
2019-01-09 03:00:00,3.1493,438.72,93114.0
2019-01-09 04:00:00,2.7678,436.03,102649.0
2019-01-09 05:00:00,3.3863,435.88,82761.0
2019-01-09 06:00:00,2.9568,423.88,72058.0
2019-01-09 07:00:00,3.521,416.4,66451.0
2019-01-09 08:00:00,3.7373,401.64,62726.0
2019-01-09 09:00:00,3.3811,400.89,59588.0
2019-01-09 10:00:00,2.8146,406.08,64226.0
2019-01-09 11:00:00,2.8024,407.25,53511.0
2019-01-09 12:00:00,3.1995,394.29,56343.0
2019-01-09 13:00:00,2.2733,400.59,60989.0
2019-01-09 14:00:00,0.6674,414.28,94012.0
2019-01-09 15:00:00,0.581,408.78,95219.0
2019-01-09 16:00:00,0.6705,405.39,77431.0
2019-01-09 17:00:00,0.8195,414.08,85021.0
2019-01-09 18:00:00,1.2817,418.87,53854.0
2019-01-09 19:00:00,1.1343,410.1,47542.0
2019-01-09 20:00:00,1.4851,406.53,67033.0
2019-01-09 21:00:00,2.1297,404.65,64483.0
2019-01-09 22:00:00,2.4505,402.67,59975.0
2019-01-09 23:00:00,2.2933,395.25,59634.0
2019-01-10 00:00:00,1.8395,383.2,48784.0
2019-01-10 01:00:00,2.101,387.89,46158.0
2019-01-10 02:00:00,1.9661,378.7,56273.0
2019-01-10 03:00:00,2.458,367.98,58569.0
2019-01-10 04:00:00,2.7846,371.65,61241.0
2019-01-10 05:00:00,2.4943,371.98,58264.0
2019-01-10 06:00:00,2.2149,369.7,51918.0
2019-01-10 07:00:00,2.2384,359.62,51153.0
2019-01-10 08:00:00,2.4554,362.98,44087.0
2019-01-10 09:00:00,2.1133,360.86,41708.0
2019-01-10 10:00:00,2.7427,364.82,65689.0
2019-01-10 11:00:00,3.4789,378.02,57606.0
2019-01-10 12:00:00,3.8692,373.15,63800.0
2019-01-10 13:00:00,2.9037,376.99,46305.0
2019-01-10 14:00:00,2.115,376.9,35507.0
2019-01-10 15:00:00,2.8595,373.71,28747.0
2019-01-10 16:00:00,4.5833,374.24,32594.0
2019-01-10 17:00:00,5.042,372.74,34960.0
2019-01-10 18:00:00,5.3177,368.06,39807.0
2019-01-10 19:00:00,4.8977,368.3,40522.0
2019-01-10 20:00:00,3.4932,368.72,39358.0
2019-01-10 21:00:00,2.4728,390.22,33045.0
2019-01-10 22:00:00,1.5303,416.04,75205.0
2019-01-10 23:00:00,1.7587,441.23,94101.0
2019-01-11 00:00:00,2.1914,466.74,130430.0
2019-01-11 01:00:00,1.7571,488.87,174558.0
2019-01-11 02:00:00,1.5059,489.67,138958.0
2019-01-11 03:00:00,1.4913,498.24,133220.0
2019-01-11 04:00:00,1.6565,506.72,154083.0
2019-01-11 05:00:00,1.9357,506.71,168665.0
2019-01-11 06:00:00,1.9615,485.66,160852.0
2019-01-11 07:00:00,1.6459,480.01,148689.0
2019-01-11 08:00:00,1.3657,465.7,117912.0
2019-01-11 09:00:00,1.2973,457.4,107938.0
2019-01-11 10:00:00,1.55,448.09,140529.0
2019-01-11 11:00:00,1.3865,440.98,123167.0
2019-01-11 12:00:00,1.0893,443.89,104558.0
2019-01-11 13:00:00,0.959,439.52,115688.0
2019-01-11 14:00:00,0.5918,429.05,130870.0
2019-01-11 15:00:00,0.7502,421.69,93579.0
2019-01-11 16:00:00,0.8928,418.68,82486.0
2019-01-11 17:00:00,0.8856,418.33,85879.0
2019-01-11 18:00:00,0.9386,414.87,71093.0
2019-01-11 19:00:00,1.3133,417.94,55229.0
2019-01-11 20:00:00,0.4447,410.87,76033.0
2019-01-11 21:00:00,0.3981,401.5,80594.0
2019-01-11 22:00:00,0.3104,409.92,93346.0
2019-01-11 23:00:00,0.3856,409.09,113178.0
2019-01-12 00:00:00,0.1831,415.51,119214.0
2019-01-12 01:00:00,0.1654,409.26,120480.0
2019-01-12 02:00:00,0.1977,396.53,68357.0
2019-01-12 03:00:00,0.5556,400.8,72083.0
2019-01-12 04:00:00,1.2858,405.16,63539.0
2019-01-12 05:00:00,1.1189,400.11,57894.0
2019-01-12 06:00:00,1.0791,395.0,55106.0
2019-01-12 07:00:00,0.7939,395.4,74743.0
2019-01-12 08:00:00,0.6101,393.65,73065.0
2019-01-12 09:00:00,0.9738,392.58,82265.0
2019-01-12 10:00:00,0.8639,388.85,69721.0
2019-01-12 11:00:00,0.654,380.72,38539.0
2019-01-12 12:00:00,0.5307,375.76,39727.0
2019-01-12 13:00:00,0.6248,377.84,35414.0
