datetime,Magnitude,BGSEc_X,BGSEc_Y,BGSEc_Z
2019-01-01 00:00:00,4.674,1.47,3.871,-1.361
2019-01-01 01:00:00,4.609,1.578,3.716,1.529
2019-01-01 02:00:00,5.048,2.172,3.716,2.486
2019-01-01 03:00:00,5.925,0.218,4.219,1.229
2019-01-01 04:00:00,5.773,-1.582,4.313,-3.208
2019-01-01 05:00:00,5.09,-0.417,4.033,-2.608
2019-01-01 06:00:00,4.763,0.165,3.429,-3.21
2019-01-01 07:00:00,4.609,0.854,2.615,-3.52
2019-01-01 08:00:00,5.026,2.684,3.47,-2.037
2019-01-01 09:00:00,4.643,1.172,3.718,-0.46
2019-01-01 10:00:00,4.237,0.058,2.164,-2.018
2019-01-01 11:00:00,3.969,-1.962,1.98,-1.504
2019-01-01 12:00:00,3.705,-3.036,1.791,-0.314
2019-01-01 13:00:00,3.774,-2.921,1.789,-0.094
2019-01-01 14:00:00,4.448,-3.774,1.558,0.816
2019-01-01 15:00:00,4.158,-3.562,1.845,0.249
2019-01-01 16:00:00,4.326,-4.059,0.841,1.03
2019-01-01 17:00:00,4.275,-3.944,0.352,1.308
2019-01-01 18:00:00,4.062,-3.769,0.142,1.225
2019-01-01 19:00:00,3.755,-3.627,-0.76,0.161
2019-01-01 20:00:00,3.565,-3.39,-0.895,-0.126
2019-01-01 21:00:00,3.874,-3.061,-2.24,-0.014
2019-01-01 22:00:00,4.255,-3.994,-1.308,-0.14
2019-01-01 23:00:00,4.41,-4.305,-0.726,0.411
2019-01-02 00:00:00,4.381,-4.289,-0.488,0.163
2019-01-02 01:00:00,4.192,-4.122,0.479,0.187
2019-01-02 02:00:00,3.941,-3.767,1.028,0.012
2019-01-02 03:00:00,4.122,-4.001,0.174,0.469
2019-01-02 04:00:00,4.245,-4.186,-0.191,0.398
2019-01-02 05:00:00,3.897,-3.823,-0.272,-0.062
2019-01-02 06:00:00,3.833,-3.73,0.451,-0.411
2019-01-02 07:00:00,3.786,-3.097,-1.043,-1.574
2019-01-02 08:00:00,3.728,-3.689,-0.201,0.144
2019-01-02 09:00:00,3.623,-3.539,-0.062,-0.412
2019-01-02 10:00:00,3.316,-2.936,1.149,-0.433
2019-01-02 11:00:00,2.83,-2.662,0.217,-0.034
2019-01-02 12:00:00,2.905,-2.793,-0.436,-0.047
2019-01-02 13:00:00,2.787,-2.11,-0.348,-1.33
2019-01-02 14:00:00,2.733,-1.138,1.825,0.415
2019-01-02 15:00:00,2.475,-0.251,2.203,-0.667
2019-01-02 16:00:00,2.418,-0.724,1.411,-0.901
2019-01-02 17:00:00,2.543,1.591,0.914,-0.132
2019-01-02 18:00:00,3.226,3.02,0.852,0.315
2019-01-02 19:00:00,3.06,1.947,1.855,-0.032
2019-01-02 20:00:00,2.904,0.195,1.675,-1.996
2019-01-02 21:00:00,2.49,0.285,1.299,-1.764
2019-01-02 22:00:00,2.46,0.732,1.258,-1.381
2019-01-02 23:00:00,2.808,-2.085,1.008,-1.411
2019-01-03 00:00:00,2.878,-2.344,0.814,-1.32
2019-01-03 01:00:00,2.828,-2.414,1.078,-0.823
2019-01-03 02:00:00,2.497,-1.773,1.303,-1.071
2019-01-03 03:00:00,2.202,-0.741,1.396,-1.235
2019-01-03 04:00:00,2.393,0.793,1.857,-1.04
2019-01-03 05:00:00,2.186,-0.111,1.777,-0.713
2019-01-03 06:00:00,2.589,-0.677,2.187,-0.25
2019-01-03 07:00:00,2.611,-1.278,1.39,-1.501
2019-01-03 08:00:00,2.752,1.169,1.204,0.422
2019-01-03 09:00:00,2.972,0.015,2.797,-0.36
2019-01-03 10:00:00,2.942,-1.189,1.985,-1.462
2019-01-03 11:00:00,2.74,-0.868,1.364,-1.144
2019-01-03 12:00:00,2.616,1.029,2.265,-0.412
2019-01-03 13:00:00,2.687,0.037,2.543,-0.682
2019-01-03 14:00:00,2.498,-0.189,2.182,-0.315
2019-01-03 15:00:00,2.335,0.051,2.236,-0.088
2019-01-03 16:00:00,2.448,-0.1,2.183,0.69
2019-01-03 17:00:00,3.181,-1.454,2.228,-0.727
2019-01-03 18:00:00,4.202,-2.838,1.917,-2.268
2019-01-03 19:00:00,4.045,-2.495,2.667,-1.4
2019-01-03 20:00:00,3.404,0.42,3.269,0.284
2019-01-03 21:00:00,3.461,0.263,3.343,-0.089
2019-01-03 22:00:00,3.588,0.653,3.219,-1.082
2019-01-03 23:00:00,3.947,-0.068,3.221,-2.137
2019-01-04 00:00:00,4.204,1.369,3.441,-0.382
2019-01-04 01:00:00,4.237,0.933,3.059,-0.624
2019-01-04 02:00:00,4.7,0.264,4.128,-2.013
2019-01-04 03:00:00,4.608,-0.534,3.509,-0.596
2019-01-04 04:00:00,5.227,-2.068,4.049,1.144
2019-01-04 05:00:00,5.991,-2.73,5.085,-1.21
2019-01-04 06:00:00,5.668,-1.025,4.341,-3.371
2019-01-04 07:00:00,5.424,0.392,2.069,-4.445
2019-01-04 08:00:00,6.979,-1.359,4.322,-4.552
2019-01-04 09:00:00,6.696,-2.537,4.916,1.876
2019-01-04 10:00:00,7.289,-4.723,5.207,0.589
2019-01-04 11:00:00,7.291,-1.194,3.989,-3.114
2019-01-04 12:00:00,8.751,-4.512,7.188,1.172
2019-01-04 13:00:00,8.267,-5.725,4.875,-1.027
2019-01-04 14:00:00,8.563,-3.285,5.723,-2.021
2019-01-04 15:00:00,8.787,-3.988,6.089,-2.898
2019-01-04 16:00:00,10.015,-6.003,3.096,-6.716
2019-01-04 17:00:00,10.173,-2.963,3.189,-0.285
2019-01-04 18:00:00,9.392,-1.281,2.634,-0.563
2019-01-04 19:00:00,8.849,2.844,-7.262,-3.373
2019-01-04 20:00:00,7.646,-0.023,-0.716,0.197
2019-01-04 21:00:00,9.55,-4.28,7.269,0.444
2019-01-04 22:00:00,10.558,-3.793,0.48,-6.969
2019-01-04 23:00:00,9.149,-1.92,2.531,-0.967
2019-01-05 00:00:00,6.766,-2.793,0.946,4.13
2019-01-05 01:00:00,6.372,2.455,-2.482,-2.211
2019-01-05 02:00:00,10.095,2.656,-6.14,-4.575
2019-01-05 03:00:00,11.69,7.532,-7.001,3.775
2019-01-05 04:00:00,11.569,4.267,-5.244,7.365
2019-01-05 05:00:00,10.519,4.325,-8.017,0.148
2019-01-05 06:00:00,9.828,3.898,-4.481,2.5
2019-01-05 07:00:00,8.348,0.751,-5.299,0.065
2019-01-05 08:00:00,8.485,1.696,-5.381,3.675
2019-01-05 09:00:00,8.65,3.476,0.402,6.89
2019-01-05 10:00:00,4.998,2.61,0.404,-0.813
2019-01-05 11:00:00,4.292,3.859,-0.825,0.162
2019-01-05 12:00:00,4.421,3.777,-1.909,0.321
2019-01-05 13:00:00,4.485,2.106,-2.823,0.721
2019-01-05 14:00:00,4.206,1.163,-1.998,-0.168
2019-01-05 15:00:00,4.678,-1.163,-2.947,-3.088
2019-01-05 16:00:00,4.23,2.364,-1.501,0.241
2019-01-05 17:00:00,4.422,2.964,-0.632,2.665
2019-01-05 18:00:00,4.11,1.772,-0.058,-0.076
2019-01-05 19:00:00,4.289,2.064,-1.498,-0.678
2019-01-05 20:00:00,4.445,2.131,-1.813,-1.196
2019-01-05 21:00:00,4.817,3.166,0.177,-1.797
2019-01-05 22:00:00,5.664,3.232,3.792,-0.832
2019-01-05 23:00:00,6.04,2.402,0.484,4.478
2019-01-06 00:00:00,5.399,3.486,-1.971,1.714
2019-01-06 01:00:00,5.526,3.564,-3.497,1.113
2019-01-06 02:00:00,5.115,3.957,-2.598,-0.545
2019-01-06 03:00:00,4.704,3.49,-2.486,0.795
2019-01-06 04:00:00,4.756,2.349,-1.962,2.009
2019-01-06 05:00:00,4.966,3.544,-0.98,-2.778
2019-01-06 06:00:00,4.49,3.32,-1.581,-1.77
2019-01-06 07:00:00,4.262,1.795,-1.396,2.072
2019-01-06 08:00:00,4.156,1.818,-1.005,-0.641
2019-01-06 09:00:00,4.77,1.591,-3.939,-0.223
2019-01-06 10:00:00,4.511,3.7,1.098,0.239
2019-01-06 11:00:00,5.189,3.163,-3.683,-0.471
2019-01-06 12:00:00,5.071,2.955,-3.241,-1.308
2019-01-06 13:00:00,4.176,0.844,-2.884,1.165
2019-01-06 14:00:00,4.865,1.547,-3.64,-0.833
2019-01-06 15:00:00,5.578,2.314,-2.202,3.345
2019-01-06 16:00:00,5.176,1.606,-3.176,-1.062
2019-01-06 17:00:00,4.912,1.043,-1.502,-2.596
2019-01-06 18:00:00,4.827,2.594,-2.262,-1.691
2019-01-06 19:00:00,4.091,2.691,-2.425,0.712
2019-01-06 20:00:00,3.965,2.964,-1.49,1.311
2019-01-06 21:00:00,4.036,3.609,-0.648,-0.813
2019-01-06 22:00:00,4.176,3.964,-0.97,0.266
2019-01-06 23:00:00,4.112,3.489,1.556,0.116
2019-01-07 00:00:00,3.924,3.404,1.467,-0.211
2019-01-07 01:00:00,4.024,3.606,1.554,0.464
2019-01-07 02:00:00,3.512,3.136,0.749,-0.869
2019-01-07 03:00:00,3.634,3.121,-1.085,0.913
2019-01-07 04:00:00,3.333,0.503,-2.482,0.159
2019-01-07 05:00:00,3.519,-0.097,-2.216,-0.911
2019-01-07 06:00:00,3.3,-0.082,-1.922,-2.265
2019-01-07 07:00:00,3.457,-1.366,-2.12,-1.863
2019-01-07 08:00:00,2.856,0.514,-1.622,-0.366
2019-01-07 09:00:00,3.667,-0.991,-2.792,-1.039
2019-01-07 10:00:00,3.856,0.87,-2.46,-0.056
2019-01-07 11:00:00,3.824,0.848,-2.03,1.775
2019-01-07 12:00:00,3.596,2.08,0.2,-1.019
2019-01-07 13:00:00,4.255,3.59,0.14,1.086
2019-01-07 14:00:00,4.377,0.248,-0.848,1.197
