datetime,Magnitude,BGSM_X,BGSM_Y,BGSM_Z
2008-01-01 00:00:00,4.337,-2.826,2.713,0.39
2008-01-01 01:00:00,4.232,-3.294,2.275,-0.454
2008-01-01 02:00:00,4.105,-3.525,1.832,-0.518
2008-01-01 03:00:00,4.285,-2.392,2.292,-0.373
2008-01-01 04:00:00,3.626,-1.631,3.051,-0.354
2008-01-01 05:00:00,3.737,-1.977,2.686,-1.447
2008-01-01 06:00:00,4.26,-2.751,2.855,-1.244
2008-01-01 07:00:00,4.062,-3.144,2.459,-0.298
2008-01-01 08:00:00,3.839,-3.273,1.948,-0.366
2008-01-01 09:00:00,3.562,-3.023,1.786,-0.422
2008-01-01 10:00:00,3.677,-3.214,1.634,-0.465
2008-01-01 11:00:00,3.124,-3.009,0.556,-0.319
2008-01-01 12:00:00,3.039,-2.776,-0.928,-0.438
2008-01-01 13:00:00,3.014,-2.451,-1.212,-0.099
2008-01-01 14:00:00,3.024,-2.956,0.158,0.46
2008-01-01 15:00:00,2.575,-2.561,-0.01,0.233
2008-01-01 16:00:00,2.542,-2.537,0.119,-0.039
2008-01-01 17:00:00,2.427,-2.411,0.144,-0.182
2008-01-01 18:00:00,2.79,-2.655,0.688,-0.4
2008-01-01 19:00:00,3.859,-3.308,1.934,-0.148
2008-01-01 20:00:00,2.907,-2.365,1.526,0.005
2008-01-01 21:00:00,3.17,2.554,0.979,1.468
2008-01-01 22:00:00,2.895,2.565,0.728,0.797
2008-01-01 23:00:00,2.702,2.172,0.668,0.157
2008-01-02 00:00:00,2.677,1.497,-1.601,-0.187
2008-01-02 01:00:00,3.64,3.084,-1.819,0.194
2008-01-02 02:00:00,3.151,2.609,-1.015,0.328
2008-01-02 03:00:00,2.48,1.211,-1.93,0.349
2008-01-02 04:00:00,2.877,1.734,-1.642,0.697
2008-01-02 05:00:00,2.445,1.9,-1.089,0.812
2008-01-02 06:00:00,1.838,0.716,-1.394,-0.118
2008-01-02 07:00:00,2.942,1.386,-1.977,0.814
2008-01-02 08:00:00,1.275,-0.213,-1.072,-0.512
2008-01-02 09:00:00,2.138,-0.82,-0.124,-0.732
2008-01-02 10:00:00,1.786,-0.447,0.196,-0.328
2008-01-02 11:00:00,1.397,0.079,-0.32,0.476
2008-01-02 12:00:00,1.634,0.983,0.897,0.191
2008-01-02 13:00:00,1.699,0.514,-0.05,0.73
2008-01-02 14:00:00,1.648,-1.334,-0.616,-0.346
2008-01-02 15:00:00,1.853,-1.783,0.103,-0.073
2008-01-02 16:00:00,1.831,-1.12,0.084,-1.15
2008-01-02 17:00:00,2.553,-2.007,0.616,-1.349
2008-01-02 18:00:00,1.595,-1.031,0.517,-0.913
2008-01-02 19:00:00,2.298,-2.052,0.009,-0.156
2008-01-02 20:00:00,1.59,-0.022,0.347,1.322
2008-01-02 21:00:00,1.324,-0.178,0.701,0.404
2008-01-02 22:00:00,3.77,2.939,1.782,1.491
2008-01-02 23:00:00,3.247,1.533,2.588,0.973
2008-01-03 00:00:00,3.182,-0.424,3.004,0.692
2008-01-03 01:00:00,2.761,-0.429,2.231,-0.301
2008-01-03 02:00:00,2.706,1.694,1.836,-0.344
2008-01-03 03:00:00,2.088,0.181,1.967,-0.225
2008-01-03 04:00:00,2.431,0.772,2.21,-0.212
2008-01-03 05:00:00,2.755,-0.566,2.363,-1.163
2008-01-03 06:00:00,2.857,-0.996,1.913,-1.8
2008-01-03 07:00:00,1.634,-0.257,1.097,-0.937
2008-01-03 08:00:00,1.228,-0.568,0.491,-0.845
2008-01-03 09:00:00,0.92,-0.336,0.018,-0.367
2008-01-03 10:00:00,0.79,-0.497,-0.023,0.376
2008-01-03 11:00:00,1.055,-0.928,0.305,-0.072
2008-01-03 12:00:00,1.289,-1.224,0.28,-0.15
2008-01-03 13:00:00,1.164,-1.005,0.292,-0.216
2008-01-03 14:00:00,1.435,-1.295,0.431,-0.341
2008-01-03 15:00:00,1.457,-1.257,0.528,-0.468
2008-01-03 16:00:00,1.056,-0.868,0.537,-0.22
2008-01-03 17:00:00,1.379,-1.156,0.575,-0.379
2008-01-03 18:00:00,1.356,-1.045,0.165,-0.803
2008-01-03 19:00:00,1.643,-1.359,0.389,-0.795
2008-01-03 20:00:00,1.925,-1.697,0.239,-0.855
2008-01-03 21:00:00,1.805,-1.504,-0.178,-0.967
2008-01-03 22:00:00,1.742,-1.577,-0.149,-0.605
2008-01-03 23:00:00,1.498,-1.426,-0.3,-0.243
2008-01-04 00:00:00,1.551,-1.215,-0.84,-0.241
2008-01-04 01:00:00,1.763,-0.981,-1.384,-0.251
2008-01-04 02:00:00,1.794,-1.095,-1.334,-0.436
2008-01-04 03:00:00,1.578,-0.742,-1.228,0.017
2008-01-04 04:00:00,1.665,-0.811,-0.348,-0.328
2008-01-04 05:00:00,1.826,-0.669,1.346,-0.735
2008-01-04 06:00:00,2.103,0.03,1.783,-0.957
2008-01-04 07:00:00,1.616,-0.841,0.737,-0.992
2008-01-04 08:00:00,1.224,-0.915,0.29,-0.493
2008-01-04 09:00:00,1.418,-1.005,0.648,-0.696
2008-01-04 10:00:00,1.361,-0.899,0.693,-0.723
2008-01-04 11:00:00,1.27,-1.154,0.398,-0.247
2008-01-04 12:00:00,1.314,-1.252,0.234,0.011
2008-01-04 13:00:00,1.816,-1.705,0.506,-0.216
2008-01-04 14:00:00,2.814,-2.528,1.11,-0.181
2008-01-04 15:00:00,2.707,-2.073,1.494,-0.684
2008-01-04 16:00:00,3.17,-2.895,1.176,-0.471
2008-01-04 17:00:00,2.612,-2.369,0.825,-0.703
2008-01-04 18:00:00,2.642,-2.217,0.997,-0.982
2008-01-04 19:00:00,2.728,-2.118,1.413,-0.345
2008-01-04 20:00:00,2.373,-2.228,0.253,0.588
2008-01-04 21:00:00,1.816,-1.565,-0.022,0.202
2008-01-04 22:00:00,4.102,0.82,-3.257,-0.452
2008-01-04 23:00:00,9.309,4.122,-6.607,-1.249
2008-01-05 00:00:00,11.177,6.046,-7.356,1.43
2008-01-05 01:00:00,8.414,3.093,-3.696,-5.275
2008-01-05 02:00:00,11.412,3.71,-8.594,4.777
2008-01-05 03:00:00,12.55,8.321,-6.39,-2.528
2008-01-05 04:00:00,12.11,8.914,-2.26,-3.077
2008-01-05 05:00:00,12.549,-1.229,2.083,11.437
2008-01-05 06:00:00,15.284,6.619,-9.26,5.921
2008-01-05 07:00:00,13.536,7.667,-4.993,-9.049
2008-01-05 08:00:00,9.696,5.356,-5.715,3.353
2008-01-05 09:00:00,8.899,-0.438,-3.719,6.859
2008-01-05 10:00:00,8.769,1.356,-3.333,5.602
2008-01-05 11:00:00,8.05,5.301,1.934,-3.246
2008-01-05 12:00:00,10.34,7.571,-3.92,-2.174
2008-01-05 13:00:00,10.185,6.628,-5.471,-1.673
2008-01-05 14:00:00,11.49,7.933,-5.935,-0.705
2008-01-05 15:00:00,10.119,4.328,-6.3,4.854
2008-01-05 16:00:00,10.518,3.927,-7.956,4.787
2008-01-05 17:00:00,9.68,5.078,-6.988,2.056
2008-01-05 18:00:00,8.177,4.2,-2.999,-1.183
2008-01-05 19:00:00,7.257,3.9,-0.79,-3.75
2008-01-05 20:00:00,6.966,4.441,1.334,-4.147
2008-01-05 21:00:00,6.953,5.381,-0.021,-2.279
2008-01-05 22:00:00,7.614,2.333,-5.345,1.796
2008-01-05 23:00:00,7.324,3.318,-4.534,2.149
2008-01-06 00:00:00,8.393,6.4,-3.308,-0.047
2008-01-06 01:00:00,8.393,7.047,-0.328,-3.466
2008-01-06 02:00:00,8.557,5.384,0.974,-5.185
2008-01-06 03:00:00,8.383,5.536,-4.435,0.617
2008-01-06 04:00:00,8.861,4.924,-5.633,-0.644
2008-01-06 05:00:00,8.597,2.409,-4.072,2.464
2008-01-06 06:00:00,5.199,2.952,-2.548,1.927
2008-01-06 07:00:00,5.189,2.924,-1.951,-2.1
2008-01-06 08:00:00,5.262,2.842,-3.07,0.164
2008-01-06 09:00:00,5.297,2.882,-1.405,-0.465
2008-01-06 10:00:00,5.6,2.233,-1.489,3.033
2008-01-06 11:00:00,4.928,1.803,-1.416,2.404
2008-01-06 12:00:00,4.524,2.211,-0.747,-1.056
2008-01-06 13:00:00,3.988,0.739,-1.535,1.213
2008-01-06 14:00:00,4.251,1.625,-2.369,-1.854
2008-01-06 15:00:00,4.255,0.764,-1.74,-1.685
2008-01-06 16:00:00,3.997,1.983,-1.609,0.054
2008-01-06 17:00:00,4.217,2.976,0.28,-0.637
2008-01-06 18:00:00,4.131,2.044,-1.053,0.031
2008-01-06 19:00:00,4.479,2.945,-1.096,1.565
2008-01-06 20:00:00,4.556,3.109,-1.094,-1.78
2008-01-06 21:00:00,4.797,2.207,0.673,-3.057
2008-01-06 22:00:00,4.724,2.733,-1.397,-1.137
2008-01-06 23:00:00,4.955,3.435,-1.171,-0.486
2008-01-07 00:00:00,5.264,2.393,0.916,-2.733
2008-01-07 01:00:00,4.946,1.685,1.858,-2.582
2008-01-07 02:00:00,4.643,3.415,1.052,-1.576
2008-01-07 03:00:00,4.456,2.497,0.779,0.083
2008-01-07 04:00:00,4.518,2.711,-0.39,-0.858
2008-01-07 05:00:00,4.788,1.998,-2.967,-1.812
2008-01-07 06:00:00,4.496,3.431,-0.776,0.184
2008-01-07 07:00:00,4.783,1.754,-0.046,0.498
2008-01-07 08:00:00,5.054,2.857,-2.339,2.642
2008-01-07 09:00:00,4.347,2.286,-0.179,0.511
2008-01-07 10:00:00,4.416,2.753,0.422,-1.19
2008-01-07 11:00:00,4.579,1.878,0.37,-2.38
2008-01-07 12:00:00,4.705,1.471,-3.097,0.64
2008-01-07 13:00:00,4.629,1.33,-3.289,1.406
2008-01-07 14:00:00,4.621,3.227,-2.229,1.468
2008-01-07 15:00:00,4.451,2.501,-2.974,1.025
2008-01-07 16:00:00,4.43,-0.24,-2.892,2.483
2008-01-07 17:00:00,4.577,0.365,-3.355,2.316
2008-01-07 18:00:00,4.129,1.764,-2.762,0.886
2008-01-07 19:00:00,4.271,2.544,-2.76,0.454
2008-01-07 20:00:00,4.459,3.542,0.239,-1.246
2008-01-07 21:00:00,4.516,2.842,-0.759,-1.159
2008-01-07 22:00:00,4.492,3.751,0.962,0.849
2008-01-07 23:00:00,4.463,3.782,-0.829,-1.126
2008-01-08 00:00:00,4.473,3.706,-1.799,-0.736
2008-01-08 01:00:00,4.403,3.707,-1.872,-0.289
2008-01-08 02:00:00,4.408,3.07,-2.322,-0.938
2008-01-08 03:00:00,4.17,2.084,-0.609,-1.922
2008-01-08 04:00:00,4.327,1.145,-3.252,-0.773
2008-01-08 05:00:00,4.175,2.349,-0.721,-1.019
2008-01-08 06:00:00,4.496,0.795,-2.486,1.869
2008-01-08 07:00:00,4.309,1.258,-1.813,-2.689
2008-01-08 08:00:00,4.433,2.526,-1.005,-1.973
2008-01-08 09:00:00,4.366,3.473,1.786,-0.411
2008-01-08 10:00:00,4.28,1.961,-1.595,1.282
2008-01-08 11:00:00,4.309,2.408,-2.234,1.014
2008-01-08 12:00:00,4.558,1.948,-2.62,1.604
2008-01-08 13:00:00,4.395,2.609,-2.024,-0.584
2008-01-08 14:00:00,4.765,3.62,-1.59,0.515
2008-01-08 15:00:00,5.06,3.788,-2.171,-2.029
2008-01-08 16:00:00,5.032,2.981,-0.82,-2.651
2008-01-08 17:00:00,5.11,2.669,-2.246,-2.878
2008-01-08 18:00:00,5.055,3.855,0.954,-2.057
2008-01-08 19:00:00,4.938,3.852,1.668,-0.258
2008-01-08 20:00:00,4.981,3.467,0.516,-2.23
2008-01-08 21:00:00,4.785,3.541,-1.279,-0.421
2008-01-08 22:00:00,4.74,3.428,0.489,-1.434
2008-01-08 23:00:00,4.778,3.649,1.462,-1.754
2008-01-09 00:00:00,4.661,3.402,1.413,-1.497
2008-01-09 01:00:00,4.602,3.138,-1.549,-1.634
2008-01-09 02:00:00,4.634,4.447,-0.029,-0.509
2008-01-09 03:00:00,4.718,3.897,-1.665,0.438
2008-01-09 04:00:00,4.719,3.173,-2.338,1.633
2008-01-09 05:00:00,4.506,3.404,-0.279,-0.902
2008-01-09 06:00:00,4.567,3.639,-0.111,-1.063
2008-01-09 07:00:00,4.416,3.04,-1.697,0.8
2008-01-09 08:00:00,4.441,3.844,-0.687,0.36
2008-01-09 09:00:00,4.334,4.079,0.936,-0.367
2008-01-09 10:00:00,4.521,4.09,0.088,-0.178
